Mixture,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Correlation,RMSE
TCGA-3K-AAZ8-01,0.059323899,0.000762675,0,0.174276393,0,0.231257243,0,0.026753342,0.019119836,0.079589174,0,0.050548018,0.008139759,0.143009765,0.068881471,0.121284896,0,0.004502217,0.012551313,0,0,0,0.56,0.006340322,1.114086245
TCGA-DD-A3A5-01,0.048919379,0,0.116490712,0.23004432,0,0.136867774,0,0.021907392,0.08793629,0,0.01758474,0.055563481,0.0111521,0.005863759,0.026759345,0.211997491,0,0,0.028913217,0,0,0,0.91,-0.032364804,1.106524125
TCGA-DD-AADP-01,0.077516232,0,0,0,0.046421747,0.240319436,0,0.008321915,0.089977653,0,0.126434205,0.002272908,0.069921791,0.172785137,0.105205541,0.004987871,0.004176282,0,0.032873221,0,0,0.018786059,0.51,0.014348649,1.093957184
TCGA-CC-5259-01,0,0,0.096918007,0.162875689,0,0.275043981,0,0.010789113,0.102790363,0,0.002414251,0.059621374,0.001661222,0.17533805,0.033781869,0.058335929,0,0,0.020430153,0,0,0,0.72,-0.006611329,1.110932805
TCGA-DD-AAD2-01,0.044324347,0,0,0.046791958,0,0.235722665,0,0,0.072129568,0,0.015519369,0.013077779,0.008595105,0.219209809,0.072641144,0.257321743,0,0,0.014666513,0,0,0,0.22,0.078270476,1.074444423
TCGA-ES-A2HT-01,0.03927464,0,0.021007162,0.039016193,0,0.092520307,0,0.031107254,0.112813734,0,0,0.06402207,0.015827254,0.163981813,0.059188537,0.325524641,0,0,0.035716395,0,0,0,0.47,0.024623943,1.091151166
TCGA-CC-A8HU-01,0.119433379,0,0.010791062,0.036397055,0,0.052118763,0,0.120494166,0.025861309,0,0,0.075486667,0.030149424,0.068806546,0.037017053,0.324901211,0,0,0.098543366,0,0,0,0.75,-0.011530377,1.089724968
TCGA-ES-A2HS-01,0.052573535,0,0.006062147,0.058840917,0,0.111568147,0,0.004981584,0.011576248,0,0,0.08081425,0.050009184,0,0.018717084,0.526598774,0,0,0.076495256,0,0,0.001762874,0.92,-0.034704834,1.127020417
TCGA-2Y-A9H0-01,0.002145232,0,0.015590642,0.360474393,0,0,0.000904311,0.120382383,0.040713587,0,0,0.043691352,0.045907868,0.13188887,0.056821775,0.052422413,0.000186129,0,0.127835182,0,0,0.001035863,0.36,0.033868717,1.093598522
TCGA-2V-A95S-01,0.048064977,0,0.041218218,0.271659825,0,0.076509938,0.003874473,0.069760149,0.070183073,0,0.043250942,0,0.002004883,0.147064792,0.075921594,0.13186291,0,0,0.014032929,0,0,0.004591296,0.07,0.167172346,1.030093128
TCGA-2Y-A9GU-01,0.068594495,0,0,0.152629653,0,0.07204021,0,0.107674682,0.058219526,0,0,0.054506204,0.033701933,0.102947733,0.065198354,0.23827593,0,0,0.04621128,0,0,0,0.84,-0.022234494,1.100622587
TCGA-RC-A7SB-01,0.003325318,0.003499779,0,0,0,0.287723125,0,0.034576086,0.068897006,0,0.072455133,0,0.056130227,0.06678665,0.101561788,0.11534576,0.015137579,0,0.17456155,0,0,0,0.47,0.024341791,1.077792475
TCGA-FV-A4ZP-01,0,0,0,0.208986603,0,0.02235595,0,0.040322026,0.165251077,0,0,0.044600845,0.013987869,0.202270841,0.019820595,0.24823277,0,0,0.03349859,0,0,0.000672834,0.25,0.062293703,1.082639673
TCGA-DD-AAD3-01,0.00718511,0,0.003975304,0,0,0.402015785,0,0.018315174,0.046504095,0,0.084007748,0.002841625,0.061581624,0.169306136,0.113163817,0.030917846,0.006494142,0,0.053691595,0,0,0,0.23,0.071903389,1.074374535
TCGA-DD-A39X-11,0.009060998,0.00033465,0.020218092,0.031018179,0,0.083135376,0,0.042686492,0,0.114030339,0,0.071620748,0.045552461,0.016281783,0.058568803,0.272414541,0.00561993,0,0.229457609,0,0,0,0.72,-0.008089523,1.099283745
TCGA-DD-AAW2-01,0.012176542,0,0,0.050622198,0,0.323107559,0,0.038822847,0.00475698,0,0,0.100859187,0.086889178,0.08837742,0.031559537,0.016242275,0.00227644,0,0.244309837,0,0,0,0.71,-0.004837701,1.106814787
TCGA-DD-A39V-01,0.007996428,0,0,0.210846364,0,0,0.00377382,0.04485515,0.017674281,0.028163003,0,0.071002587,0.170408466,0.013622051,0.067758764,0.240411114,0.003439449,0,0.12004852,0,0,0,0.49,0.020577614,1.086147119
TCGA-DD-AADD-01,0.004075787,0,0,0.061936161,0,0.177895841,0,0.054143715,0.02340456,0,0.069931009,0.016004462,0.057820586,0.09337511,0.103659195,0.159930958,0.024392514,0,0.153430104,0,0,0,0.56,0.006758643,1.084650575
TCGA-DD-AADW-01,0.092560538,0,0,0.027918454,0,0.167338074,0,0.035598898,0.029912319,0,0,0.041290882,0,0.172922925,0.113322835,0.243103289,0,0,0.076031786,0,0,0,0.35,0.037235923,1.083294904
TCGA-DD-AACS-01,0.016305273,0,0,0,0.013146976,0.042020392,0,0.040745075,0.170620818,0.061382664,0,0.005259947,0.099191308,0.014647711,0.108198682,0.264587612,0,0,0.101438141,0,0,0.062455399,0.9,-0.030853226,1.103351526
TCGA-2Y-A9H4-01,0.019481332,0,0,0.062911388,0,0.170602454,0,0.042524326,0.05597006,0,0,0.07312915,0.00051948,0.083024666,0.026200961,0.251032306,0,0.020938113,0.1875355,0,0,0.006130265,0.5,0.016945336,1.082445293
TCGA-DD-AADV-01,0.083943247,0,0,0.03276746,0,0.119335207,0,0.006886714,0.062489368,0,0.011258079,0.023903066,0,0.101430808,0.05984057,0.464705698,0,0,0.033439783,0,0,0,0.5,0.018939531,1.103924055
TCGA-G3-A7M7-01,0.0655063,0,0,0.040119736,0,0.172041879,0,0.000315403,0.058520385,0,0.03601122,0.01924264,0,0.255198594,0.034683969,0.291622485,0,0,0.026737389,0,0,0,0.68,-0.003137081,1.115648892
TCGA-DD-A4NK-01,0.000473652,0,0,0,0,0.333974048,0,0.028119306,0.062182195,0,0.037966682,0.048451541,0.08617438,0.010816757,0.049300876,0.166961805,0.005917926,0,0.169660833,0,0,0,0.98,-0.046159158,1.10723791
TCGA-ED-A97K-01,0.032821047,0,0.024990818,0,0,0.223331857,0,0.023945526,0.090840438,0,0,0.058122228,0.009432851,0.285082922,0.012410435,0.203257263,0,0,0.031586301,0,0,0.004178314,0.08,0.157481593,1.039946678
TCGA-T1-A6J8-01,0.059063644,0,0.037079097,0.044540509,0,0.064360625,0,0.01491966,0.092659608,0,0.024050324,0,0.025566764,0.064705602,0.052951077,0.457948264,0.008903846,0,0.053250981,0,0,0,0.35,0.037277219,1.084906264
TCGA-DD-AACV-01,0.024619551,0,0,0.024408998,0,0.1743075,0,0.090492771,0.027436034,0.001639548,0,0.06333729,0,0,0.067507106,0.333276686,0,0.058230911,0.134743606,0,0,0,0.98,-0.048399386,1.108447108
TCGA-DD-A4NF-01,0.016576128,0,0.022045985,0,0,0.218630544,0,0.088441039,0.012402361,0,0.142234074,0.073040952,0.109034035,0.067548923,0,0.041591041,0.01119607,0,0.197258847,0,0,0,0.72,-0.007293515,1.106311396
TCGA-DD-A3A8-01,0,0.000568425,0.00287792,0,0,0.158919813,0,0.009835335,0.003033289,0,0.072177865,0.061310311,0.042719566,0.162844399,0.167940983,0.044306072,0.019450866,0,0.254015158,0,0,0,0.3,0.051405167,1.09585868
TCGA-G3-A25S-01,0.056523284,0,0,0.121913365,0,0.133382228,0,0.002510716,0.062936107,0,0.07242071,0,0.00187183,0.110759777,0.00675348,0.420035475,0,0,0.006300876,0,0,0.004592154,0.67,-0.002713204,1.112462512
TCGA-DD-A1EL-01,0.046751302,0,0.001804071,0,0,0.157396665,0,0.021927802,0.044178331,0,0.095812628,0,0.046394046,0.352727561,0.00827369,0.180499221,0.005478861,0,0.033658469,0,0.005097354,0,0.08,0.1464581,1.054165661
TCGA-DD-AACH-01,0.12073769,0,0.054759253,0,0,0.051691321,0,0.018993596,0.032508316,0,0.039978062,0.047321475,0,0.101026371,0.03629729,0.460307196,0,0,0.035902802,0,0,0.000476629,0.55,0.008356004,1.103735285
TCGA-DD-A119-11,0,0.006338299,0.035871503,0,0,0.381913532,0,0.006849508,0,0,0.036461991,0.048960351,0.062982379,0,0.013893679,0.273735048,0,0,0.104776113,0,0,0.028217595,0.71,-0.005811389,1.089813196
TCGA-WQ-A9G7-01,0.046101645,0,0,0.081622733,0,0.116169001,0,0.025671121,0.0615999,0,0,0.095987783,0.012586418,0.216514276,0.04111981,0.266064984,0,0,0.033713606,0,0,0.002848723,0.22,0.079163792,1.074857554
TCGA-DD-A4NO-01,0.000552678,0.006731163,0,0,0,0.354544225,0,0.013188833,0.121085098,0,0.011220706,0.0288806,0.068468587,0.096881945,0.047137335,0.080417902,0.00983762,0,0.159094119,0,0,0.001959189,0.56,0.006320051,1.087663014
TCGA-G3-A7M9-01,0.197584692,0,0.058883947,0.016717688,0,0.106943347,0,0.052262228,0.078961793,0,0.046233453,0.034425387,0,0.368100889,0.006953562,0,0,0,0.029000145,0,0,0.00393287,0.21,0.08093734,1.073710863
TCGA-CC-5261-01,0.024266693,0.198690887,0,0.055331918,0,0.213155129,0,0.06153885,0.075913214,0,0,0.027375965,0.010739517,0.050006256,0.039641119,0.16033969,0.043802994,0,0.03848461,0,0,0.000713158,0.11,0.121997034,1.03608763
TCGA-ZS-A9CG-01,0.007427856,0,0.01961223,0.146454099,0,0.125619056,0,0.047123966,0.006218227,0,0.017709619,0.041920473,0.084274645,0.159871884,0.042426916,0.018796486,0,0,0.282544542,0,0,0,0.35,0.039150543,1.081586625
TCGA-CC-A123-01,0.001979856,0.006783425,0.034864018,0,0,0.079406529,0,0.057657625,0.183961837,0,0.074806289,0.016928419,0.088621895,0.113603174,0,0.308043018,0.007464255,0.00021645,0,0.023364841,0,0.002298369,0.54,0.011567925,1.090625531
TCGA-5R-AA1D-01,0.05209589,0,0.013138348,0.023013147,0,0.265221403,0,0,0.027636769,0,0.025904922,0.015263526,0.027785969,0.080023153,0.044215556,0.338662548,0,0,0.087038767,0,0,0,0.24,0.064102548,1.06325793
TCGA-BC-A69H-01,0,0.002440023,0,0.052811016,0,0.152279919,0,0.020133066,0.045101373,0,0,0.019040923,0.006422776,0.360771137,0.043174865,0.283692586,0,0,0.014132315,0,0,0,0.08,0.150306382,1.070232921
TCGA-DD-AAVZ-01,0.104022657,0,0,0.032935509,0,0.319920873,0,0.01007023,0.005934451,0,0,0.069283884,0.025616946,0.036959631,0.031735139,0.269504142,0.012243575,0,0.078697889,0,0,0.003075072,0.9,-0.029761001,1.100398795
TCGA-DD-AAD0-01,0.066980156,0,0,0.051822161,0,0.206937281,0,0.045441028,0.030368223,0,0,0.041849214,0.0007431,0.268318069,0.097089033,0.151610346,0,0,0.038841389,0,0,0,0.24,0.067259685,1.079418128
TCGA-EP-A2KA-01,0.045246023,0,0.075565767,0.21544801,0,0.090151021,0,0.054634828,0.116330274,0,0,0.042092155,0.008824892,0.076273268,0.060446063,0.18162067,0,0,0.020857571,0,0,0.012509459,0.4,0.030783662,1.078875979
TCGA-2Y-A9HA-01,0.016682584,0,0,0,0,0.215739918,0,0,0.065903443,0,0,0.081534791,0.062595224,0.208724443,0.091842975,0.173177215,0,0,0.083799408,0,0,0,0.24,0.066423795,1.071847537
TCGA-DD-AACD-01,0.006991742,0.005134535,0.002063701,0,0,0.137923951,0,0.031522023,0.070717503,0.001869962,0.022965372,0.030742181,0.026243289,0,0.027506244,0.462901906,0,0.000596948,0.172820644,0,0,0,0.55,0.009846278,1.095455584
TCGA-DD-AAE7-01,0.039694032,0,0,0.122393316,0,0.246430426,0,0.022758412,0.001472988,0.037367181,0,0.030705946,0.001648587,0,0.117132411,0.249762129,0.015806855,0,0.114827717,0,0,0,0.81,-0.020411991,1.107058918
TCGA-EP-A3RK-11,0.016566265,0.004132542,0.051265066,0,0,0.353239822,0,0.069923475,0.033840216,0,0.059659367,0.057780101,0.111777597,0,0,0.135515848,0,0.013127391,0.06111177,0,0,0.032060541,0.56,0.007026266,1.089334058
TCGA-BC-A8YO-01,0.039985459,0,0.004777968,0.14881945,0,0.133928931,0,0.095163129,0.030677385,0,0.007194765,0.061168418,0.009348187,0.043699458,0.168339349,0.169720037,0.027486702,0,0.059690762,0,0,0,0.06,0.191979533,1.023969473
TCGA-DD-AAE2-01,0.006571299,0,0,0.235139375,0,0.12077687,0,0.052916682,0.002355098,0,0,0.031565016,0.046050202,0.07221356,0.175346564,0.132709902,0.013586832,0,0.110768599,0,0,0,0.22,0.078379407,1.078819295
TCGA-DD-AAEG-01,0.078286085,0,0.028449914,0,0.012372447,0.273467953,0,0,0,0,0.085275639,0,0,0.255790947,0.099612516,0.090299079,0,0,0.076445419,0,0,0,0.18,0.08934207,1.060725805
TCGA-XR-A8TF-01,0,0,0.020865364,0,0.009061213,0.190593344,0,0.241418115,0.004977079,0,0.147426431,0,0.065743026,0.055876248,0.007949808,0.103553775,0.00393956,0,0.148596037,0,0,0,0.84,-0.022120538,1.104399519
TCGA-CC-A5UC-01,0.101144493,0,0.034414553,0.064223807,0,0.07860664,0,0.023142126,0.07822254,0,0.002884159,0.015352962,0,0.291280322,0.06815759,0.21271308,0,0,0.029857728,0,0,0,0.22,0.079100657,1.074150413
TCGA-KR-A7K0-01,0.000802256,0.005431004,0.009996742,0,0.020229007,0.282475265,0,0.008832902,0.040997028,0,0.053482844,0.067313601,0.031357719,0.189598063,0.018047097,0.104544309,0.002687278,0,0.15907213,0,0.002630434,0.002502319,0.24,0.067843813,1.067399427
TCGA-CC-5263-01,0.000560916,0.008818278,0,0,0,0.426458052,0,0.016935887,0.052321047,0,0.047883328,0.00352566,0.074285622,0.102144821,0.003652816,0.108481158,0.120104923,0,0,0,0,0.034827493,0.72,-0.006510646,1.10168981
TCGA-K7-A5RG-01,0.030799633,0,0.081997043,0.315500487,0,0.057860521,0.03155091,0.058567801,0.078090351,0,0.001028864,0.031494204,0.023225946,0.0754003,0.06133997,0.091565976,0.003552804,0,0.058025187,0,0,0,0.05,0.209623112,1.006580074
TCGA-G3-AAV4-01,0.155964084,0,0.05053841,0,0,0.128486654,0,0.045633893,0,0.067266624,0,0.055824243,0.045629298,0,0.050932719,0.314904931,0,0.048324962,0.036494182,0,0,0,0.88,-0.027435772,1.092493685
TCGA-ED-A627-01,0.06171489,0,0.00342916,0.176267922,0,0.287380375,0,0.052004197,0,0,0,0.019684089,0.038143967,0.010234981,0.108672877,0.226864138,0,0,0,0.012936142,0,0.002667264,0.21,0.080318239,1.074064951
TCGA-2Y-A9GZ-01,0.0642349,0,0.081312638,0.030914489,0,0.041135715,0,0.072037768,0.034018749,0,0.057212145,0.014798169,0,0.083507236,0.045203574,0.446046188,0,0,0.029578429,0,0,0,0.77,-0.015179185,1.103843628
TCGA-DD-AACX-01,0.157614793,0,0.004099648,0.113067031,0,0.03709714,0,0.037269795,0.017118808,0,0,0.039952636,0.063563409,0,0.106549684,0.382679724,0,0,0.040987331,0,0,0,0.5,0.017168376,1.090854259
TCGA-DD-AAVR-01,0.035695019,0.00655369,0,0.068857442,0,0.264798533,0,0.037890106,0.113919176,0,0.030079786,0.001841403,0.02284424,0.053912911,0.03343762,0.27316671,0,0,0.048467632,0,0,0.008535732,0.2,0.084214625,1.058329075
TCGA-G3-A25T-01,0.022091844,0,0.000930108,0,0,0.21778322,0,0.004097932,0.052956704,0,0.009545819,0.082217906,0,0.360927627,0,0.197743012,0,0,0.044680663,0,0,0.007025165,0.07,0.177080823,1.046919419
TCGA-MR-A8JO-01,0.072913571,0,0,0.123825585,0,0.190757882,0,0.04683316,0.090930663,0,0.018194875,0.036323436,0.004856565,0.075414798,0.054100915,0.255596389,0,0,0.030252161,0,0,0,0.12,0.110064779,1.050032128
TCGA-DD-AAEK-01,0.030322211,0.006917226,0,0.12215971,0,0.049989847,0,0.063076437,0.049193557,0,0.044856004,0,0,0.212077348,0.173390617,0.154765041,0.009158668,0,0.084093334,0,0,0,0.08,0.132567414,1.054645707
TCGA-DD-A1EE-01,0.005035425,0,0.007102311,0,0.045177523,0.070259912,0,0.009863056,0.039452315,0,0.053963769,0.003809059,0.032828672,0.236398474,0.04844486,0.122972787,0.003356481,0,0.320924997,0,0,0.000410358,0.28,0.053847114,1.088722454
TCGA-DD-AACL-01,0.014945179,0,0.079132895,0.086364363,0,0.05247968,0,0.041334264,0.028419018,0,0,0.020345787,0.041006712,0.367901861,0.066806635,0.157458007,0,0,0.029852421,0,0,0.013953178,0.07,0.185137273,1.034786393
TCGA-KR-A7K8-01,0.009176548,0,0,0.325947247,0,0,0,0.05206919,0.085657022,0,0,0.054936176,0.061562839,0.022941538,0.074656263,0.201981499,0.00756298,0,0.103508699,0,0,0,0.49,0.02153851,1.092365549
TCGA-FV-A3I0-01,0,0,0.059909011,0,0,0.283189113,0,0.036710727,0.078958898,0,0.075411839,0,0.024725341,0.382541881,0,0.058394411,0,0,0.000158779,0,0,0,0.22,0.076489329,1.089377668
TCGA-DD-A11B-11,0.030268216,0.010880483,0.016645702,0,0,0.327983437,0,0.010227595,0,0,0.100380633,0,0.063963843,0.124282123,0.04765962,0.138116035,0.000206884,0,0.129385429,0,0,0,0.48,0.023789294,1.073794529
TCGA-DD-AADA-01,0.107050952,0,0,0.106403442,0,0.276462312,0,0.064433441,0.059655856,0.040335935,0.00509961,0,0.01770411,0.071856068,0.06657079,0.059246354,0,0,0.122376712,0,0.002804419,0,0.7,-0.003916257,1.09971937
TCGA-G3-A5SM-01,0.037233176,0,0.041405799,0.06768641,0,0.00443949,0,0.048240462,0.00830431,0.010130627,0,0,0.037897004,0.291576123,0.14064818,0.109691073,0.029146962,0,0.173180088,0,0,0.000420297,0.08,0.146686659,1.048197094
TCGA-G3-A3CH-01,0.043780396,0,0.011712429,0.126918981,0,0.189088367,0,0.086623559,0.009556835,0,0.022712122,0,0.016657653,0.07686587,0.037304978,0.153180686,0,0,0.223582823,0,0,0.002015302,0.69,-0.003400019,1.089204544
TCGA-G3-AAUZ-01,0.0423082,0,0.033806479,0.113842435,0,0.131575067,0,0.055584804,0.076406745,0,0,0.028393322,0.028713516,0,0.113989718,0.335078915,0.001485611,0,0.038815186,0,0,0,0.51,0.014016509,1.088198036
TCGA-DD-AAVV-01,0.055494145,0,0.023691318,0.071590519,0,0.09962357,0,0.028815149,0.04162094,0,0.023201175,0.012416277,0.024637031,0.216252301,0.176723994,0.10874706,0.024158322,0,0.0930282,0,0,0,0.08,0.137837523,1.047723213
TCGA-DD-A4NP-01,0.009878774,0,0.003962365,0,0.115766023,0.218097239,0,0.009832259,0.069248598,0,0.174692976,0,0.068057381,0.047760646,0.002663794,0.005314963,0.00508203,0,0.262012953,0,0,0.00763,0.75,-0.011588004,1.117341314
TCGA-ED-A66Y-01,0,0.014217621,0,0,0,0.245463544,0,0.080738205,0.036895171,0,0.006822138,0.014621612,0,0.360322753,0.022030687,0.158565366,0,0,0.060322903,0,0,0,0.21,0.081004263,1.087566367
TCGA-LG-A6GG-01,0.172897479,0,0.215477986,0,0,0.141429838,0,0.05222092,0.026538958,0,0.00081925,0.022469016,0.007490852,0,0.02856976,0.275546655,0.014059197,0,0.042480089,0,0,0,0.96,-0.041201859,1.078319422
TCGA-DD-AAE4-01,0.056126676,0,0.015491868,0.223673822,0,0.172810557,0,0.029342792,0.023616491,0,0,0.029418606,0.030122086,0.003246957,0.150802657,0.22622575,0.001756477,0,0.037365263,0,0,0,0.26,0.059820564,1.084506904
TCGA-HP-A5MZ-01,0.063052817,0,0.001597979,0.008449456,0,0.187616266,0,0.025707828,0.001700626,0.001527643,0.00439132,0.005460958,0.006506202,0.156257493,0.156981108,0.221657376,0.012172313,0,0.14352743,0,0,0.003393186,0.11,0.117226438,1.054282985
TCGA-G3-A5SI-01,0.004897706,0,0,0,0,0.201634395,0,0.036137721,0.040106371,0,0.009338443,0.03102895,0.013715588,0,0.018926741,0.549102194,0,0,0.088974523,0,0,0.006137368,0.94,-0.037933604,1.129915114
TCGA-DD-A1EI-01,0.043015727,0,0,0.028849106,0,0.243944638,0,0.00572901,0.042118266,0,0,0.054079188,0.023656781,0.097695594,0.059156185,0.306148391,0,0,0.095389436,0,0,0.000217678,0.75,-0.010787125,1.095641784
TCGA-G3-AAV1-01,0.011427962,0,0.002465031,0,0,0.435188051,0,0.004755056,0.097634896,0,0.037502885,0,0.113085118,0.110513232,0.001865911,0.169130015,0.003897399,0,0.012534444,0,0,0,0.5,0.020059943,1.095568579
TCGA-DD-A113-01,0.044545041,0,0,0.143683567,0,0.053926915,0,0.039217911,0.114521443,0,0,0.06781723,0.009224637,0.122638792,0.070361854,0.252409501,0,0,0.081653109,0,0,0,0.54,0.010637899,1.089747574
TCGA-BC-A10Y-11,0.019796659,0,0.027281102,0.0794254,0,0.131412021,0,0.005527976,0,0,0.009222148,0.079621575,0.170442239,0,0.055383277,0.389541392,0.00103117,0,0.031315043,0,0,0,0.46,0.025962836,1.090760648
TCGA-DD-AACB-01,0.005058752,0,0.04114872,0.25556285,0,0,0,0.047590227,0.041365708,0,0,0.078509704,0.056343522,0.096879819,0.110220383,0.177316371,0,0,0.090003945,0,0,0,0.24,0.063535427,1.071520745
TCGA-CC-A9FS-01,0.045063816,0,0,0.070015249,0,0.165564521,0,0.129999037,0.049574496,0,0,0.066620332,0.034879108,0,0.047947945,0.343402565,0,0,0.046932931,0,0,0,0.92,-0.034711849,1.108283039
TCGA-BC-A5W4-01,0.106860456,0,0.224717422,0.032867839,0,0.029298218,0,0.098978128,0.027014684,0,0,0.05699899,0.050981345,0.017148907,0.116549511,0.181187758,0.001649138,0.010040789,0.045706818,0,0,0,0.74,-0.010218989,1.071836546
TCGA-2Y-A9H5-01,0.041389148,0,0.000324667,0.051040042,0,0.265059765,0,0.062471124,0.093283848,0,0,0.061861966,0.024353429,0.073728826,0.063430027,0.180651506,0.001827152,0,0.080578501,0,0,0,0.76,-0.013124307,1.097767896
TCGA-BW-A5NO-01,0.081956135,0,0.084214765,0.044688695,0,0.236303005,0,0.034500779,0.02234215,0.002754599,0,0.040398722,0,0.116520994,0.059560818,0.225483116,0,0,0.051276223,0,0,0,0.53,0.011892606,1.075529517
TCGA-CC-A7IE-01,0.061176376,0,0.009482831,0.132961523,0,0,0,0.103056187,0.162425499,0,0.027117875,0.000579164,0.073522949,0.33600958,0.0404272,0.046526088,0,0,0,0.006714728,0,0,0.26,0.059026314,1.085047033
TCGA-KR-A7K2-01,0.047723083,0,0,0.069649581,0,0.397795685,0,0,0.084205577,0,0,0.055472294,0.016605192,0,0.056012445,0.244301982,0,0.001900044,0.026334116,0,0,0,0.88,-0.02635205,1.12039043
TCGA-DD-AADM-01,0.009259109,0,0.001291142,0.070564843,0,0.174183308,0,0.027565285,0.088539918,0,0,0.079823184,0.020341882,0.055053931,0.076061912,0.303298198,0.008879836,0,0.085137453,0,0,0,0.76,-0.014410624,1.100486189
TCGA-CC-5258-01,0.053087703,0,0.076649424,0.036461274,0,0.120309098,0,0.008278265,0.077271638,0,0.118096256,0,0.035923324,0.341064112,0.004877708,0.110970428,0,0,0,0.01701077,0,0,0.11,0.118364096,1.057670478
TCGA-BW-A5NQ-01,0.06309482,0,0.03683118,0.262374548,0,0.041747452,0.034025882,0.098129951,0.053246623,0,0.020341665,0,0.013950141,0,0.107094276,0.262233319,0.004474169,0,0.002455973,0,0,0,0.08,0.139506693,1.040113477
TCGA-2Y-A9GX-01,0.021926625,0,0.008946176,0.106485574,0,0.256178699,0,0,0.006521438,0,0.0502907,0,0.048255771,0.136576824,0.081840838,0.185673662,0.01917248,0,0.078131212,0,0,0,0.11,0.126392434,1.0391478
TCGA-LG-A9QC-01,0.024486541,0,0.064426682,0,0,0.248576914,0,0.02828813,0.07822439,0,0.021454391,0.05878691,0.025479851,0.065166652,0.024826483,0.270927562,0,0,0.089355493,0,0,0,0.88,-0.027406389,1.090967954
TCGA-FV-A3I1-11,0.046386596,0,0.017749303,0,0,0.320150737,0,0.04641846,0.023868709,0,0.021299414,0.065746652,0.074354758,0.054039922,0.058289762,0.139162615,0.006320286,0,0.12323354,0,0,0.002979246,0.69,-0.003407285,1.084661673
TCGA-DD-A11C-01,0.07375751,0,0,0.033777992,0,0.197221848,0,0.044737298,0.02366703,0,0,0.050712554,0.029420055,0,0.024873176,0.367939634,0,0.020049012,0.133843892,0,0,0,0.76,-0.01296972,1.090881527
TCGA-BC-A10Q-01,0.051468022,0,0,0.066698898,0,0.172625681,0,0.003641758,0.048957701,0,0.023690715,0.030164179,0.060110071,0.020013544,0.035298099,0.445709404,0.007554539,0,0.034038048,0,0,2.93E-05,0.54,0.011319759,1.09596878
TCGA-4R-AA8I-01,0.059101338,0,0.070093746,0,0,0.147019224,0,0.121738001,0,0,0,0.074272707,0.007347055,0.077891395,0.121586583,0.227132005,0,0.00744255,0.086375396,0,0,0,0.71,-0.005087298,1.087278082
TCGA-FV-A4ZQ-01,0.028612561,0,0.07219929,0.370730742,0,0,0.003250349,0.092865283,0.016263278,0,0,0.045999986,0.06280694,0.053865027,0.099468828,0.088419589,0.003514175,0,0.062003954,0,0,0,0.2,0.087008627,1.066664897
TCGA-BC-4073-01,0.071412921,0,0.0144239,0.091185422,0,0.099627972,0.024966873,0.064678371,0.068111855,0,0,0.000766197,0.004204743,0.183226927,0.074841427,0.211280573,0.007430825,0,0.017955286,0,0,0.065886708,0.07,0.186475745,1.015706087
TCGA-DD-AADQ-01,0.017383445,0,0.000694092,0.226264887,0,0.02159565,0.007507487,0.127369101,0.095425343,0,0.037181426,0.053758495,0.041133495,0.14244758,0.024710384,0.069450466,0,0,0.13507815,0,0,0,0.79,-0.017408852,1.108520665
TCGA-DD-A1EA-01,0.060361516,0,0.02826222,0.069126465,0,0.106163368,0.000573635,0.065232153,0.002630815,0,0,0.011763394,0.019242668,0.154696319,0.163923282,0.09678502,0.010971767,0,0.210267375,0,0,0,0.2,0.086201873,1.064100519
TCGA-WQ-AB4B-01,0.006767289,0,0,0,0,0.211691998,0,0.020509285,0.112359061,0.039730341,0.058609253,0,0.013988569,0.21985093,0.03521158,0.157177521,0.003381679,0,0.120722495,0,0,0,0.49,0.020597734,1.086168143
TCGA-RC-A7SH-01,0,0.005827727,0,0.041039586,0,0.231257745,0,0.059689738,0.15030162,0,0.191715094,0,0.080855051,0.137177294,0.011750094,0,0,0,0.090386052,0,0,0,0.64,-0.000440239,1.113599087
TCGA-BC-A10T-01,0.076310736,0,0,0.088114467,0,0.178442278,0,0.005213919,0.01470042,0,0,0.056106392,0.009195131,0.018659746,0.0645161,0.318427386,0.004561712,0,0.165751713,0,0,0,0.72,-0.007289087,1.090774232
TCGA-DD-A11A-11,0.054756817,0,0,0.082120179,0,0.085194559,0,0.016365807,0.009153474,0,0.034469064,0.0197639,0.108093446,0.064498972,0.029528406,0.461175705,0,0,0.030211184,0,0.001703019,0.002965467,0.31,0.048415892,1.089135811
TCGA-DD-A39W-01,0.082953964,0,0.01437965,0.063025949,0,0.075986803,0,0,0.063363563,0,0.095806405,0,0.086209309,0.028648588,0.129939394,0.283801516,0,0.006304309,0.069580552,0,0,0,0.44,0.028030162,1.081113224
TCGA-RC-A6M5-01,0.079968176,0,0.096449815,0.020532041,0,0.253948464,0,0,0.121229861,0,0.006999032,0.042220358,0.019646675,0,0.043742315,0.237569004,0,0,0.07769426,0,0,0,0.73,-0.009281931,1.078824996
