Mixture,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Correlation,RMSE
TCGA-UB-A7MD-01,0,0.004042891,0.004376363,0,0,0.345178183,0,0.066152656,0.053593815,0,0.089140925,0.021686927,0.069924868,0.119036847,0.019528629,0.181924637,0.002746275,0,0.014212276,0,0.008454708,0,0.31,0.048640273,1.079924498
TCGA-2Y-A9H6-01,0.033760925,0,0,0.064888943,0,0.247379079,0,0.013460193,0.120014051,0,0.034901784,0.038022933,0.049564659,0.015125842,0.020134463,0.297927221,0.013428624,0.004361949,0.047029333,0,0,0,0.6,0.00262786,1.092283003
TCGA-5C-A9VG-01,0.122744183,0,0,0.027833219,0,0.118097671,0,0.039479259,0,0,0,0.034274387,0.00190425,0.098933709,0.023962828,0.283941522,0,0,0.248828972,0,0,0,0.62,0.001111053,1.092532432
TCGA-CC-5264-01,0.047295953,0,0.030267198,0.117682106,0,0.072689022,0,0.12234585,0.09248813,0,0,0.048430748,0.013315626,0.079053995,0.040646738,0.231220104,0,0,0.10456453,0,0,0,0.96,-0.042062525,1.09881489
TCGA-DD-A4NS-01,0.026233329,0,0.01034454,0.12224755,0,0.135828947,0,0.035673486,0.045595428,0,0,0.055739062,0.092923874,0.058016966,0.082660635,0.143226491,0.009042086,0,0.182467606,0,0,0,0.35,0.038089309,1.069174042
TCGA-QA-A7B7-01,0.059681753,0,0,0.037514275,0,0.106059619,0,0.222856668,0.087026445,0,0.127831151,0.016963928,0,0.034072958,0.025557424,0.141849912,0.006298803,0.010543985,0.079096353,0,0,0.044646729,0.57,0.005812925,1.093974019
TCGA-DD-AAEB-01,0.015028679,0,0.0043602,0.09102948,0,0.040099912,0,0.037416726,0.04957805,0.000590256,0.204359973,0,0.067672384,0.187628707,0.00105936,0.14663836,0,0,0.154537912,0,0,0,0.34,0.041111905,1.086253061
TCGA-DD-A3A6-01,0.045116885,0,0,0.073146817,0,0.14660165,0,0.080848697,0.108707423,0,0.051724131,0.112310762,0.027026925,0,0.014097779,0.260036783,0,0,0.080382147,0,0,0,0.21,0.08183305,1.069656541
TCGA-UB-A7MF-01,0.056499923,0,0.015967368,0.263428516,0,0.058557029,0,0.032358771,0.042216043,0,0.049289204,0,0.043585862,0,0.222820278,0.139065783,0,0,0.076211224,0,0,0,0.03,0.259163561,1.003778725
TCGA-DD-AACW-01,0.00142282,0.005450127,0,0.08068286,0,0.279681174,0,0.006166665,0.066606281,0,0,0.065363266,0.038902618,0,0.034969225,0.342067725,0.003182242,0,0.075504998,0,0,0,0.92,-0.036176933,1.112250461
TCGA-G3-A7M6-01,0.019146837,0.044631428,0,0,0,0.371707365,0,0.055681033,0.047694012,0,0.08849315,0,0.053814922,0.107842792,0.042124919,0.056262845,0.005463416,0,0.097692953,0,0,0.009444328,0.38,0.031922466,1.078823823
TCGA-GJ-A6C0-01,0.038077303,0,0,0.028952139,0,0.061773415,0.001061262,0.018136188,0.050206879,0,0.031232571,0,0,0.541219641,0.062530316,0.106824429,0,0,0.007440497,0,0,0.05254536,0.05,0.208089183,1.068079733
TCGA-DD-A3A3-01,0.00480692,0.00776061,0.024086981,0,0.019098518,0.145457473,0,0.001061928,0.084511285,0,0.130283244,0,0.043308989,0.251897271,0.013767943,0.044110833,0.005040985,0,0.224807018,0,0,0,0.12,0.109719228,1.05060607
TCGA-DD-A116-11,0.044094185,0,0.004185148,0.1001446,0,0.221543795,0,0.025184456,0.050129459,0,0.039269442,0,0.032625763,0,0.13058442,0.314866485,0.000905801,0,0.036466446,0,0,0,0.51,0.014409047,1.094985016
TCGA-WX-AA44-01,0.093750799,0,0,0.038485814,0,0.290380129,0,0.008396981,0.040660047,0,0.010229593,0.015027269,0.011680832,0.078618707,0.158344893,0.208383612,0,0,0.046041325,0,0,0,0.55,0.0101405,1.100398185
TCGA-MR-A520-01,0.109225051,0,0,0.112804831,0,0.149448102,0,0,0.071628068,0,0.061822311,0.010578538,0.007811571,0.05647303,0.045321878,0.316175877,0,0,0.058710744,0,0,0,0.85,-0.023099276,1.098654594
TCGA-EP-A12J-11,0.051296862,0,0.036039545,0.059563973,0,0.285356927,0,0.051175138,0.025662073,0,0,0.032692706,0.038277034,0,0.138241716,0.217157532,0,0,0.064536494,0,0,0,0.51,0.014891718,1.089497595
TCGA-DD-AADK-01,0.096797585,0,0,0.011231172,0,0.17567841,0,0.057960114,0.143969274,0,0.039588607,0.028609489,0.036939271,0.107877357,0.083532173,0.088327991,0.015730217,0,0.11375834,0,0,0,0.32,0.044342373,1.065600481
TCGA-DD-A73D-01,0.022740652,0,0.006719152,0.043530503,0,0.344140566,0,0.051492073,0.00409067,0,0,0.073045153,0.070188509,0.099678579,0.038872504,0.035221383,0,0,0.210280257,0,0,0,0.6,0.003098951,1.095844315
TCGA-BW-A5NP-01,0.023696459,0,0.023225267,0,0,0.18604055,0,0.087121551,0.053004377,0,0,0.076625817,0.07097797,0.059183905,0.125229171,0.174778165,0.012049096,0,0.108067671,0,0,0,0.87,-0.025240007,1.097553266
TCGA-DD-A4NN-01,0.004832905,0,0.012392778,0,0,0.362047223,0,0.02381357,0.003862043,0,0.040922661,0.016712559,0.042784102,0.195696722,0.004556864,0.154766765,0.021133273,0,0.115965714,0,0.00051282,0,0.5,0.019452144,1.086606914
TCGA-ZP-A9CZ-01,0.062113674,0,0.050846852,0.107994779,0,0.200387005,0,0.078430964,0.049278168,0,0.03947637,0,0.029378337,0.033118711,0.078431656,0.249352025,0.006664912,0,0.014526547,0,0,0,0.23,0.074139785,1.057972488
TCGA-CC-A8HS-01,0.080201346,0,0.017211402,0,0,0.190849473,0,0.066242258,0.081483438,0,0,0.063046056,0,0.29091959,0.022879426,0.171905351,0,0,0.01526166,0,0,0,0.51,0.013283823,1.103713965
TCGA-G3-A6UC-01,0.090190802,0,0,0.008202223,0.013290832,0,0,0.025422579,0.026995754,0,0.1009187,0.062021703,0.071160473,7.71E-05,0.03306641,0.394764669,0,0,0.173888737,0,0,0,0.93,-0.03669052,1.114909546
TCGA-CC-A7IH-01,0.141845021,0,0,0.101756127,0,0,0,0.071135992,0,0,0.021453414,0.079339662,0.025398336,0,0.049073528,0.241240245,0,0,0.268757675,0,0,0,0.92,-0.035088479,1.108786591
TCGA-BC-A69I-01,0.007364634,0,0.005517881,0,0.013725691,0.244926801,0,0.047086317,0.060035883,0,0.111645204,0.051932964,0.207663015,0.065336564,0.028154802,0.049324821,0,0,0.099941467,0,0.007343955,0,0.59,0.0044609,1.092584245
TCGA-K7-A6G5-01,0.04119445,0,0.014002641,0.126189245,0,0.065026908,0,0.049038022,0.092520874,0,0,0.053955124,0.026805772,0.048413164,0.143055337,0.297630536,0,0,0.042147004,0,0,2.09E-05,0.47,0.024999633,1.092595246
TCGA-BC-A10U-01,0.114908637,0,0,0.053168723,0,0.088491032,0,0.033520683,0.030684,0.041000165,0,0,0,0.093880326,0.016047792,0.489026574,0,0,0.036420162,0,0,0.002851907,0.35,0.038109696,1.096392546
TCGA-DD-A4NG-01,0,0,0,0,0,0.324237209,0,0.062153972,0.060463213,0,0,0.071900065,0.016201568,0.171367328,0.079884741,0.167572587,0.002684714,0,0.043534604,0,0,0,0.24,0.064590217,1.075980861
TCGA-BD-A2L6-11,0.031494227,0,0,0.084846942,0,0.252841173,0,0.018850715,0.005912582,0,0.021127075,0.005708344,0.0472956,0.100927326,0.118670108,0.280538384,0.01029602,0,0.021491505,0,0,0,0.04,0.232212293,0.999859026
TCGA-UB-A7MC-01,0.033800983,0,0.007078687,0,0,0.283273781,0,0.0335805,0.000208021,0,0.030143968,0.045927666,0.094465074,0.093467895,0.067674712,0.093400991,0.003174519,0,0.213803202,0,0,0,0.55,0.008101647,1.081723373
TCGA-UB-AA0U-01,0.008452072,0,0.005544429,0,0,0.212822693,0,0.021997327,0.078409972,0,0.039937648,0.011646223,0.134934353,0,0.068833959,0.270567519,0.029147746,0,0.117095967,0,0,0.000610093,0.51,0.014425042,1.075491031
TCGA-DD-A4NB-01,0.023140628,0,0,0.099052056,0,0.30108245,0,0.019977697,0.02630315,0,0,0.066172197,0.009733582,0.031000191,0.057300355,0.351521553,0.001727639,0,0,0.012988501,0,0,0.51,0.015568769,1.10203981
TCGA-ED-A8O6-01,0.001144216,0.004385124,0,0,0,0.203636463,0,0.048733931,0.179740275,0,0.107419017,0,0.02799893,0.204618444,0.015716718,0.099127656,0.003393227,0,0.104085998,0,0,0,0.24,0.063542006,1.069490214
TCGA-DD-AACQ-01,0.135666096,0,0.327205679,0.056452257,0,0,0,0.074790081,0.023556526,0,0.013139945,0.042625468,0,0.012211454,0.169245076,0.117103422,0,0,0.020819615,0,0,0.007184381,0.56,0.006502215,1.081161155
TCGA-G3-AAV6-01,0.004143483,0.010913623,0.003718856,0.057726193,0,0.169121337,0,0.028982526,0.122754746,0,0.097178915,0.001453368,0.037482779,0.395697975,0.003287296,0.009342381,0,0,0.058196521,0,0,0,0.35,0.039294055,1.106516756
TCGA-DD-A3A4-01,0.12469627,0,0.37949406,0,0.041659463,0,0,8.57E-05,0.007505201,0,0.042719653,0.040629888,0.023697758,0,0.025968853,0.278604809,0,0,0.028508867,0,0,0.006429438,0.61,0.001230685,1.059421426
TCGA-DD-A1EK-01,0,0.003973252,0.007240844,0,0,0.315568793,0,0.010285858,0.042821892,0,0.020998858,0.049192805,0,0.248431602,0.00134811,0.097462188,0,0,0.164824177,0,0,0.037851619,0.13,0.101827844,1.058862489
TCGA-DD-A114-11,0.091043761,0,0.011722255,0.128001858,0,0.198115952,0,0.036431788,0.007320199,0,0.052824838,0,0.027067104,0,0.153610299,0.261017244,0,0,0.021200382,0,0,0.01164432,0.24,0.066006544,1.076818616
TCGA-FV-A3R2-01,0.077670242,0,0,0.054945966,0,0.22751676,0,0.032983651,0.029370791,0,0.056477384,0,0,0.053132542,0.096525724,0.349869947,0,0,0.011171593,0,0,0.010335399,0.84,-0.022919475,1.109029386
TCGA-DD-A39Z-11,0.042600738,0,0,0.118012793,0,0.107488727,0,0.087837849,0.02848929,0,0.061998081,0.069628525,0.045402961,0,0.040582853,0.322334971,0,0,0.075623212,0,0,0,0.92,-0.035190029,1.110170856
TCGA-BC-A10Z-01,0.204243584,0,0.148022928,0,0,0,0,0.099057867,0.020768194,0,0,0.04259956,0.009510512,0,0,0.298974483,0,0.133595588,0.038286646,0,0,0.004940638,0.99,-0.054507868,1.093140521
TCGA-WJ-A86L-01,0.088517275,0,0.05904172,0.020640665,0,0.146201094,0,0.130638911,0.054501587,0,0,0.093243393,0,0.122971621,0.061834308,0.157660416,0,0.004242399,0.055608337,0,0,0.004898275,0.51,0.015620252,1.07812639
TCGA-G3-A25Y-01,0.028616562,0,0,0,0,0.265339285,0,0.024305663,0.134178255,0,0.038148758,0.015831248,0.040217564,0.047609856,0.08399838,0.160867788,0.005615646,0,0.154061135,0,0,0.001209859,0.37,0.03241561,1.07258183
TCGA-ED-A82E-01,0.045453661,0,0,0.029362887,0,0.237129991,0,0.013582617,0.113263661,0,0,0.099500674,0.06561645,0,0.005770065,0.343396512,0,0.006397846,0.036913325,0,0,0.003612311,0.07,0.175898861,1.023295778
TCGA-DD-AACU-01,0.005674022,0.015175728,0,0,0.015043134,0.206577546,0,0,0.052096914,0,0.031794203,0.036020416,0.035246786,0.195531162,0.099113131,0.07286676,0.022747776,0,0.211953073,0,0,0.000159348,0.48,0.023035613,1.084471359
TCGA-DD-A4NJ-01,0.086608462,0,0,0.017242084,0,0.197140761,0,0.000645166,0.021898173,0,0.027313716,0,0.021822312,0.007959756,0.106374025,0.38968697,0.077351235,0,0.041052172,0,0,0.004905167,0.24,0.067309796,1.069159147
TCGA-2Y-A9H1-01,0,0,0.045594467,0.144241545,0,0.196336681,0,0.048903775,0.083801082,0,0.007428094,0.064855923,0.018230622,0.125742938,0.033040403,0.207861429,0,0,0.02396304,0,0,0,0.5,0.018396215,1.092194666
TCGA-BC-A10X-11,0.002734521,0,0.050031523,0,0,0.371838291,0,0.031688307,0.005284862,0.014938521,0,0.052976077,0.038007284,0.028248971,0.029122323,0.214024027,0,0,0.142875278,0,0,0.018230015,0.72,-0.008422617,1.0872761
TCGA-FV-A496-01,0.010422355,0.001183316,0.057224979,0.120301357,0,0.128209003,0.04645437,0.010493025,0.054528267,0,0.071275486,0.021992095,0.077190643,0.117364943,0.057426541,0.039335499,0.007900521,0,0.157664517,0,0.000717292,0.02031579,0.35,0.038391758,1.064511557
TCGA-DD-A4ND-01,0.018512896,0,0.038383155,0.220441959,0,0.095323349,0,0.081472819,0.006231025,0,0.027733876,0.001443973,0.04910148,0.08856141,0.069926635,0.192654435,0,0,0.104027726,0,0,0.00618526,0.49,0.021038743,1.07673544
TCGA-DD-A11D-11,0.027707303,0.025203813,0,0.165218641,0,0.127586871,0,0.051511914,0.00445135,0,0,0.061918011,0.102085896,0.084046142,0.119057725,0.146759047,0,0.018808008,0.065645276,0,0,0,0.32,0.046440076,1.076661833
TCGA-DD-A1EF-01,0.133058834,0,0,0.083012429,0,0.206600511,0,0.042837497,0.085791898,0,0.039071032,0,0,0.186450572,0.07067593,0.133942903,0,0,0.018558394,0,0,0,0.37,0.032492683,1.083903407
TCGA-DD-A118-11,0.000348469,0.00792515,0.010594161,0,0,0.268322539,0,0,0.003842383,0,0.107928732,0.011749678,0.077638904,0,0.026198187,0.362132889,0,0,0.071945521,0,0,0.051373387,0.5,0.017017251,1.086337753
TCGA-DD-AAEH-01,0.005400663,0,0,0.410291375,0,0.113221075,0,0.062145128,0.072184926,0.00144493,0,0.087667351,0.024653431,0.023314965,0.053571267,0.056988876,0.011231224,0,0.077884789,0,0,0,0.39,0.030974033,1.135000763
TCGA-2Y-A9H2-01,0.030832568,0,0,0.066990315,0,0.117273803,0,0.047122801,0.073512603,0,0.008396053,0.028727795,0.02818573,0.202826604,0.097678287,0.239086286,0.00201008,0.03148547,0.017469286,0,0,0.00840232,0.13,0.09905151,1.06348548
TCGA-2Y-A9GW-01,0.013021384,0.000321484,0,0.011012245,0,0.158252253,0,0,0.038176222,0,0.020281131,0,0.009778511,0.494300795,0.067966863,0.140233858,0.020715438,0,0.025939817,0,0,0,0.01,0.295079614,1.005146555
TCGA-ZS-A9CE-01,0.128146264,0,0.150735017,0,0,0.238753978,0,0.000739191,0.035524491,0,0.047139406,0.035231171,0.009773358,0.030031692,0.133852116,0.057766056,0,0,0.132307258,0,0,0,0.81,-0.020708426,1.089274452
TCGA-DD-A4NQ-01,0.072359228,0,0.122368016,0.019360882,0,0.102436661,0,0.008069386,0.042476751,0,0.026562232,0.00534318,0.048507158,0.12341432,0.07121659,0.319144034,0,0,0.002834658,0,0,0.035906904,0.35,0.039496939,1.072596775
TCGA-5C-AAPD-01,0.008557553,0,0.138711255,0.160155845,0,0.011076225,0,0.098384555,0.051497147,0,0.006417045,0.008072009,0.012382174,0.156945211,0.127698687,0.19456835,0,0,0.025533942,0,0,0,0.01,0.2967805,0.964137808
TCGA-DD-AAVW-01,0.049535479,0,0,0.033708047,0,0.399908122,0,0.012767126,0.068930558,0,0,0.052358827,0.034639256,0.041471828,0.021978116,0.231615229,0.017491756,0,0.035595657,0,0,0,0.56,0.007291374,1.097161287
TCGA-EP-A2KC-01,0.002248618,0.012159343,0,0,0.01602984,0.198397119,0,0.052981353,0.082366824,0,0.059711619,0,0.054645923,0.25476741,0.083525378,0.119514662,0.010323105,0,0.053328804,0,0,0,0.11,0.11722881,1.04935753
TCGA-MI-A75E-01,0.012274765,0.00279539,0.019354495,0.056840147,0,0.264235194,0,0.023004692,0.075926025,0.018324555,0,0.04042609,0.050774512,0.12620056,0.050084105,0.162202812,0.010798686,0,0.086757972,0,0,0,0.27,0.056747144,1.064456895
TCGA-DD-A116-01,0.044977438,0,0.036208382,0.085368638,0,0.08168447,0,0,0.04142931,0,0.026974978,0.038750877,0.036831993,0.035193916,0.04101861,0.352034658,0,0,0.17952673,0,0,0,0.51,0.013603289,1.080631619
TCGA-GJ-A9DB-01,0.070556087,0,0.01259608,0.026186592,0,0.122021244,0,0.034642101,0.057964638,0,0.02103583,0.00100025,0.005466699,0.104271049,0.080578144,0.39429297,0.008603505,0,0.059003524,0,0,0.001781287,0.36,0.036542554,1.084456183
TCGA-CC-A7IL-01,0.008658435,0,0.068383516,0.019833792,0,0.025807081,0,0.129089364,0.009051738,0,0,0.096679422,0.029040618,0.170000429,0.154944218,0.192088744,0.003340468,0,0.093082175,0,0,0,0.21,0.081052652,1.069801264
TCGA-DD-AACC-01,0.051111959,0.004876237,0.006727838,0.377949815,0,0.094615078,0,0.067477624,0.034883281,0,0,0.024083609,0.037946121,0.00584745,0.06142002,0.233060968,0,0,0,0,0,0,0.06,0.195387847,1.027919679
TCGA-FV-A3R3-01,0.026269491,0,0,0.055267177,0,0.332563,0,0,0,0,0.019266301,0.037836983,0.028683845,0.05454527,0.02471255,0.367216357,0,0,0.053639025,0,0,0,0.57,0.005476595,1.098037508
TCGA-HP-A5N0-01,0.013039748,0.000928927,0.011523027,0,0,0.222435354,0,0.050625584,0.015590154,0,0.012086276,0.107986906,0.095316784,0.105935749,0.029249422,0.056685431,0.003111993,0,0.27312634,0,0.002358304,0,0.6,0.002935917,1.095849549
TCGA-K7-A5RF-01,0.008054104,0.033286478,0,0.039281051,0,0.165183218,0,0.059269029,0.005379997,0,0,0.039051979,0.070086479,0.145805637,0.127401835,0.191284555,0,0,0.115915638,0,0,0,0.27,0.056222923,1.070738303
TCGA-ED-A7PZ-01,0.011421253,0.000540018,0.003686497,0.125427249,0,0.232871053,0,0.020361666,0.130038024,0,0.010762049,0.042292126,0.10773199,0.269835096,0.002144524,0.014288247,0.001277987,0,0.018578082,0,0,0.008744138,0.51,0.016312502,1.106878733
TCGA-YA-A8S7-01,0.001769205,0,0,0.075319378,0,0.151002591,0,0.010986269,0.035388064,0,0.02833367,0.014793417,0.048674106,0,0.014526768,0.522390283,0,0,0.085516953,0,0,0.011299295,0.24,0.066784003,1.080454883
TCGA-DD-A39X-01,0.002230188,0.01211192,0,0,0.031130234,0.109738073,0,0.015343644,0.09110757,0,0.089743019,0,0.047092397,0.231013848,0.027636467,0.324739831,0,0,0,0.018112809,0,0,0.4,0.029960601,1.103859299
TCGA-DD-AACF-01,0.014141158,0,0,0.086100436,0,0.083289572,0,0.102857026,0.007607851,0,0.033629947,0.047031874,0.086599558,0.035547382,0.024325047,0.316891385,0.002153285,0,0.150926152,0,0,0.008899326,0.66,-0.002315169,1.088128447
TCGA-DD-A1EC-01,0.054924978,0,0.039564866,0.139546527,0,0.162803649,0.012181346,0.049919221,0.044356897,0.012690187,0.010020449,0.062318779,0.006950915,0.135947432,0.120861434,0.08556971,0.009628324,0,0.052715288,0,0,0,0.03,0.248927017,0.990609907
TCGA-DD-AAE0-01,0.047872475,0,0.008806428,0.078007561,0,0.128637985,0,0.028913389,0.030006192,0,0,0.028996069,0,0.414073545,0.042205455,0.165570687,0,0,0.026910212,0,0,0,0.12,0.103159789,1.089385168
TCGA-G3-AAV0-01,0.054619141,0,0.006693568,0.208941869,0,0.054157159,0,0.153561161,0.030345552,0,0.005809619,0.079725832,0.046228508,0,0.081341399,0.236633473,0,0,0.041942718,0,0,0,0.97,-0.043119323,1.120151166
TCGA-XR-A8TD-01,0.018398684,0,0.021234054,0.2089473,0,0.08764056,0.021022266,0.065231833,0,0,0.03949771,0.009406482,0.017118078,0.188388177,0.075517603,0.221972433,0,0,0.018399513,0,0,0.007225307,0.03,0.242012902,0.995466639
TCGA-DD-A1EE-11,0.015017991,0.035270401,0,0,0,0.261024987,0,0.044948388,0.015651053,0,0,0.071277217,0.048515557,0.070531382,0.124805622,0.167589261,0.006365769,0,0.139002372,0,0,0,0.49,0.021993968,1.081729404
TCGA-CC-A5UE-01,0.031897206,0,0.016732411,0.065726244,0,0.174504652,0,0.017532155,0.053394372,0,0.007900525,0.015186942,0,0.275580997,0.029539403,0.301870424,0,0,0.009040317,0,0,0.001094352,0.51,0.016334781,1.114840653
TCGA-DD-AACJ-01,0.002389924,0.005445855,0.010735674,0.058685353,0,0.143222038,0,0.004733956,0.033240509,0,0.041690046,0.017903524,0.105310118,0.250058908,0.001292097,0.07771654,0.008713932,0,0.223518332,0,0.015343194,0,0.11,0.11932083,1.047280243
TCGA-G3-AAV5-01,0.203536336,0,0,0.073787973,0,0.064407532,0,0.014527885,0.075754019,0,0,0.042526991,0.010204426,0,0.022631777,0.438950805,0,0,0.053672258,0,0,0,0.93,-0.036722055,1.112732672
TCGA-DD-A1EB-11,0.004081737,0,0.021129643,0.1345531,0,0.041051383,0,0.018050613,0,0,0.004140479,0.034491714,0.095666632,0.047458854,0.131048765,0.238881033,0.018893635,0,0.20082947,0,0.00972294,0,0.59,0.005044511,1.094093852
TCGA-BC-A10W-11,0.078580455,0,0,0.150705784,0,0.142263447,0,0.020950782,0.064719999,0,0.049710997,0.017115502,0.056471125,0,0.060556393,0.348141089,0,0,0,0,0,0.010784427,0.71,-0.004477348,1.099798158
TCGA-DD-AAVS-01,0.007465656,0.010578316,0,0,0,0.351479954,0,0.002654142,0.130090675,0,0,0.127795483,0.088760087,0.143300592,0.032484208,0.058124482,0,0,0.047266405,0,0,0,0.51,0.015179062,1.102972901
TCGA-DD-A11B-01,0.019988967,0,0.040774102,0.014210993,0,0.242386804,0,0,0,0,0,0,0.041461839,0,0.059239678,0.439079188,0,0.026460951,0.099317735,0,0,0.017079744,0.9,-0.030637091,1.10667839
TCGA-MI-A75C-01,0.036670223,0,0,0.115381716,0,0.132199904,0,0.03729508,0.220624526,0.022798404,0,0.065942873,0.012039051,0.086842494,0.084753946,0.169425226,0,0,0.014363999,0,0,0.001662558,0.77,-0.015333183,1.115722464
TCGA-ED-A8O5-01,0.095411895,0,0,0.127014479,0,0.227230127,0,0.062863268,0.022614379,0,0.052255451,0.056285909,0.036275476,0.042302719,0.060782574,0.164122551,0,0,0.052841172,0,0,0,0.91,-0.032492571,1.112728058
TCGA-BC-4072-01,0.006898772,0,0,0,0,0.233763044,0,0.153262959,0.026435611,0,0,0.012092484,0.011398891,0.10062163,0.112995755,0.224551758,0.033625774,0,0.084353323,0,0,0,0.11,0.121123997,1.043402373
TCGA-DD-AAW3-01,0.030069627,0,0.011158512,0,0.059357567,0.24396274,0,0.001376712,0,0,0.031208377,0.092846157,0.090895929,0.12883779,0.000447603,0.033938145,0,0.001908071,0.252249497,0,0.003575517,0.018167757,0.52,0.012245121,1.093017762
TCGA-G3-A5SK-01,0.064467202,0,0,0.124565914,0,0.068386141,0,0.065285772,0.003971636,0.008418933,0.140030516,0,0.00818251,0.028521393,0.094825066,0.373525823,0,0,0.019819095,0,0,0,0.64,-0.001155686,1.107422097
TCGA-BC-A110-01,0.012086635,0,0.001527397,0,0,0.32507912,0,0.002260188,0.036185157,0,0,0.05075511,0.106230727,0.078572078,0.104344804,0.115874408,0.01042491,0,0.126430418,0,0,0.030229047,0.34,0.040881365,1.072006895
TCGA-DD-A3A7-01,0.050641342,0,0.024774151,0.38371157,0,0,0.00608978,0,0.01018412,0,0.024241822,0,0.032622456,0.377279748,0.067937898,0,0,0.005535972,0.00878608,0,0.008195061,0,0.22,0.077609238,1.098336935
TCGA-BC-A10R-11,0.007947317,0,0.028697443,0,0,0.341669522,0,0,0,0,0.112588401,0.034177262,0.133806137,0,0.030005295,0.302083072,0.000150087,0,0,0,0,0.008875464,0.6,0.00227681,1.099102912
TCGA-DD-A1EI-11,0.090695261,0,0,0.072360515,0,0.176991379,0,0,0.023584901,0,0.051863999,0,0.057889463,0,0.082775361,0.407590204,0,0,0.028553138,0,0,0.007695779,0.71,-0.005689669,1.099178637
TCGA-DD-AACN-01,0.140413821,0,0.001791989,0.097667625,0,0.224170311,0,0.03452906,0.026976852,0,0,0.021263696,0.016343324,0,0.145084786,0.256709445,0,0,0.035049089,0,0,0,0.72,-0.007229416,1.105933331
TCGA-DD-AAD5-01,0.002659788,0.001513468,0.012394298,0,0.002226127,0.130093606,0,0.002566104,0.03761203,0,0.046638174,0.052689112,0.049791358,0,0.003986833,0.469649411,0,0,0.188179691,0,0,0,0.23,0.073568583,1.073668258
TCGA-CC-A3MC-01,0.156268642,0,0.025435114,0.013555299,0,0.106892472,0,0.036777064,0.053668777,0,0,0.044920753,0,0.172372099,0.063936598,0.290252838,0,0,0.033428287,0,0,0.002492057,0.27,0.056360556,1.07271885
TCGA-DD-A113-11,0.000721817,0.008470351,0.004034024,0,0,0.199519993,0,0.014177969,0.021773326,0,0.082005086,0.081905328,0.120431913,0.086806313,0.050812757,0.122671111,0,0,0.19442621,0,0,0.0122438,0.74,-0.009648324,1.096061842
TCGA-DD-A1EJ-11,0,0.012376456,0.023815433,0,0,0.244396639,0,0.020811107,0.003867772,0,0.096696532,0.0432395,0.245809129,0,0.022569288,0.251562927,0,0,0.034855218,0,0,0,0.71,-0.006055459,1.098135996
TCGA-DD-A73A-01,0.018301097,0,0,0.127918596,0,0.321772542,0,0.032543211,0.03613354,0,0,0.063770026,0.009924541,0.054233831,0.030064184,0.263816205,0.003123026,0,0.037352995,0,0,0.001046206,0.7,-0.003687204,1.109258532
TCGA-DD-AADI-01,0.007078052,0.009418532,0,0.146788351,0,0.326811389,0,0.009270413,0.086133132,0,0,0.042729901,0.029615111,0.051294476,0.075897035,0.171684826,0.011222252,0,0.03205653,0,0,0,0.26,0.059895162,1.083288663
TCGA-CC-A7IG-01,0.002114715,0.00572322,7.71E-05,0,0.043473555,0.148351564,0,0.001556713,0.132448592,0,0,0.118540101,0.035061372,0.322203063,0.013568346,0.052535143,0.02089611,0,0.097764157,0,0.005686282,0,0.12,0.109671847,1.064192325
TCGA-G3-AAV3-01,0.004327712,0.007228133,0.020900294,0.261597077,0,0.037815565,0,0.055559613,0.10080804,0,0,0.045893037,0,0.233886782,0.083301375,0.08119269,0,0,0.067489682,0,0,0,0.11,0.120768811,1.055266662
TCGA-MI-A75H-01,0.010929974,0,0,0,0,0.061575808,0,0.021715665,0.005048989,0.115711518,0,0.046544553,0.138473396,0.058665955,0.214827968,0.152859146,0.016867604,0,0.156779424,0,0,0,0.08,0.13770162,1.062320606
TCGA-DD-A73E-01,0.21317,0,0.006145311,0.014253107,0.069977125,0.022282146,0,0.008327233,0,0,0.024272515,0.044455674,0.038275318,0.043221326,0.007567533,0.113626206,0,0.027529615,0.366896891,0,0,0,0.74,-0.00979817,1.113348479
TCGA-2Y-A9H7-01,0.016242652,0.004673423,0.007478781,0.075939766,0,0.460762984,0,0,0.012296353,0,0.026388333,0.019159626,0.080799306,0,0.030770156,0.219726923,0.022754253,0.006736851,0.015274222,0,0,0.000996373,0.8,-0.019326174,1.11473057
TCGA-CC-A8HV-01,0.070157156,0,0.316759495,0.046187125,0,0.114391076,0,0.071059139,0.034790304,0,0,0.104139145,0.004216299,0.106753323,0.016405284,0.055789344,0,0,0.059352311,0,0,0,0.51,0.014063619,1.059611193
TCGA-DD-AADJ-01,0.076830679,0,0,0.063441776,0,0.311134532,0,0,0.046037386,0,0,0.090911429,0.043033325,0.006286866,0.053590716,0.184755911,0.050477131,0,0.073096943,0,0,0.000403306,0.91,-0.031867746,1.104973292
TCGA-DD-AAD6-01,0.011989742,0,0,0,0,0.349572164,0,0,0.050138468,0,0,0.024210628,0.043675587,0.186930512,0.00867512,0.28736877,0,0.007140847,0.030298163,0,0,0,0.47,0.024961679,1.097584175
