,X,Y
8736,63216,26480
8737,63728,26480
8738,64240,26480
8739,64752,26480
8740,65776,26480
8741,66032,26480
8742,66288,26480
8743,67056,26480
8744,67568,26480
8745,67824,26480
8746,68336,26480
8747,68592,26480
8748,68848,26480
8749,69104,26480
8750,69360,26480
8751,69872,26480
8752,70128,26480
8753,70384,26480
8754,70640,26480
8755,70896,26480
8756,71408,26480
8757,72176,26480
8758,72688,26480
8759,72944,26480
8760,73456,26480
8761,73712,26480
8762,74224,26480
8763,74480,26480
8764,74992,26480
8765,75504,26480
8766,75760,26480
8767,76016,26480
8768,76272,26480
8769,77552,26480
8770,77808,26480
8771,78064,26480
8772,78320,26480
8773,78576,26480
8774,79600,26480
8775,79856,26480
8776,80112,26480
8777,80624,26480
8778,81136,26480
8779,81392,26480
8780,81648,26480
8781,82416,26480
8782,83440,26480
8783,83696,26480
8784,83952,26480
8785,84208,26480
8786,85232,26480
8787,85744,26480
8788,86000,26480
8789,86512,26480
8790,86768,26480
8791,5872,26736
8792,6128,26736
8793,6384,26736
8794,6640,26736
8795,6896,26736
8796,7408,26736
8797,7664,26736
8798,7920,26736
8799,8432,26736
8800,8944,26736
8801,9968,26736
8802,11504,26736
8803,12016,26736
8804,12272,26736
8805,12528,26736
8806,13040,26736
8807,13552,26736
8808,13808,26736
8809,14832,26736
8810,15344,26736
8811,15600,26736
8812,16368,26736
8813,17648,26736
8814,18160,26736
8815,18416,26736
8816,18928,26736
8817,19184,26736
8818,21232,26736
8819,21488,26736
8820,21744,26736
8821,22000,26736
8822,22256,26736
8823,22512,26736
8824,22768,26736
8825,23024,26736
8826,24048,26736
8827,24304,26736
8828,24816,26736
8829,25840,26736
8830,26096,26736
8831,26352,26736
8832,26864,26736
8833,27120,26736
8834,27376,26736
8835,27632,26736
8836,28144,26736
8837,29424,26736
8838,29680,26736
8839,30192,26736
8840,31728,26736
8841,32240,26736
8842,32496,26736
8843,32752,26736
8844,33008,26736
8845,33264,26736
8846,33520,26736
8847,34032,26736
8848,34288,26736
8849,35056,26736
8850,35312,26736
8851,35824,26736
8852,36336,26736
8853,36848,26736
8854,37104,26736
8855,38384,26736
8856,38896,26736
8857,39152,26736
8858,39664,26736
8859,41456,26736
8860,41712,26736
8861,42224,26736
8862,47088,26736
8863,47856,26736
8864,48624,26736
8865,49136,26736
8866,49648,26736
8867,49904,26736
8868,50160,26736
8869,52720,26736
8870,53232,26736
8871,53488,26736
8872,53744,26736
8873,54000,26736
8874,54256,26736
8875,54512,26736
8876,55024,26736
8877,57328,26736
8878,57584,26736
8879,59632,26736
8880,59888,26736
8881,60144,26736
8882,60400,26736
8883,61168,26736
8884,61680,26736
8885,61936,26736
8886,62448,26736
8887,62704,26736
8888,63216,26736
8889,63472,26736
8890,63728,26736
8891,63984,26736
8892,64240,26736
8893,64752,26736
8894,65264,26736
8895,66032,26736
8896,66800,26736
8897,67312,26736
8898,67568,26736
8899,67824,26736
8900,68592,26736
8901,68848,26736
8902,69104,26736
8903,69616,26736
8904,70128,26736
8905,71152,26736
8906,71408,26736
8907,72176,26736
8908,73456,26736
8909,73712,26736
8910,75248,26736
8911,75504,26736
8912,75760,26736
8913,76016,26736
8914,76272,26736
8915,76784,26736
8916,77040,26736
8917,77296,26736
8918,77552,26736
8919,77808,26736
8920,78064,26736
8921,78576,26736
8922,79088,26736
8923,79600,26736
8924,80112,26736
8925,80368,26736
8926,80624,26736
8927,80880,26736
8928,81392,26736
8929,81648,26736
8930,82160,26736
8931,82416,26736
8932,82928,26736
8933,83184,26736
8934,83952,26736
8935,84208,26736
8936,85488,26736
8937,86000,26736
8938,86512,26736
8939,6128,26992
8940,6896,26992
8941,7408,26992
8942,7920,26992
8943,8944,26992
8944,9200,26992
8945,10224,26992
8946,11504,26992
8947,11760,26992
8948,12016,26992
8949,12272,26992
8950,13040,26992
8951,13808,26992
8952,14064,26992
8953,14576,26992
8954,14832,26992
8955,15088,26992
8956,16112,26992
8957,16624,26992
8958,17136,26992
8959,18416,26992
8960,18672,26992
8961,19184,26992
8962,19440,26992
8963,19696,26992
8964,19952,26992
8965,20208,26992
8966,20464,26992
8967,20720,26992
8968,20976,26992
8969,21488,26992
8970,22000,26992
8971,23024,26992
8972,24304,26992
8973,25072,26992
8974,25584,26992
8975,25840,26992
8976,26352,26992
8977,27120,26992
8978,27376,26992
8979,27632,26992
8980,28144,26992
8981,28400,26992
8982,28656,26992
8983,28912,26992
8984,29168,26992
8985,29680,26992
8986,30192,26992
8987,30448,26992
8988,31216,26992
8989,31728,26992
8990,32240,26992
8991,32496,26992
8992,33776,26992
8993,34544,26992
8994,34800,26992
8995,35568,26992
8996,36336,26992
8997,36592,26992
8998,37360,26992
8999,37872,26992
9000,38384,26992
9001,39152,26992
9002,40176,26992
9003,40944,26992
9004,41456,26992
9005,41712,26992
9006,41968,26992
9007,42992,26992
9008,46832,26992
9009,47088,26992
9010,47344,26992
9011,47856,26992
9012,48368,26992
9013,48624,26992
9014,48880,26992
9015,49648,26992
9016,49904,26992
9017,50416,26992
9018,50928,26992
9019,51440,26992
9020,51696,26992
9021,53232,26992
9022,53744,26992
9023,60400,26992
9024,61168,26992
9025,61424,26992
9026,61680,26992
9027,62448,26992
9028,63216,26992
9029,63472,26992
9030,64240,26992
9031,64752,26992
9032,65008,26992
9033,65264,26992
9034,65520,26992
9035,66032,26992
9036,66288,26992
9037,66544,26992
9038,67056,26992
9039,67312,26992
9040,67824,26992
9041,68336,26992
9042,68592,26992
9043,69104,26992
9044,70640,26992
9045,70896,26992
9046,71664,26992
9047,71920,26992
9048,72688,26992
9049,72944,26992
9050,73456,26992
9051,73712,26992
9052,74224,26992
9053,74736,26992
9054,74992,26992
9055,75248,26992
9056,76272,26992
9057,76528,26992
9058,76784,26992
9059,77040,26992
9060,77296,26992
9061,77552,26992
9062,77808,26992
9063,78064,26992
9064,78576,26992
9065,78832,26992
9066,79856,26992
9067,80112,26992
9068,80368,26992
9069,81136,26992
9070,81904,26992
9071,82416,26992
9072,82672,26992
9073,83184,26992
9074,83952,26992
9075,84720,26992
9076,84976,26992
9077,85488,26992
9078,85744,26992
9079,86000,26992
9080,86256,26992
9081,86512,26992
9082,86768,26992
9083,87024,26992
9084,5616,27248
9085,6384,27248
9086,6640,27248
9087,6896,27248
9088,7152,27248
9089,8432,27248
9090,9456,27248
9091,9712,27248
9092,10224,27248
9093,10736,27248
9094,10992,27248
9095,11504,27248
9096,11760,27248
9097,12784,27248
9098,13040,27248
9099,14320,27248
9100,14832,27248
9101,15088,27248
9102,15600,27248
9103,16112,27248
9104,17392,27248
9105,17648,27248
9106,17904,27248
9107,18672,27248
9108,18928,27248
9109,20464,27248
9110,20720,27248
9111,20976,27248
9112,21232,27248
9113,21488,27248
9114,21744,27248
9115,22512,27248
9116,22768,27248
9117,23024,27248
9118,23280,27248
9119,23792,27248
9120,25072,27248
9121,25328,27248
9122,25584,27248
9123,25840,27248
9124,26096,27248
9125,26352,27248
9126,26608,27248
9127,26864,27248
9128,27376,27248
9129,27632,27248
9130,27888,27248
9131,28656,27248
9132,28912,27248
9133,30448,27248
9134,30704,27248
9135,31728,27248
9136,32240,27248
9137,32752,27248
9138,33008,27248
9139,34800,27248
9140,35312,27248
9141,35568,27248
9142,35824,27248
9143,36080,27248
9144,36592,27248
9145,36848,27248
9146,37360,27248
9147,37616,27248
9148,38128,27248
9149,38384,27248
9150,38640,27248
9151,39152,27248
9152,39408,27248
9153,40944,27248
9154,41200,27248
9155,41456,27248
9156,41712,27248
9157,42224,27248
9158,42480,27248
9159,42736,27248
9160,43248,27248
9161,43504,27248
9162,44272,27248
9163,44528,27248
9164,45296,27248
9165,45552,27248
9166,45808,27248
9167,46320,27248
9168,46576,27248
9169,47344,27248
9170,47600,27248
9171,47856,27248
9172,48112,27248
9173,48624,27248
9174,48880,27248
9175,49136,27248
9176,49648,27248
9177,50416,27248
9178,50928,27248
9179,51184,27248
9180,51696,27248
9181,51952,27248
9182,52208,27248
9183,53488,27248
9184,53744,27248
9185,54000,27248
9186,57072,27248
9187,60144,27248
9188,60400,27248
9189,60656,27248
9190,61168,27248
9191,61424,27248
9192,62192,27248
9193,62960,27248
9194,63472,27248
9195,64240,27248
9196,64496,27248
9197,64752,27248
9198,65008,27248
9199,65264,27248
9200,65520,27248
9201,65776,27248
9202,66032,27248
9203,66288,27248
9204,66800,27248
9205,67056,27248
9206,68080,27248
9207,68336,27248
9208,68592,27248
9209,69104,27248
9210,69360,27248
9211,69872,27248
9212,70384,27248
9213,70640,27248
9214,70896,27248
9215,71664,27248
9216,71920,27248
9217,72176,27248
9218,72432,27248
9219,73456,27248
9220,73712,27248
9221,74480,27248
9222,75504,27248
9223,76016,27248
9224,76272,27248
9225,76784,27248
9226,77040,27248
9227,77552,27248
9228,78064,27248
9229,78320,27248
9230,78576,27248
9231,79088,27248
9232,79344,27248
9233,79856,27248
9234,80112,27248
9235,80368,27248
9236,81136,27248
9237,81904,27248
9238,82416,27248
9239,83440,27248
9240,83952,27248
9241,84208,27248
9242,84464,27248
9243,84720,27248
9244,84976,27248
9245,85232,27248
9246,85744,27248
9247,86256,27248
9248,86768,27248
9249,5616,27504
9250,6128,27504
9251,6896,27504
9252,7408,27504
9253,7920,27504
9254,8432,27504
9255,8688,27504
9256,8944,27504
9257,9712,27504
9258,9968,27504
9259,10736,27504
9260,11504,27504
9261,12784,27504
9262,13296,27504
9263,14064,27504
9264,14320,27504
9265,15344,27504
9266,15856,27504
9267,16112,27504
9268,16368,27504
9269,17392,27504
9270,18928,27504
9271,19184,27504
9272,19440,27504
9273,19696,27504
9274,20720,27504
9275,21232,27504
9276,21744,27504
9277,22256,27504
9278,23024,27504
9279,24048,27504
9280,24304,27504
9281,24816,27504
9282,25072,27504
9283,26096,27504
9284,26864,27504
9285,27632,27504
9286,28400,27504
9287,29168,27504
9288,29424,27504
9289,29680,27504
9290,29936,27504
9291,30192,27504
9292,30960,27504
9293,31216,27504
9294,32240,27504
9295,33008,27504
9296,33520,27504
9297,33776,27504
9298,34032,27504
9299,34288,27504
9300,34544,27504
9301,35056,27504
9302,36592,27504
9303,36848,27504
9304,37616,27504
9305,38128,27504
9306,38896,27504
9307,39152,27504
9308,39408,27504
9309,39664,27504
9310,39920,27504
9311,41456,27504
9312,41712,27504
9313,42480,27504
9314,43248,27504
9315,43504,27504
9316,43760,27504
9317,44016,27504
9318,45040,27504
9319,45552,27504
9320,46064,27504
9321,46320,27504
9322,46832,27504
9323,48112,27504
9324,48624,27504
9325,49904,27504
9326,50416,27504
9327,50672,27504
9328,50928,27504
9329,51696,27504
9330,51952,27504
9331,52208,27504
9332,52464,27504
9333,53488,27504
9334,53744,27504
9335,54256,27504
9336,54512,27504
9337,56816,27504
9338,57072,27504
9339,60144,27504
9340,60400,27504
9341,61168,27504
9342,61680,27504
9343,62960,27504
9344,64240,27504
9345,64496,27504
9346,65776,27504
9347,66032,27504
9348,66288,27504
9349,67312,27504
9350,68592,27504
9351,69104,27504
9352,69616,27504
9353,69872,27504
9354,71664,27504
9355,72176,27504
9356,72944,27504
9357,73712,27504
9358,73968,27504
9359,74224,27504
9360,75248,27504
9361,75504,27504
9362,75760,27504
9363,76016,27504
9364,76528,27504
9365,77552,27504
9366,78064,27504
9367,78320,27504
9368,78576,27504
9369,79088,27504
9370,79344,27504
9371,79600,27504
9372,79856,27504
9373,80368,27504
9374,81136,27504
9375,81392,27504
9376,81648,27504
9377,82416,27504
9378,83440,27504
9379,83952,27504
9380,84208,27504
9381,84720,27504
9382,85232,27504
9383,85744,27504
9384,86768,27504
9385,87024,27504
9386,88048,27504
9387,88304,27504
9388,5360,27760
9389,6128,27760
9390,6384,27760
9391,6896,27760
9392,7152,27760
9393,7408,27760
9394,7920,27760
9395,8176,27760
9396,8688,27760
9397,9456,27760
9398,9968,27760
9399,10480,27760
9400,10736,27760
9401,11248,27760
9402,11760,27760
9403,12528,27760
9404,13552,27760
9405,13808,27760
9406,14064,27760
9407,14832,27760
9408,16112,27760
9409,16624,27760
9410,16880,27760
9411,17392,27760
9412,18160,27760
9413,18928,27760
9414,19184,27760
9415,19696,27760
9416,20208,27760
9417,20464,27760
9418,20720,27760
9419,20976,27760
9420,21232,27760
9421,21488,27760
9422,21744,27760
9423,22000,27760
9424,22768,27760
9425,23024,27760
9426,23536,27760
9427,24048,27760
9428,24304,27760
9429,24560,27760
9430,24816,27760
9431,25072,27760
9432,25328,27760
9433,25584,27760
9434,27120,27760
9435,27632,27760
9436,28144,27760
9437,28912,27760
9438,29680,27760
9439,29936,27760
9440,30448,27760
9441,30704,27760
9442,31472,27760
9443,31984,27760
9444,32496,27760
9445,32752,27760
9446,33008,27760
9447,33520,27760
9448,34032,27760
9449,35312,27760
9450,35568,27760
9451,36592,27760
9452,36848,27760
9453,37360,27760
9454,37616,27760
9455,37872,27760
9456,38128,27760
9457,38896,27760
9458,39152,27760
9459,39664,27760
9460,39920,27760
9461,40176,27760
9462,40688,27760
9463,40944,27760
9464,41456,27760
9465,41968,27760
9466,42224,27760
9467,44016,27760
9468,44272,27760
9469,44528,27760
9470,44784,27760
9471,45040,27760
9472,45552,27760
9473,45808,27760
9474,46320,27760
9475,46576,27760
9476,46832,27760
9477,47344,27760
9478,47600,27760
9479,47856,27760
9480,48112,27760
9481,48368,27760
9482,48880,27760
9483,49136,27760
9484,49904,27760
9485,50160,27760
9486,50416,27760
9487,50672,27760
9488,50928,27760
9489,51184,27760
9490,51952,27760
9491,52976,27760
9492,53488,27760
9493,54000,27760
9494,54256,27760
9495,56816,27760
9496,57072,27760
9497,60144,27760
9498,60400,27760
9499,61424,27760
9500,62192,27760
9501,62960,27760
9502,64240,27760
9503,65776,27760
9504,66032,27760
9505,66288,27760
9506,66800,27760
9507,67056,27760
9508,67312,27760
9509,67568,27760
9510,68336,27760
9511,68848,27760
9512,69104,27760
9513,69360,27760
9514,69616,27760
9515,69872,27760
9516,70896,27760
9517,71408,27760
9518,71664,27760
9519,71920,27760
9520,72944,27760
9521,73712,27760
9522,74224,27760
9523,74480,27760
9524,74736,27760
9525,74992,27760
9526,76272,27760
9527,77040,27760
9528,77296,27760
9529,77808,27760
9530,78064,27760
9531,78320,27760
9532,79088,27760
9533,79600,27760
9534,79856,27760
9535,80112,27760
9536,80368,27760
9537,80624,27760
9538,80880,27760
9539,81136,27760
9540,81648,27760
9541,81904,27760
9542,82160,27760
9543,82672,27760
9544,83184,27760
9545,83952,27760
9546,84208,27760
9547,84976,27760
9548,85488,27760
9549,86256,27760
9550,86768,27760
9551,87024,27760
9552,88048,27760
9553,88304,27760
9554,5360,28016
9555,6384,28016
9556,6640,28016
9557,7920,28016
9558,8176,28016
9559,8944,28016
9560,9200,28016
9561,9456,28016
9562,9968,28016
9563,10736,28016
9564,11504,28016
9565,12016,28016
9566,12784,28016
9567,13040,28016
9568,13552,28016
9569,13808,28016
9570,14320,28016
9571,14832,28016
9572,15088,28016
9573,15344,28016
9574,16368,28016
9575,16624,28016
9576,16880,28016
9577,17904,28016
9578,18160,28016
9579,20208,28016
9580,20720,28016
9581,20976,28016
9582,21488,28016
9583,21744,28016
9584,22256,28016
9585,22512,28016
9586,23536,28016
9587,23792,28016
9588,24304,28016
9589,24816,28016
9590,25328,28016
9591,25584,28016
9592,26096,28016
9593,26352,28016
9594,26864,28016
9595,27376,28016
9596,27632,28016
9597,27888,28016
9598,28656,28016
9599,29168,28016
9600,29680,28016
9601,29936,28016
9602,30192,28016
9603,30704,28016
9604,30960,28016
9605,32240,28016
9606,32752,28016
9607,33008,28016
9608,34288,28016
9609,34800,28016
9610,35056,28016
9611,35312,28016
9612,35568,28016
9613,35824,28016
9614,36080,28016
9615,36848,28016
9616,37104,28016
9617,37360,28016
9618,37616,28016
9619,37872,28016
9620,38128,28016
9621,38384,28016
9622,38896,28016
9623,39408,28016
9624,39664,28016
9625,39920,28016
9626,40176,28016
9627,40688,28016
9628,41968,28016
9629,42480,28016
9630,42736,28016
9631,43504,28016
9632,44016,28016
9633,44784,28016
9634,45040,28016
9635,45296,28016
9636,46064,28016
9637,47856,28016
9638,48368,28016
9639,48624,28016
9640,48880,28016
9641,50416,28016
9642,50672,28016
9643,50928,28016
9644,51184,28016
9645,52464,28016
9646,52976,28016
9647,53744,28016
9648,56560,28016
9649,56816,28016
9650,59632,28016
9651,60912,28016
9652,61424,28016
9653,61680,28016
9654,61936,28016
9655,62192,28016
9656,62448,28016
9657,62704,28016
9658,62960,28016
9659,63728,28016
9660,64240,28016
9661,64752,28016
9662,65264,28016
9663,65520,28016
9664,65776,28016
9665,66032,28016
9666,67056,28016
9667,67568,28016
9668,67824,28016
9669,68336,28016
9670,68592,28016
9671,68848,28016
9672,69360,28016
9673,69616,28016
9674,70384,28016
9675,71408,28016
9676,72176,28016
9677,72432,28016
9678,72688,28016
9679,73200,28016
9680,73456,28016
9681,73968,28016
9682,74224,28016
9683,74480,28016
9684,74992,28016
9685,76016,28016
9686,76272,28016
9687,76528,28016
9688,76784,28016
9689,77040,28016
9690,77808,28016
9691,78576,28016
9692,78832,28016
9693,79344,28016
9694,80112,28016
9695,80368,28016
9696,80624,28016
9697,81392,28016
9698,81904,28016
9699,82160,28016
9700,82416,28016
9701,82672,28016
9702,82928,28016
9703,83952,28016
9704,84464,28016
9705,84720,28016
9706,87024,28016
9707,87792,28016
9708,5360,28272
9709,5616,28272
9710,5872,28272
9711,6128,28272
9712,7152,28272
9713,7408,28272
9714,7664,28272
9715,8176,28272
9716,8432,28272
9717,8944,28272
9718,9200,28272
9719,9968,28272
9720,10224,28272
9721,10736,28272
9722,10992,28272
9723,11248,28272
9724,11504,28272
9725,12272,28272
9726,12784,28272
9727,13040,28272
9728,13296,28272
9729,13808,28272
9730,14064,28272
9731,15088,28272
9732,15600,28272
9733,15856,28272
9734,16112,28272
9735,17136,28272
9736,17648,28272
9737,18672,28272
9738,18928,28272
9739,19696,28272
9740,20464,28272
9741,21232,28272
9742,21488,28272
9743,21744,28272
9744,22000,28272
9745,22256,28272
9746,22512,28272
9747,22768,28272
9748,23024,28272
9749,23536,28272
9750,24048,28272
9751,24304,28272
9752,24816,28272
9753,25584,28272
9754,26096,28272
9755,26352,28272
9756,26608,28272
9757,27120,28272
9758,27376,28272
9759,28400,28272
9760,29168,28272
9761,29424,28272
9762,30704,28272
9763,30960,28272
9764,31216,28272
9765,31472,28272
9766,31728,28272
9767,31984,28272
9768,32496,28272
9769,32752,28272
9770,33520,28272
9771,34032,28272
9772,34800,28272
9773,35312,28272
9774,35824,28272
9775,36080,28272
9776,36592,28272
9777,37104,28272
9778,37616,28272
9779,37872,28272
9780,38384,28272
9781,38640,28272
9782,39664,28272
9783,39920,28272
9784,40176,28272
9785,40432,28272
9786,40688,28272
9787,40944,28272
9788,41200,28272
9789,41712,28272
9790,41968,28272
9791,42224,28272
9792,42736,28272
9793,43248,28272
9794,43504,28272
9795,43760,28272
9796,44272,28272
9797,44784,28272
9798,45040,28272
9799,45808,28272
9800,46320,28272
9801,46576,28272
9802,46832,28272
9803,47088,28272
9804,47344,28272
9805,47600,28272
9806,47856,28272
9807,48368,28272
9808,48880,28272
9809,49392,28272
9810,49648,28272
9811,49904,28272
9812,50160,28272
9813,50672,28272
9814,51184,28272
9815,51440,28272
9816,51952,28272
9817,52208,28272
9818,53232,28272
9819,53744,28272
9820,54000,28272
9821,56816,28272
9822,58864,28272
9823,59120,28272
9824,59632,28272
9825,59888,28272
9826,60144,28272
9827,60912,28272
9828,61168,28272
9829,61424,28272
9830,61936,28272
9831,62192,28272
9832,62704,28272
9833,62960,28272
9834,63216,28272
9835,63984,28272
9836,64240,28272
9837,64496,28272
9838,65008,28272
9839,65264,28272
9840,65520,28272
9841,66800,28272
9842,67312,28272
9843,68336,28272
9844,68848,28272
9845,69104,28272
9846,69360,28272
9847,69872,28272
9848,70128,28272
9849,70640,28272
9850,70896,28272
9851,71408,28272
9852,72688,28272
9853,72944,28272
9854,74224,28272
9855,74480,28272
9856,76016,28272
9857,77040,28272
9858,77296,28272
9859,77552,28272
9860,78064,28272
9861,78320,28272
9862,80624,28272
9863,81136,28272
9864,81392,28272
9865,81648,28272
9866,81904,28272
9867,82160,28272
9868,82416,28272
9869,83696,28272
9870,84720,28272
9871,85488,28272
9872,85744,28272
9873,86512,28272
9874,87024,28272
9875,88560,28272
9876,89328,28272
9877,89584,28272
9878,6384,28528
9879,6640,28528
9880,6896,28528
9881,7408,28528
9882,7664,28528
9883,8944,28528
9884,9200,28528
9885,9456,28528
9886,9712,28528
9887,10736,28528
9888,10992,28528
9889,12272,28528
9890,12528,28528
9891,13040,28528
9892,13552,28528
9893,14576,28528
9894,14832,28528
9895,15344,28528
9896,16112,28528
9897,16624,28528
9898,17392,28528
9899,17648,28528
9900,17904,28528
9901,18160,28528
9902,18672,28528
9903,18928,28528
9904,19696,28528
9905,20720,28528
9906,20976,28528
9907,21232,28528
9908,21488,28528
9909,21744,28528
9910,22000,28528
9911,22256,28528
9912,22768,28528
9913,23024,28528
9914,23280,28528
9915,24304,28528
9916,24816,28528
9917,25072,28528
9918,25584,28528
9919,25840,28528
9920,26608,28528
9921,27376,28528
9922,27632,28528
9923,28144,28528
9924,29424,28528
9925,30704,28528
9926,30960,28528
9927,31216,28528
9928,31984,28528
9929,32496,28528
9930,32752,28528
9931,33520,28528
9932,33776,28528
9933,34032,28528
9934,35056,28528
9935,35568,28528
9936,36848,28528
9937,37104,28528
9938,37616,28528
9939,37872,28528
9940,38384,28528
9941,38640,28528
9942,39152,28528
9943,39664,28528
9944,40176,28528
9945,40432,28528
9946,42224,28528
9947,42992,28528
9948,43248,28528
9949,43504,28528
9950,44016,28528
9951,44528,28528
9952,44784,28528
9953,45040,28528
9954,47600,28528
9955,48624,28528
9956,49136,28528
9957,49392,28528
9958,49648,28528
9959,50160,28528
9960,51184,28528
9961,51696,28528
9962,52464,28528
9963,52720,28528
9964,53488,28528
9965,56816,28528
9966,59632,28528
9967,59888,28528
9968,60144,28528
9969,60912,28528
9970,61680,28528
9971,61936,28528
9972,62192,28528
9973,62704,28528
9974,62960,28528
9975,63472,28528
9976,63728,28528
9977,64240,28528
9978,64496,28528
9979,65776,28528
9980,66288,28528
9981,66800,28528
9982,67312,28528
9983,68080,28528
9984,68336,28528
9985,68592,28528
9986,69616,28528
9987,69872,28528
9988,70128,28528
9989,71920,28528
9990,72176,28528
9991,73200,28528
9992,73456,28528
9993,74224,28528
9994,74480,28528
9995,74736,28528
9996,75248,28528
9997,76016,28528
9998,78064,28528
9999,78576,28528
10000,78832,28528
10001,80112,28528
10002,80368,28528
10003,80624,28528
10004,81136,28528
10005,81392,28528
10006,81904,28528
10007,82672,28528
10008,83696,28528
10009,84720,28528
10010,84976,28528
10011,85488,28528
10012,86000,28528
10013,86512,28528
10014,87536,28528
10015,88560,28528
10016,89072,28528
10017,89328,28528
10018,89584,28528
10019,6896,28784
10020,7152,28784
10021,7408,28784
10022,7664,28784
10023,8176,28784
10024,8432,28784
10025,8688,28784
10026,9200,28784
10027,9968,28784
10028,10224,28784
10029,10480,28784
10030,10736,28784
10031,10992,28784
10032,11248,28784
10033,12272,28784
10034,12528,28784
10035,13296,28784
10036,13808,28784
10037,14064,28784
10038,14320,28784
10039,14832,28784
10040,15600,28784
10041,16368,28784
10042,16624,28784
10043,17392,28784
10044,17648,28784
10045,19696,28784
10046,20208,28784
10047,20464,28784
10048,21232,28784
10049,21744,28784
10050,23024,28784
10051,23280,28784
10052,23536,28784
10053,23792,28784
10054,24048,28784
10055,24304,28784
10056,24560,28784
10057,24816,28784
10058,25072,28784
10059,25584,28784
10060,25840,28784
10061,26608,28784
10062,27120,28784
10063,27888,28784
10064,28144,28784
10065,28656,28784
10066,28912,28784
10067,29168,28784
10068,29680,28784
10069,30960,28784
10070,31216,28784
10071,31984,28784
10072,32240,28784
10073,34544,28784
10074,35056,28784
10075,35824,28784
10076,36080,28784
10077,36848,28784
10078,37104,28784
10079,37360,28784
10080,37616,28784
10081,38128,28784
10082,38384,28784
10083,38640,28784
10084,38896,28784
10085,39408,28784
10086,40176,28784
10087,40688,28784
10088,40944,28784
10089,41456,28784
10090,42224,28784
10091,42480,28784
10092,42992,28784
10093,44528,28784
10094,45040,28784
10095,45296,28784
10096,45552,28784
10097,46064,28784
10098,47088,28784
10099,47344,28784
10100,47600,28784
10101,47856,28784
10102,48368,28784
10103,50416,28784
10104,50928,28784
10105,51184,28784
10106,51696,28784
10107,52208,28784
10108,53488,28784
10109,56560,28784
10110,58096,28784
10111,58864,28784
10112,59120,28784
10113,59376,28784
10114,59632,28784
10115,59888,28784
10116,60144,28784
10117,60656,28784
10118,61168,28784
10119,61424,28784
10120,61680,28784
10121,62448,28784
10122,63216,28784
10123,64496,28784
10124,64752,28784
10125,65008,28784
10126,65264,28784
10127,65776,28784
10128,66032,28784
10129,66288,28784
10130,66800,28784
10131,67056,28784
10132,67568,28784
10133,67824,28784
10134,68080,28784
10135,68848,28784
10136,69360,28784
10137,70640,28784
10138,71152,28784
10139,71408,28784
10140,71664,28784
10141,71920,28784
10142,72432,28784
10143,72688,28784
10144,72944,28784
10145,73200,28784
10146,73456,28784
10147,73712,28784
10148,73968,28784
10149,74736,28784
10150,75760,28784
10151,76016,28784
10152,76272,28784
10153,77552,28784
10154,77808,28784
10155,78064,28784
10156,78320,28784
10157,78576,28784
10158,79088,28784
10159,79600,28784
10160,80112,28784
10161,81136,28784
10162,82416,28784
10163,82928,28784
10164,83184,28784
10165,83952,28784
10166,84208,28784
10167,84464,28784
10168,85232,28784
10169,85488,28784
10170,85744,28784
10171,86000,28784
10172,86256,28784
10173,86768,28784
10174,87024,28784
10175,87280,28784
10176,87536,28784
10177,87792,28784
10178,88304,28784
10179,88560,28784
10180,88816,28784
10181,89328,28784
10182,89584,28784
10183,7152,29040
10184,7920,29040
10185,8944,29040
10186,10224,29040
10187,10480,29040
10188,10736,29040
10189,11504,29040
10190,12016,29040
10191,12528,29040
10192,12784,29040
10193,13040,29040
10194,13808,29040
10195,14320,29040
10196,14832,29040
10197,15344,29040
10198,15856,29040
10199,16112,29040
10200,16368,29040
10201,17904,29040
10202,18416,29040
10203,18672,29040
10204,18928,29040
10205,19184,29040
10206,19440,29040
10207,19952,29040
10208,20720,29040
10209,21232,29040
10210,21488,29040
10211,22000,29040
10212,22256,29040
10213,22512,29040
10214,23024,29040
10215,23792,29040
10216,24048,29040
10217,24816,29040
10218,25072,29040
10219,25584,29040
10220,26352,29040
10221,26608,29040
10222,26864,29040
10223,27376,29040
10224,27888,29040
10225,28656,29040
10226,28912,29040
10227,29168,29040
10228,29424,29040
10229,29680,29040
10230,29936,29040
10231,30192,29040
10232,30448,29040
10233,30960,29040
10234,31216,29040
10235,31984,29040
10236,32240,29040
10237,33008,29040
10238,33520,29040
10239,33776,29040
10240,34032,29040
10241,34800,29040
10242,35056,29040
10243,35312,29040
10244,35568,29040
10245,35824,29040
10246,36080,29040
10247,36592,29040
10248,37360,29040
10249,37616,29040
10250,37872,29040
10251,38384,29040
10252,38640,29040
10253,38896,29040
10254,39408,29040
10255,39664,29040
10256,40176,29040
10257,40432,29040
10258,41200,29040
10259,42224,29040
10260,42480,29040
10261,43248,29040
10262,43504,29040
10263,43760,29040
10264,44784,29040
10265,45552,29040
10266,46064,29040
10267,46576,29040
10268,46832,29040
10269,47088,29040
10270,47344,29040
10271,47856,29040
10272,48112,29040
10273,48624,29040
10274,49136,29040
10275,49392,29040
10276,49648,29040
10277,51440,29040
10278,52208,29040
10279,52464,29040
10280,52976,29040
10281,55792,29040
10282,56048,29040
10283,56304,29040
10284,58096,29040
10285,58864,29040
10286,59120,29040
10287,59632,29040
10288,60656,29040
10289,60912,29040
