,X,Y
960,66196,7040
961,66452,7040
962,67220,7040
963,67476,7040
964,69012,7040
965,70292,7040
966,70548,7040
967,71828,7040
968,72596,7040
969,73620,7040
970,73876,7040
971,74644,7040
972,74900,7040
973,75156,7040
974,75412,7040
975,75924,7040
976,76180,7040
977,76692,7040
978,76948,7040
979,45552,7280
980,46064,7280
981,46576,7280
982,47088,7280
983,47856,7280
984,48112,7280
985,48624,7280
986,49392,7280
987,49648,7280
988,50672,7280
989,50928,7280
990,51184,7280
991,51952,7280
992,52464,7280
993,52720,7280
994,52976,7280
995,53232,7280
996,53488,7280
997,53744,7280
998,55024,7280
999,55792,7280
1000,56560,7280
1001,57072,7280
1002,57328,7280
1003,57584,7280
1004,57840,7280
1005,58096,7280
1006,58352,7280
1007,58864,7280
1008,59888,7280
1009,60656,7280
1010,60912,7280
1011,63380,7296
1012,64404,7296
1013,65940,7296
1014,66708,7296
1015,66964,7296
1016,67220,7296
1017,67988,7296
1018,68756,7296
1019,69012,7296
1020,69268,7296
1021,69780,7296
1022,70548,7296
1023,70804,7296
1024,71316,7296
1025,71572,7296
1026,72084,7296
1027,72340,7296
1028,73108,7296
1029,73364,7296
1030,73876,7296
1031,74644,7296
1032,74900,7296
1033,75668,7296
1034,76948,7296
1035,77204,7296
1036,45296,7536
1037,45552,7536
1038,46320,7536
1039,46576,7536
1040,47344,7536
1041,47600,7536
1042,47856,7536
1043,48112,7536
1044,48624,7536
1045,49136,7536
1046,49904,7536
1047,50160,7536
1048,50416,7536
1049,50672,7536
1050,50928,7536
1051,51184,7536
1052,52464,7536
1053,54256,7536
1054,54512,7536
1055,55792,7536
1056,56304,7536
1057,56560,7536
1058,56816,7536
1059,57072,7536
1060,58096,7536
1061,58352,7536
1062,58864,7536
1063,59120,7536
1064,59632,7536
1065,60400,7536
1066,60656,7536
1067,61424,7536
1068,64148,7552
1069,64404,7552
1070,64660,7552
1071,64916,7552
1072,65428,7552
1073,66196,7552
1074,66708,7552
1075,67732,7552
1076,67988,7552
1077,68500,7552
1078,68756,7552
1079,69268,7552
1080,69524,7552
1081,69780,7552
1082,70036,7552
1083,70292,7552
1084,70548,7552
1085,71572,7552
1086,71828,7552
1087,72084,7552
1088,72340,7552
1089,72852,7552
1090,73108,7552
1091,73364,7552
1092,73620,7552
1093,74644,7552
1094,75156,7552
1095,75924,7552
1096,76180,7552
1097,77204,7552
1098,45040,7792
1099,45552,7792
1100,45808,7792
1101,46064,7792
1102,46832,7792
1103,47088,7792
1104,47344,7792
1105,47856,7792
1106,48112,7792
1107,49904,7792
1108,50160,7792
1109,50416,7792
1110,50672,7792
1111,52208,7792
1112,52464,7792
1113,52976,7792
1114,53488,7792
1115,53744,7792
1116,54512,7792
1117,55280,7792
1118,55792,7792
1119,56048,7792
1120,56560,7792
1121,56816,7792
1122,57840,7792
1123,58096,7792
1124,58608,7792
1125,59632,7792
1126,59888,7792
1127,60656,7792
1128,61424,7792
1129,61680,7792
1130,64660,7808
1131,65172,7808
1132,68756,7808
1133,69012,7808
1134,69268,7808
1135,69524,7808
1136,70036,7808
1137,70804,7808
1138,71316,7808
1139,72084,7808
1140,72852,7808
1141,73620,7808
1142,74388,7808
1143,74900,7808
1144,75924,7808
1145,76180,7808
1146,76692,7808
1147,76948,7808
1148,77204,7808
1149,44528,8048
1150,45552,8048
1151,45808,8048
1152,46576,8048
1153,46832,8048
1154,47088,8048
1155,47344,8048
1156,47600,8048
1157,47856,8048
1158,48624,8048
1159,48880,8048
1160,50416,8048
1161,50672,8048
1162,50928,8048
1163,51184,8048
1164,51952,8048
1165,52464,8048
1166,52976,8048
1167,53488,8048
1168,53744,8048
1169,55024,8048
1170,55536,8048
1171,56304,8048
1172,56816,8048
1173,58352,8048
1174,58608,8048
1175,59632,8048
1176,60144,8048
1177,60400,8048
1178,60656,8048
1179,60912,8048
1180,61168,8048
1181,68500,8064
1182,68756,8064
1183,71316,8064
1184,72340,8064
1185,73108,8064
1186,74132,8064
1187,74644,8064
1188,74900,8064
1189,75156,8064
1190,76436,8064
1191,77204,8064
1192,77460,8064
1193,43760,8304
1194,44272,8304
1195,44528,8304
1196,44784,8304
1197,45040,8304
1198,45296,8304
1199,46064,8304
1200,46576,8304
1201,47344,8304
1202,47600,8304
1203,47856,8304
1204,48624,8304
1205,49136,8304
1206,49392,8304
1207,49904,8304
1208,50416,8304
1209,50672,8304
1210,50928,8304
1211,51440,8304
1212,51696,8304
1213,54256,8304
1214,54768,8304
1215,55280,8304
1216,55792,8304
1217,56048,8304
1218,56560,8304
1219,56816,8304
1220,57328,8304
1221,57840,8304
1222,58096,8304
1223,58608,8304
1224,58864,8304
1225,60144,8304
1226,61168,8304
1227,61424,8304
1228,69012,8320
1229,69268,8320
1230,69780,8320
1231,70036,8320
1232,70292,8320
1233,70548,8320
1234,70804,8320
1235,71060,8320
1236,71316,8320
1237,71828,8320
1238,73364,8320
1239,74644,8320
1240,74900,8320
1241,75156,8320
1242,76692,8320
1243,76948,8320
1244,77204,8320
1245,28641,8321
1246,28897,8321
1247,29665,8321
1248,29921,8321
1249,30433,8321
1250,43248,8560
1251,43504,8560
1252,44016,8560
1253,44272,8560
1254,44784,8560
1255,45040,8560
1256,45552,8560
1257,46576,8560
1258,46832,8560
1259,47344,8560
1260,47856,8560
1261,48368,8560
1262,48624,8560
1263,48880,8560
1264,49136,8560
1265,49392,8560
1266,49648,8560
1267,50672,8560
1268,51184,8560
1269,51440,8560
1270,51696,8560
1271,52208,8560
1272,52720,8560
1273,53488,8560
1274,54000,8560
1275,54256,8560
1276,54512,8560
1277,54768,8560
1278,55024,8560
1279,55280,8560
