X,Y
74992,14192
75248,14192
77552,14192
78064,14192
78320,14192
79856,14192
86512,14192
38896,14448
39152,14448
40432,14448
40688,14448
41456,14448
42480,14448
43248,14448
44272,14448
48624,14448
49392,14448
51696,14448
54768,14448
55024,14448
55536,14448
55792,14448
59632,14448
59888,14448
61680,14448
62704,14448
63216,14448
63984,14448
64240,14448
65008,14448
66288,14448
68848,14448
74480,14448
76272,14448
76528,14448
77552,14448
80112,14448
82160,14448
85744,14448
39408,14704
41712,14704
43504,14704
43760,14704
45040,14704
45552,14704
47600,14704
50672,14704
52720,14704
53744,14704
56816,14704
58608,14704
59888,14704
60400,14704
61168,14704
62192,14704
62448,14704
63728,14704
63984,14704
65520,14704
70896,14704
71152,14704
71920,14704
72944,14704
73200,14704
74480,14704
75248,14704
76016,14704
76528,14704
76784,14704
77040,14704
77296,14704
78064,14704
78320,14704
80112,14704
82928,14704
83952,14704
84720,14704
86512,14704
36336,14960
36848,14960
37360,14960
37616,14960
38384,14960
41456,14960
43248,14960
44528,14960
50928,14960
52464,14960
52720,14960
53488,14960
59376,14960
59888,14960
61936,14960
62192,14960
62960,14960
63472,14960
63984,14960
64240,14960
64752,14960
65520,14960
70896,14960
71408,14960
71664,14960
71920,14960
76272,14960
76528,14960
77296,14960
78832,14960
79344,14960
81392,14960
84720,14960
36080,15216
36592,15216
37104,15216
37360,15216
40432,15216
41712,15216
41968,15216
43248,15216
44272,15216
44528,15216
45040,15216
45296,15216
46576,15216
47344,15216
48112,15216
51696,15216
54256,15216
56048,15216
56304,15216
59120,15216
62960,15216
63216,15216
63472,15216
63984,15216
65520,15216
65776,15216
66544,15216
67824,15216
76272,15216
86512,15216
86768,15216
87536,15216
38640,15472
39408,15472
42224,15472
43760,15472
45040,15472
46320,15472
47344,15472
49136,15472
50160,15472
55792,15472
60144,15472
62448,15472
63216,15472
64752,15472
65264,15472
68592,15472
70128,15472
70896,15472
71920,15472
72176,15472
73200,15472
74224,15472
75760,15472
76016,15472
78064,15472
79344,15472
80368,15472
82160,15472
82928,15472
84720,15472
87024,15472
36080,15728
36592,15728
37360,15728
37616,15728
38384,15728
42224,15728
42480,15728
42736,15728
42992,15728
43504,15728
45552,15728
52720,15728
59632,15728
62960,15728
63472,15728
63984,15728
64752,15728
65776,15728
68848,15728
71408,15728
74992,15728
76016,15728
85744,15728
36336,15984
37104,15984
40432,15984
40944,15984
41200,15984
41456,15984
42224,15984
42480,15984
43504,15984
50928,15984
53744,15984
54512,15984
59120,15984
59376,15984
61936,15984
62448,15984
62704,15984
62960,15984
63728,15984
64240,15984
64496,15984
64752,15984
67568,15984
72176,15984
72432,15984
76016,15984
76528,15984
77296,15984
78832,15984
79088,15984
79600,15984
80112,15984
81904,15984
84464,15984
86768,15984
87280,15984
37360,16240
37616,16240
38128,16240
38640,16240
43248,16240
46064,16240
46832,16240
48112,16240
49648,16240
51952,16240
52208,16240
56048,16240
56560,16240
62960,16240
63216,16240
63472,16240
64496,16240
66800,16240
70384,16240
71152,16240
71664,16240
72432,16240
73200,16240
75248,16240
76016,16240
78064,16240
79088,16240
79344,16240
80112,16240
80368,16240
81392,16240
82160,16240
82928,16240
83696,16240
84720,16240
84976,16240
85488,16240
87536,16240
37872,16496
39664,16496
40944,16496
41968,16496
42480,16496
42736,16496
43504,16496
44016,16496
45296,16496
46320,16496
52208,16496
54768,16496
56304,16496
63216,16496
64752,16496
65776,16496
68848,16496
71920,16496
72176,16496
73968,16496
77040,16496
80368,16496
80624,16496
84976,16496
37616,16752
39920,16752
41456,16752
41712,16752
41968,16752
42224,16752
42736,16752
42992,16752
43504,16752
52208,16752
52720,16752
54256,16752
54768,16752
56304,16752
62960,16752
63472,16752
63728,16752
65264,16752
68080,16752
71920,16752
78576,16752
79088,16752
79856,16752
80368,16752
80624,16752
80880,16752
81392,16752
85232,16752
86000,16752
33776,17008
38640,17008
40176,17008
42224,17008
42736,17008
42992,17008
43504,17008
45808,17008
46832,17008
49136,17008
50416,17008
54768,17008
62192,17008
62448,17008
62704,17008
63216,17008
63984,17008
64752,17008
65008,17008
65520,17008
66544,17008
70384,17008
71920,17008
72944,17008
74224,17008
76016,17008
77296,17008
78320,17008
78832,17008
79344,17008
80112,17008
80880,17008
81136,17008
81392,17008
81648,17008
84720,17008
86000,17008
87280,17008
87536,17008
34032,17264
34800,17264
35056,17264
35312,17264
36592,17264
37104,17264
37872,17264
41968,17264
42224,17264
42992,17264
43248,17264
44272,17264
45296,17264
46320,17264
47600,17264
48368,17264
51696,17264
51952,17264
54512,17264
62448,17264
63472,17264
64240,17264
64496,17264
64752,17264
65264,17264
66800,17264
69360,17264
69616,17264
71152,17264
71408,17264
73712,17264
75504,17264
78064,17264
81648,17264
82160,17264
83696,17264
84464,17264
84976,17264
85232,17264
87024,17264
88048,17264
33264,17520
33520,17520
34800,17520
39152,17520
39920,17520
41200,17520
41456,17520
42736,17520
43504,17520
45296,17520
48368,17520
50160,17520
50928,17520
52720,17520
54000,17520
56560,17520
57072,17520
59632,17520
62704,17520
63216,17520
64240,17520
64752,17520
65008,17520
67568,17520
71664,17520
72432,17520
74224,17520
74992,17520
75504,17520
78576,17520
81904,17520
82928,17520
83696,17520
83952,17520
84464,17520
85232,17520
87280,17520
88304,17520
32752,17776
33008,17776
33520,17776
34288,17776
35056,17776
38384,17776
39408,17776
40432,17776
41968,17776
43760,17776
57072,17776
62192,17776
62704,17776
66032,17776
66800,17776
68592,17776
71664,17776
72944,17776
73712,17776
76272,17776
77040,17776
79600,17776
81392,17776
81904,17776
87024,17776
87792,17776
88560,17776
32496,18032
33264,18032
33776,18032
36336,18032
36848,18032
40432,18032
41456,18032
42224,18032
42736,18032
43248,18032
46064,18032
46576,18032
48880,18032
51952,18032
62192,18032
63216,18032
63472,18032
64496,18032
65520,18032
67056,18032
70128,18032
71664,18032
72176,18032
72944,18032
73712,18032
73968,18032
74224,18032
77552,18032
78064,18032
78832,18032
80624,18032
81392,18032
82160,18032
83440,18032
83696,18032
87024,18032
22768,18288
24816,18288
25072,18288
27376,18288
27632,18288
32496,18288
34032,18288
34800,18288
37360,18288
38640,18288
39664,18288
45296,18288
46064,18288
47344,18288
48112,18288
49392,18288
51184,18288
52208,18288
52976,18288
53488,18288
54256,18288
54512,18288
54768,18288
59888,18288
61936,18288
62192,18288
62704,18288
62960,18288
63216,18288
65264,18288
67824,18288
69360,18288
72688,18288
73200,18288
74224,18288
74480,18288
75504,18288
75760,18288
76528,18288
78320,18288
82160,18288
82928,18288
84208,18288
84720,18288
87536,18288
88304,18288
24048,18544
24304,18544
24816,18544
27632,18544
28144,18544
32752,18544
33008,18544
33776,18544
34032,18544
35568,18544
36848,18544
39920,18544
40432,18544
41456,18544
41968,18544
42224,18544
43248,18544
44272,18544
48368,18544
54000,18544
57328,18544
60400,18544
62192,18544
62704,18544
65264,18544
67568,18544
68848,18544
72944,18544
74224,18544
74480,18544
75504,18544
75760,18544
76272,18544
76528,18544
78064,18544
78320,18544
82160,18544
83440,18544
21488,18800
22256,18800
28400,18800
29168,18800
32752,18800
33520,18800
33776,18800
35824,18800
36848,18800
38896,18800
41456,18800
42736,18800
42992,18800
51440,18800
57328,18800
60656,18800
63216,18800
63472,18800
64752,18800
65776,18800
66288,18800
66544,18800
66800,18800
67568,18800
68592,18800
70896,18800
72688,18800
73456,18800
76272,18800
77296,18800
79600,18800
81136,18800
81904,18800
83952,18800
84464,18800
21488,19056
24048,19056
27632,19056
27888,19056
28144,19056
28912,19056
29424,19056
32496,19056
33264,19056
34032,19056
34544,19056
34800,19056
36080,19056
36848,19056
37104,19056
37616,19056
38384,19056
41200,19056
45552,19056
47600,19056
49136,19056
49904,19056
50672,19056
52208,19056
54000,19056
54768,19056
57072,19056
62192,19056
62448,19056
62704,19056
63216,19056
63984,19056
64240,19056
64752,19056
65008,19056
65264,19056
69104,19056
70128,19056
71920,19056
73968,19056
74736,19056
76272,19056
77040,19056
78064,19056
83184,19056
84464,19056
84720,19056
20208,19312
20720,19312
20976,19312
22256,19312
25072,19312
27376,19312
27888,19312
28144,19312
28656,19312
29424,19312
29680,19312
31984,19312
32496,19312
32752,19312
33008,19312
34288,19312
34800,19312
35568,19312
35824,19312
36080,19312
37104,19312
37872,19312
39664,19312
41456,19312
44272,19312
45296,19312
46320,19312
46832,19312
52208,19312
52464,19312
52976,19312
61680,19312
63728,19312
64240,19312
65008,19312
65520,19312
66032,19312
73968,19312
74992,19312
75504,19312
77808,19312
78320,19312
78576,19312
78832,19312
82160,19312
82672,19312
20720,19568
21744,19568
22000,19568
22256,19568
22768,19568
26096,19568
26608,19568
29168,19568
29936,19568
32496,19568
32752,19568
33008,19568
33264,19568
33520,19568
33776,19568
34544,19568
35568,19568
36848,19568
38640,19568
39920,19568
41200,19568
41456,19568
42480,19568
42992,19568
48368,19568
51440,19568
53488,19568
62192,19568
62448,19568
63472,19568
63728,19568
68336,19568
70128,19568
71408,19568
72432,19568
73200,19568
76784,19568
77552,19568
78320,19568
78576,19568
79600,19568
80368,19568
81136,19568
82160,19568
83696,19568
84208,19568
20464,19824
20976,19824
22512,19824
22768,19824
24048,19824
33520,19824
34288,19824
35312,19824
36080,19824
