X,Y
36848,19824
37360,19824
39408,19824
39920,19824
40944,19824
41200,19824
41456,19824
42480,19824
42992,19824
43248,19824
44016,19824
50928,19824
51696,19824
53744,19824
54512,19824
60400,19824
62704,19824
63216,19824
63728,19824
64240,19824
65008,19824
66800,19824
67568,19824
69360,19824
70384,19824
71920,19824
73712,19824
74224,19824
77040,19824
77552,19824
77808,19824
80880,19824
81648,19824
81904,19824
20720,20080
21232,20080
21744,20080
22000,20080
22256,20080
23280,20080
27120,20080
29168,20080
29936,20080
32240,20080
34288,20080
35056,20080
36080,20080
36848,20080
37616,20080
38384,20080
39664,20080
40176,20080
40432,20080
41200,20080
42480,20080
43248,20080
45040,20080
45296,20080
45552,20080
47600,20080
51184,20080
61936,20080
62192,20080
62448,20080
62704,20080
63216,20080
69360,20080
70128,20080
70896,20080
71152,20080
71408,20080
74736,20080
75248,20080
79088,20080
81904,20080
82672,20080
83696,20080
83952,20080
84464,20080
20208,20336
20464,20336
22256,20336
22512,20336
23024,20336
24816,20336
25584,20336
27120,20336
27376,20336
28400,20336
28656,20336
29936,20336
31728,20336
33264,20336
34544,20336
35056,20336
35312,20336
36848,20336
37616,20336
37872,20336
38896,20336
39920,20336
41712,20336
44528,20336
46064,20336
46832,20336
48368,20336
48624,20336
49392,20336
50160,20336
51696,20336
52976,20336
55792,20336
60400,20336
61424,20336
61680,20336
64752,20336
65008,20336
66032,20336
67824,20336
68848,20336
69616,20336
70896,20336
71664,20336
72176,20336
73456,20336
74224,20336
76272,20336
77808,20336
78576,20336
80112,20336
81392,20336
81648,20336
84976,20336
85232,20336
20208,20592
20464,20592
20720,20592
21744,20592
22512,20592
23280,20592
28656,20592
28912,20592
30192,20592
31216,20592
32496,20592
32752,20592
35568,20592
36080,20592
38128,20592
41456,20592
42480,20592
43248,20592
44016,20592
45552,20592
46320,20592
50928,20592
51952,20592
53744,20592
54000,20592
54512,20592
55536,20592
60400,20592
60656,20592
61424,20592
61680,20592
62448,20592
62960,20592
63984,20592
65264,20592
66032,20592
67056,20592
69360,20592
70128,20592
71920,20592
72432,20592
72688,20592
73712,20592
74480,20592
79344,20592
80112,20592
81136,20592
81904,20592
84976,20592
19696,20848
20464,20848
20976,20848
21232,20848
22512,20848
23536,20848
24048,20848
25584,20848
27376,20848
29936,20848
30960,20848
31216,20848
31984,20848
33264,20848
33520,20848
34544,20848
35056,20848
35568,20848
35824,20848
39408,20848
39664,20848
40944,20848
42224,20848
42992,20848
43248,20848
44784,20848
45040,20848
46064,20848
46320,20848
46832,20848
47856,20848
53488,20848
54000,20848
59888,20848
61168,20848
62192,20848
62448,20848
62704,20848
64496,20848
65776,20848
67056,20848
67824,20848
70896,20848
72432,20848
75504,20848
77040,20848
80112,20848
82928,20848
84208,20848
84720,20848
19696,21104
19952,21104
20464,21104
20720,21104
21488,21104
21744,21104
22256,21104
23024,21104
23280,21104
24560,21104
26352,21104
28656,21104
29936,21104
30704,21104
30960,21104
31216,21104
31472,21104
32752,21104
33520,21104
35056,21104
36080,21104
37360,21104
38384,21104
38640,21104
39920,21104
40944,21104
41456,21104
42480,21104
43504,21104
44784,21104
46320,21104
48112,21104
51440,21104
53744,21104
54256,21104
55280,21104
56304,21104
56816,21104
62448,21104
62704,21104
63728,21104
65776,21104
67312,21104
67568,21104
68336,21104
69104,21104
73200,21104
73456,21104
75248,21104
77296,21104
79088,21104
80880,21104
82160,21104
82928,21104
83952,21104
84720,21104
85232,21104
88816,21104
14320,21360
15856,21360
16112,21360
16624,21360
21232,21360
21744,21360
22512,21360
22768,21360
24304,21360
24560,21360
25840,21360
26352,21360
26864,21360
27120,21360
27888,21360
28144,21360
29168,21360
29936,21360
30960,21360
31728,21360
31984,21360
32496,21360
33008,21360
33264,21360
34544,21360
35568,21360
36848,21360
37104,21360
39408,21360
39664,21360
39920,21360
41712,21360
46832,21360
47344,21360
48112,21360
49648,21360
50672,21360
56304,21360
61168,21360
61680,21360
63984,21360
65264,21360
66544,21360
67568,21360
67824,21360
68080,21360
74224,21360
76016,21360
84720,21360
84976,21360
85744,21360
88560,21360
12528,21616
12784,21616
13040,21616
13296,21616
14576,21616
15600,21616
16368,21616
16624,21616
19184,21616
21744,21616
22256,21616
23024,21616
23280,21616
23792,21616
24304,21616
25840,21616
26096,21616
26864,21616
27888,21616
28144,21616
31472,21616
31728,21616
33520,21616
34288,21616
34800,21616
38640,21616
38896,21616
39408,21616
39920,21616
40176,21616
40944,21616
42736,21616
42992,21616
44016,21616
44272,21616
45552,21616
46064,21616
50672,21616
52208,21616
52976,21616
56048,21616
56560,21616
56816,21616
59888,21616
62192,21616
62960,21616
65008,21616
65776,21616
66288,21616
67824,21616
68080,21616
70128,21616
70896,21616
73200,21616
74992,21616
78320,21616
80112,21616
85232,21616
85744,21616
86000,21616
87024,21616
88560,21616
88816,21616
12016,21872
12784,21872
14576,21872
16112,21872
17136,21872
19440,21872
24816,21872
25584,21872
25840,21872
26096,21872
27120,21872
27632,21872
29936,21872
31216,21872
31984,21872
32240,21872
33264,21872
33520,21872
34288,21872
35824,21872
37872,21872
41200,21872
41968,21872
42480,21872
43248,21872
44784,21872
46320,21872
46832,21872
48368,21872
48880,21872
49648,21872
54000,21872
55280,21872
59376,21872
60656,21872
61168,21872
63984,21872
67568,21872
68080,21872
68848,21872
71152,21872
71664,21872
72688,21872
72944,21872
74224,21872
75504,21872
77040,21872
79088,21872
80880,21872
82416,21872
83952,21872
86256,21872
86512,21872
87792,21872
88560,21872
11504,22128
12016,22128
12272,22128
13296,22128
13552,22128
14832,22128
19440,22128
20208,22128
20976,22128
23536,22128
25840,22128
26096,22128
28144,22128
28656,22128
29936,22128
30960,22128
33520,22128
34032,22128
36080,22128
36592,22128
40432,22128
44016,22128
47344,22128
51440,22128
56816,22128
61680,22128
61936,22128
66800,22128
67568,22128
71152,22128
75760,22128
83184,22128
84976,22128
86256,22128
86512,22128
12528,22384
13296,22384
16624,22384
17136,22384
19184,22384
19440,22384
22512,22384
25072,22384
25584,22384
26864,22384
31216,22384
31984,22384
32496,22384
34544,22384
35312,22384
35568,22384
36080,22384
36336,22384
37104,22384
38128,22384
38896,22384
39152,22384
39664,22384
40432,22384
40688,22384
40944,22384
41712,22384
43504,22384
45808,22384
47856,22384
48112,22384
52208,22384
52976,22384
60144,22384
60912,22384
61424,22384
61680,22384
65776,22384
66032,22384
70128,22384
70384,22384
73456,22384
77808,22384
78576,22384
85744,22384
86512,22384
86768,22384
88304,22384
11248,22640
11504,22640
15856,22640
17392,22640
18160,22640
21744,22640
24560,22640
25328,22640
26352,22640
27376,22640
28912,22640
29424,22640
31472,22640
31728,22640
31984,22640
32240,22640
35056,22640
36592,22640
39152,22640
39920,22640
40688,22640
40944,22640
41712,22640
42224,22640
42736,22640
44272,22640
44784,22640
48112,22640
48880,22640
49904,22640
50672,22640
60656,22640
60912,22640
61680,22640
61936,22640
63216,22640
64240,22640
65008,22640
67056,22640
68848,22640
71152,22640
74480,22640
75248,22640
76272,22640
80624,22640
85488,22640
86000,22640
87536,22640
88304,22640
11504,22896
13552,22896
14320,22896
17648,22896
23792,22896
25584,22896
26352,22896
26608,22896
27376,22896
27888,22896
28144,22896
30704,22896
31728,22896
31984,22896
32240,22896
32752,22896
33520,22896
33776,22896
34032,22896
34288,22896
34800,22896
36592,22896
38384,22896
39664,22896
40176,22896
41968,22896
54512,22896
56560,22896
59120,22896
60912,22896
67056,22896
67312,22896
68080,22896
68848,22896
71920,22896
73456,22896
75504,22896
75760,22896
78832,22896
79600,22896
81392,22896
82160,22896
83696,22896
84464,22896
84720,22896
85488,22896
87536,22896
87792,22896
88048,22896
88304,22896
10224,23152
12528,23152
12784,23152
15088,23152
17392,23152
18416,23152
18928,23152
19440,23152
22512,23152
26096,23152
27120,23152
28912,23152
29424,23152
31216,23152
31472,23152
31728,23152
34288,23152
35568,23152
35824,23152
36336,23152
37104,23152
39664,23152
39920,23152
40176,23152
40432,23152
40688,23152
40944,23152
41200,23152
43248,23152
47856,23152
52208,23152
56560,23152
60400,23152
60656,23152
60912,23152
61680,23152
66032,23152
66800,23152
67056,23152
72176,23152
75504,23152
78064,23152
82928,23152
84464,23152
84720,23152
84976,23152
85744,23152
87024,23152
87280,23152
87536,23152
88048,23152
9968,23408
10224,23408
10480,23408
16880,23408
17904,23408
18672,23408
20976,23408
25072,23408
25840,23408
26096,23408
27888,23408
28400,23408
28912,23408
29168,23408
29936,23408
31984,23408
32496,23408
33776,23408
34032,23408
34800,23408
36080,23408
38640,23408
40688,23408
41200,23408
42480,23408
49648,23408
51184,23408
55536,23408
56560,23408
60144,23408
61168,23408
62192,23408
62960,23408
66800,23408
68848,23408
70128,23408
70896,23408
73456,23408
74224,23408
74736,23408
77296,23408
83440,23408
84208,23408
84976,23408
86768,23408
87792,23408
88560,23408
10992,23664
12528,23664
12784,23664
13808,23664
16112,23664
17648,23664
23792,23664
26096,23664
26608,23664
27632,23664
28912,23664
29680,23664
30192,23664
32240,23664
32496,23664
33008,23664
33264,23664
34032,23664
34288,23664
34544,23664
35312,23664
36080,23664
38896,23664
39664,23664
39920,23664
40432,23664
52208,23664
52976,23664
53232,23664
54256,23664
56048,23664
59376,23664
60144,23664
66288,23664
66544,23664
74480,23664
74992,23664
75248,23664
76016,23664
79600,23664
80368,23664
81392,23664
84720,23664
86000,23664
86768,23664
87024,23664
87536,23664
9712,23920
10224,23920
11504,23920
12272,23920
15600,23920
17648,23920
17904,23920
18416,23920
18928,23920
26352,23920
27120,23920
28144,23920
29424,23920
30960,23920
31728,23920
32496,23920
32752,23920
33264,23920
34288,23920
34544,23920
35312,23920
36080,23920
36848,23920
37360,23920
38640,23920
38896,23920
39664,23920
39920,23920
40176,23920
40432,23920
40688,23920
48112,23920
50416,23920
60400,23920
61168,23920
61424,23920
61936,23920
63728,23920
64752,23920
68848,23920
70128,23920
74992,23920
77808,23920
78320,23920
82416,23920
83440,23920
84208,23920
84720,23920
85232,23920
86768,23920
7664,24176
8176,24176
14576,24176
20208,24176
21232,24176
22768,24176
27120,24176
27888,24176
28400,24176
30704,24176
30960,24176
31472,24176
31728,24176
31984,24176
32240,24176
33008,24176
35312,24176
35568,24176
35824,24176
36336,24176
37872,24176
38128,24176
38384,24176
38640,24176
38896,24176
39920,24176
41200,24176
41456,24176
42480,24176
50672,24176
51184,24176
58608,24176
59888,24176
60144,24176
60400,24176
62448,24176
64240,24176
65776,24176
66800,24176
67568,24176
71152,24176
72176,24176
74480,24176
75248,24176
76528,24176
78832,24176
82416,24176
82672,24176
82928,24176
84464,24176
85232,24176
86000,24176
86768,24176
7664,24432
8176,24432
8688,24432
12016,24432
12272,24432
17136,24432
18160,24432
18416,24432
20464,24432
22000,24432
24304,24432
25072,24432
25840,24432
27120,24432
28656,24432
29168,24432
29424,24432
29936,24432
30192,24432
30448,24432
30704,24432
31216,24432
31728,24432
34544,24432
34800,24432
35312,24432
36080,24432
37360,24432
37872,24432
38384,24432
39152,24432
39920,24432
40432,24432
47856,24432
48112,24432
48880,24432
52208,24432
54512,24432
55280,24432
55792,24432
61680,24432
62192,24432
65520,24432
65776,24432
66288,24432
70640,24432
72944,24432
73712,24432
79088,24432
82160,24432
82416,24432
82928,24432
84208,24432
87024,24432
7920,24688
8688,24688
9456,24688
9968,24688
10480,24688
10736,24688
11504,24688
11760,24688
13040,24688
15856,24688
17904,24688
19184,24688
20208,24688
27120,24688
29936,24688
30704,24688
32752,24688
33264,24688
34032,24688
34800,24688
35056,24688
36336,24688
38128,24688
38384,24688
38896,24688
41456,24688
53744,24688
55792,24688
56048,24688
60144,24688
60656,24688
60912,24688
61168,24688
62960,24688
63728,24688
64752,24688
65520,24688
65776,24688
66032,24688
66288,24688
68592,24688
68848,24688
69104,24688
70384,24688
74224,24688
75760,24688
78064,24688
79344,24688
80112,24688
80880,24688
81648,24688
82416,24688
83440,24688
83952,24688
84208,24688
84976,24688
7152,24944
7664,24944
7920,24944
8432,24944
9968,24944
11504,24944
14832,24944
15088,24944
23536,24944
26608,24944
26864,24944
27632,24944
28144,24944
28656,24944
29168,24944
29424,24944
30448,24944
30704,24944
31216,24944
31472,24944
32752,24944
33520,24944
33776,24944
34544,24944
37616,24944
38128,24944
38896,24944
39152,24944
48112,24944
50160,24944
50928,24944
59888,24944
61680,24944
62448,24944
63984,24944
64496,24944
65520,24944
65776,24944
67824,24944
69616,24944
72688,24944
74480,24944
76528,24944
80880,24944
83696,24944
84208,24944
84464,24944
84720,24944
84976,24944
85232,24944
85488,24944
86000,24944
7664,25200
8176,25200
8432,25200
9456,25200
9968,25200
12272,25200
13040,25200
13808,25200
18160,25200
20976,25200
22768,25200
25584,25200
26096,25200
27632,25200
28912,25200
29168,25200
29680,25200
30192,25200
31216,25200
31728,25200
32496,25200
33264,25200
34544,25200
36848,25200
38128,25200
38640,25200
39408,25200
39920,25200
40688,25200
47856,25200
48880,25200
49392,25200
51952,25200
52976,25200
54256,25200
58352,25200
59632,25200
60144,25200
60400,25200
62192,25200
62448,25200
62704,25200
66800,25200
67824,25200
68592,25200
69360,25200
70640,25200
71152,25200
73456,25200
73968,25200
77552,25200
77808,25200
81392,25200
83696,25200
84464,25200
84720,25200
84976,25200
85232,25200
6640,25456
6896,25456
7152,25456
8176,25456
10224,25456
13040,25456
14576,25456
18672,25456
19440,25456
26096,25456
26352,25456
26864,25456
27632,25456
28912,25456
29168,25456
29936,25456
31728,25456
31984,25456
32496,25456
34544,25456
35312,25456
35824,25456
36848,25456
37360,25456
38384,25456
38896,25456
39152,25456
40176,25456
40944,25456
48112,25456
48368,25456
48624,25456
50928,25456
51440,25456
55024,25456
55536,25456
58096,25456
60656,25456
61168,25456
61424,25456
63216,25456
63728,25456
64240,25456
65776,25456
68336,25456
69104,25456
69360,25456
70640,25456
70896,25456
71664,25456
74736,25456
75248,25456
77808,25456
78576,25456
79344,25456
79856,25456
82160,25456
84976,25456
85488,25456
86000,25456
86512,25456
6384,25712
6896,25712
7920,25712
8176,25712
8432,25712
9456,25712
9712,25712
14832,25712
15856,25712
17904,25712
24560,25712
25840,25712
26096,25712
27376,25712
28144,25712
28400,25712
28912,25712
30704,25712
30960,25712
31728,25712
31984,25712
32752,25712
34544,25712
35568,25712
37872,25712
38128,25712
38640,25712
39920,25712
40176,25712
40688,25712
47344,25712
48368,25712
48624,25712
49136,25712
49648,25712
50160,25712
50672,25712
59376,25712
59632,25712
59888,25712
60144,25712
60912,25712
64496,25712
68848,25712
69360,25712
70640,25712
76016,25712
77040,25712
80368,25712
80880,25712
81136,25712
82160,25712
83440,25712
84208,25712
84464,25712
84976,25712
9200,25968
9712,25968
9968,25968
11248,25968
12016,25968
13296,25968
17136,25968
18160,25968
22512,25968
23792,25968
25328,25968
25840,25968
26352,25968
26608,25968
27632,25968
29936,25968
30448,25968
30704,25968
31216,25968
31472,25968
31984,25968
32240,25968
33520,25968
34032,25968
37360,25968
37872,25968
38896,25968
39408,25968
40176,25968
40432,25968
50928,25968
52208,25968
52464,25968
53488,25968
55024,25968
58096,25968
62704,25968
63728,25968
64752,25968
65008,25968
65264,25968
65520,25968
66032,25968
67568,25968
68080,25968
69872,25968
70896,25968
71152,25968
72944,25968
77808,25968
79344,25968
79856,25968
80112,25968
80880,25968
81392,25968
84464,25968
84720,25968
85232,25968
7152,26224
7408,26224
8176,26224
8432,26224
8944,26224
10480,26224
12784,26224
19696,26224
21744,26224
26096,26224
26352,26224
26608,26224
26864,26224
28656,26224
28912,26224
29168,26224
29424,26224
30192,26224
30448,26224
31216,26224
31472,26224
31728,26224
31984,26224
32496,26224
33008,26224
34288,26224
37360,26224
38128,26224
38384,26224
38640,26224
40688,26224
41456,26224
48112,26224
48880,26224
49648,26224
51952,26224
52720,26224
53744,26224
54000,26224
54768,26224
59888,26224
60144,26224
60400,26224
60912,26224
61680,26224
62448,26224
63216,26224
63728,26224
65264,26224
65520,26224
67568,26224
71152,26224
72176,26224
73968,26224
74224,26224
74480,26224
75248,26224
78064,26224
78576,26224
84208,26224
84720,26224
84976,26224
5872,26480
6128,26480
6384,26480
7408,26480
8432,26480
8688,26480
9968,26480
14832,26480
15088,26480
20720,26480
22512,26480
25840,26480
26352,26480
27120,26480
27632,26480
28400,26480
29936,26480
30448,26480
32496,26480
33008,26480
33264,26480
33776,26480
35568,26480
38384,26480
41712,26480
47344,26480
47856,26480
48368,26480
53488,26480
53744,26480
54256,26480
59376,26480
59632,26480
61424,26480
64496,26480
66032,26480
68336,26480
68592,26480
76272,26480
77040,26480
79088,26480
79856,26480
83184,26480
86000,26480
86512,26480
5872,26736
7408,26736
7664,26736
7920,26736
9712,26736
10224,26736
11760,26736
14576,26736
15856,26736
17136,26736
17904,26736
22512,26736
23536,26736
24560,26736
25584,26736
26096,26736
26608,26736
27120,26736
27376,26736
28144,26736
28400,26736
28656,26736
29936,26736
30192,26736
30704,26736
30960,26736
31728,26736
32240,26736
34800,26736
36080,26736
36336,26736
37104,26736
38896,26736
39664,26736
41712,26736
48624,26736
49392,26736
49648,26736
50160,26736
51696,26736
52208,26736
52464,26736
53232,26736
57328,26736
62704,26736
62960,26736
63472,26736
63984,26736
64496,26736
66032,26736
67312,26736
69360,26736
73712,26736
77808,26736
78576,26736
79600,26736
80624,26736
81904,26736
83952,26736
84464,26736
85744,26736
5616,26992
5872,26992
6384,26992
7408,26992
10992,26992
12016,26992
13296,26992
14064,26992
14320,26992
18160,26992
19952,26992
23024,26992
26096,26992
27376,26992
27632,26992
28144,26992
29168,26992
30192,26992
30448,26992
31984,26992
32240,26992
32752,26992
34032,26992
35312,26992
36336,26992
37616,26992
38640,26992
40432,26992
40944,26992
41200,26992
42736,26992
48368,26992
50416,26992
50672,26992
52464,26992
54512,26992
54768,26992
57072,26992
57584,26992
60400,26992
60656,26992
61424,26992
62192,26992
62704,26992
65264,26992
71408,26992
73200,26992
74992,26992
76784,26992
77552,26992
80880,26992
81136,26992
84464,26992
84720,26992
84976,26992
85744,26992
86256,26992
86768,26992
6640,27248
7152,27248
9712,27248
14320,27248
21232,27248
22256,27248
26096,27248
26864,27248
27632,27248
28400,27248
29424,27248
29680,27248
29936,27248
30960,27248
32496,27248
32752,27248
33008,27248
33264,27248
35312,27248
35568,27248
36080,27248
39664,27248
40944,27248
41200,27248
44272,27248
45552,27248
45808,27248
46576,27248
46832,27248
50672,27248
51696,27248
51952,27248
52464,27248
52976,27248
53744,27248
57328,27248
59376,27248
59888,27248
60144,27248
60400,27248
60656,27248
60912,27248
61680,27248
66544,27248
68336,27248
69360,27248
69872,27248
70384,27248
72432,27248
76016,27248
79344,27248
83184,27248
83952,27248
84208,27248
84720,27248
84976,27248
86512,27248
5616,27504
6384,27504
6896,27504
7664,27504
8432,27504
8688,27504
9712,27504
10224,27504
12528,27504
14576,27504
15088,27504
16112,27504
16624,27504
17904,27504
24048,27504
25328,27504
26352,27504
27120,27504
27632,27504
30448,27504
32752,27504
33776,27504
34288,27504
35312,27504
36336,27504
37872,27504
39408,27504
39664,27504
41712,27504
42992,27504
44528,27504
45296,27504
46320,27504
47088,27504
47856,27504
48880,27504
49904,27504
51184,27504
52208,27504
53232,27504
59632,27504
59888,27504
60400,27504
60912,27504
61936,27504
62192,27504
62960,27504
63472,27504
63728,27504
66288,27504
66800,27504
67056,27504
67312,27504
70896,27504
74736,27504
78320,27504
80112,27504
80880,27504
82672,27504
82928,27504
84208,27504
84720,27504
85232,27504
85488,27504
86512,27504
6128,27760
6384,27760
6640,27760
7920,27760
8944,27760
9456,27760
11248,27760
12272,27760
14576,27760
14832,27760
16112,27760
18160,27760
19184,27760
20464,27760
23280,27760
24048,27760
24816,27760
25584,27760
26096,27760
26608,27760
27376,27760
27632,27760
28656,27760
28912,27760
29424,27760
29680,27760
30192,27760
32240,27760
33264,27760
33776,27760
34288,27760
34544,27760
34800,27760
35568,27760
35824,27760
36336,27760
38128,27760
44016,27760
44784,27760
46320,27760
47088,27760
48368,27760
50672,27760
51440,27760
52208,27760
53232,27760
53744,27760
57072,27760
59376,27760
59632,27760
60912,27760
61680,27760
62448,27760
68848,27760
70896,27760
71152,27760
71664,27760
73200,27760
73968,27760
75504,27760
77552,27760
78576,27760
79344,27760
81392,27760
83696,27760
83952,27760
84464,27760
86768,27760
87024,27760
88304,27760
5616,28016
7920,28016
8688,28016
9712,28016
10480,28016
13808,28016
21232,28016
22768,28016
25584,28016
26608,28016
27376,28016
27632,28016
28144,28016
28400,28016
29168,28016
29424,28016
30192,28016
30704,28016
31472,28016
32752,28016
35056,28016
37104,28016
39152,28016
44016,28016
45040,28016
46320,28016
46576,28016
46832,28016
48880,28016
49136,28016
50928,28016
51696,28016
52720,28016
52976,28016
53232,28016
56560,28016
56816,28016
60400,28016
61424,28016
61680,28016
64496,28016
65520,28016
66032,28016
67312,28016
67568,28016
67824,28016
68080,28016
68848,28016
72688,28016
74224,28016
76784,28016
78320,28016
79088,28016
80624,28016
81904,28016
83440,28016
83696,28016
83952,28016
85744,28016
86256,28016
87280,28016
87792,28016
88048,28016
88560,28016
88816,28016
89072,28016
5616,28272
7152,28272
7408,28272
10224,28272
15088,28272
15344,28272
16624,28272
17648,28272
22000,28272
25072,28272
25584,28272
25840,28272
26608,28272
26864,28272
27376,28272
27632,28272
27888,28272
29424,28272
30704,28272
37872,28272
38128,28272
40688,28272
40944,28272
41712,28272
41968,28272
45552,28272
46320,28272
47600,28272
50160,28272
52464,28272
52976,28272
59376,28272
60656,28272
61680,28272
63472,28272
71920,28272
72176,28272
72688,28272
74736,28272
75248,28272
76016,28272
80368,28272
80880,28272
82928,28272
83952,28272
84464,28272
84720,28272
85744,28272
86000,28272
87536,28272
88816,28272
89328,28272
6384,28528
6640,28528
7408,28528
9200,28528
10736,28528
12016,28528
13040,28528
17648,28528
17904,28528
18672,28528
20464,28528
24816,28528
25072,28528
25328,28528
26096,28528
26608,28528
27376,28528
27632,28528
28912,28528
29680,28528
29936,28528
30448,28528
30960,28528
31728,28528
31984,28528
32240,28528
33520,28528
34288,28528
34800,28528
35312,28528
35568,28528
39152,28528
39920,28528
40176,28528
40432,28528
41968,28528
42992,28528
43760,28528
44784,28528
45552,28528
46320,28528
47088,28528
47600,28528
48112,28528
48624,28528
49648,28528
50160,28528
51184,28528
51696,28528
52976,28528
53232,28528
56816,28528
58608,28528
59376,28528
60400,28528
60912,28528
62192,28528
67056,28528
67824,28528
68336,28528
69616,28528
70384,28528
71664,28528
72432,28528
72944,28528
73968,28528
80368,28528
81136,28528
81392,28528
82160,28528
82928,28528
85488,28528
86000,28528
86512,28528
88048,28528
88304,28528
88560,28528
88816,28528
89584,28528
7408,28784
8176,28784
8432,28784
8688,28784
11248,28784
13040,28784
13808,28784
19440,28784
23280,28784
23792,28784
26352,28784
26608,28784
26864,28784
27632,28784
27888,28784
28912,28784
29680,28784
30192,28784
30704,28784
32496,28784
33008,28784
34032,28784
34288,28784
36592,28784
37616,28784
38128,28784
39408,28784
40688,28784
43248,28784
46832,28784
48880,28784
50160,28784
51440,28784
52464,28784
52976,28784
53488,28784
56304,28784
58096,28784
58352,28784
58864,28784
60144,28784
60400,28784
60656,28784
63472,28784
63728,28784
65776,28784
66544,28784
67824,28784
68592,28784
68848,28784
69616,28784
69872,28784
70128,28784
70384,28784
70896,28784
71408,28784
71920,28784
73200,28784
77040,28784
79088,28784
80112,28784
80880,28784
81648,28784
82416,28784
82928,28784
83440,28784
85488,28784
85744,28784
87024,28784
89584,28784
7408,29040
7664,29040
8688,29040
8944,29040
12784,29040
15088,29040
16880,29040
18160,29040
24048,29040
24304,29040
25584,29040
26096,29040
26864,29040
27376,29040
27632,29040
30704,29040
30960,29040
31216,29040
32752,29040
33264,29040
33776,29040
34800,29040
38640,29040
38896,29040
41712,29040
44016,29040
44784,29040
45296,29040
46320,29040
50160,29040
50416,29040
51184,29040
51696,29040
52208,29040
53232,29040
55792,29040
56304,29040
57328,29040
58096,29040
58864,29040
59376,29040
61168,29040
62192,29040
63728,29040
68848,29040
69104,29040
70640,29040
72176,29040
73712,29040
74224,29040
75504,29040
76272,29040
78064,29040
81392,29040
83440,29040
83696,29040
84976,29040
86512,29040
88816,29040
89072,29040
89584,29040
89840,29040
7408,29296
7664,29296
7920,29296
9968,29296
10736,29296
11760,29296
12528,29296
17648,29296
17904,29296
18672,29296
20464,29296
21744,29296
22512,29296
24304,29296
24816,29296
25072,29296
25584,29296
25840,29296
26608,29296
27120,29296
27376,29296
27632,29296
28400,29296
31472,29296
32496,29296
33520,29296
35056,29296
35824,29296
37360,29296
38128,29296
39152,29296
39664,29296
39920,29296
42992,29296
43248,29296
43504,29296
43760,29296
44528,29296
45040,29296
46064,29296
47856,29296
48112,29296
48368,29296
49392,29296
49648,29296
50160,29296
50416,29296
50672,29296
53232,29296
58096,29296
59120,29296
59632,29296
61168,29296
61424,29296
62960,29296
65008,29296
70128,29296
71152,29296
72176,29296
72944,29296
76016,29296
80624,29296
82160,29296
86256,29296
87792,29296
88560,29296
89328,29296
7920,29552
11760,29552
13552,29552
15344,29552
16112,29552
17136,29552
17392,29552
17648,29552
24048,29552
25584,29552
25840,29552
27120,29552
28912,29552
29424,29552
32496,29552
38640,29552
39664,29552
40688,29552
41200,29552
42224,29552
42992,29552
44528,29552
45040,29552
47088,29552
48368,29552
50672,29552
51696,29552
52976,29552
55792,29552
57328,29552
59376,29552
60144,29552
60656,29552
60912,29552
61168,29552
62192,29552
62960,29552
63984,29552
64240,29552
67312,29552
68080,29552
68848,29552
69616,29552
79856,29552
82928,29552
83440,29552
87024,29552
89072,29552
89840,29552
7664,29808
8176,29808
8432,29808
8688,29808
9200,29808
11248,29808
12784,29808
13552,29808
14320,29808
14832,29808
16880,29808
18160,29808
23536,29808
23792,29808
24816,29808
25072,29808
26096,29808
26608,29808
28656,29808
29424,29808
30192,29808
31472,29808
31728,29808
33264,29808
36592,29808
39152,29808
41200,29808
42480,29808
44272,29808
44528,29808
45552,29808
47600,29808
48880,29808
49392,29808
49648,29808
50160,29808
51440,29808
51696,29808
52464,29808
55280,29808
56560,29808
62448,29808
63984,29808
65776,29808
66544,29808
73712,29808
74480,29808
75248,29808
77040,29808
77552,29808
78320,29808
79088,29808
81136,29808
81648,29808
84208,29808
87024,29808
5104,30064
7152,30064
7408,30064
8176,30064
8688,30064
9712,30064
10480,30064
12016,30064
15088,30064
19184,30064
20976,30064
21488,30064
24048,30064
24304,30064
24560,30064
25072,30064
27120,30064
27888,30064
31472,30064
38128,30064
38896,30064
39408,30064
39664,30064
39920,30064
40176,30064
40688,30064
41456,30064
43504,30064
45040,30064
45808,30064
46832,30064
47344,30064
49648,30064
52464,30064
57328,30064
58352,30064
58864,30064
59376,30064
60912,30064
68848,30064
70384,30064
71152,30064
72176,30064
72944,30064
75760,30064
76016,30064
76528,30064
80624,30064
85488,30064
87024,30064
87792,30064
88048,30064
89840,30064
6896,30320
7664,30320
7920,30320
8432,30320
8688,30320
10736,30320
10992,30320
14320,30320
15856,30320
17392,30320
20208,30320
20976,30320
24048,30320
25072,30320
26096,30320
28144,30320
28912,30320
33008,30320
34032,30320
34800,30320
35568,30320
36592,30320
37360,30320
37872,30320
38640,30320
39408,30320
40944,30320
41200,30320
41968,30320
42736,30320
42992,30320
44272,30320
44528,30320
44784,30320
45296,30320
46064,30320
46832,30320
47600,30320
50416,30320
50928,30320
51696,30320
52720,30320
55536,30320
56048,30320
56560,30320
57840,30320
58096,30320
59376,30320
59632,30320
59888,30320
60656,30320
62960,30320
65520,30320
67056,30320
77296,30320
79856,30320
82160,30320
82928,30320
86512,30320
89840,30320
90096,30320
5616,30576
7408,30576
8688,30576
11248,30576
12784,30576
13552,30576
15088,30576
15600,30576
16368,30576
23024,30576
24048,30576
24304,30576
25072,30576
