x,y,real_dapi,real_foxp3,real_cd19,real_cd68,real_cd4,real_cd3,real_cd8,real_sampleaf,fake_dapi,fake_foxp3,fake_cd19,fake_cd68,fake_cd4,fake_cd3,fake_cd8,fake_sampleaf
72909,57331,25.902,8.572,4.855,15.826,8.581,31.248,19.781,16.703,29.759,9.413,3.556,19.257,10.853,22.242,26.714,19.451
54477,37875,38.013,7.759,5.059,13.402,15.169,28.739,18.674,13.972,34.18,7.015,3.847,16.369,16.594,13.797,27.816,13.905
48333,50163,55.983,9.117,6.775,16.854,21.457,32.435,21.547,14.641,39.18,8.883,3.722,18.101,16.13,10.553,25.322,17.275
32973,27635,29.745,7.134,5.455,22.149,8.993,25.322,19.495,13.271,28.818,6.293,4.327,24.434,16.36,11.832,28.093,14.265
69837,73715,26.973,3.601,2.414,7.017,4.229,5.317,7.279,9.037,22.216,3.671,2.69,8.59,4.053,-2.185,7.098,12.563
44237,8179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.799,4.501,3.761,12.319,14.679,7.851,17.751,11.077
21709,70643,32.181,7.691,5.909,21.333,13.217,23.742,21.388,15.726,20.846,8.235,3.364,21.628,10.415,13.124,36.062,21.526
35021,49139,42.375,7.555,5.267,22.824,13.711,24.538,21.305,14.36,36.12,6.765,3.453,25.131,15.968,19.171,28.714,14.434
32973,15347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.335,4.537,3.372,11.809,11.161,4.298,16.03,11.063
37069,24563,22.534,5.165,4.137,14.065,7.663,12.9,12.688,11.496,26.787,4.752,4.203,16.728,14.167,6.09,17.903,13.199
39117,27635,25.498,6.337,3.74,13.944,7.822,19.86,16.21,13.533,27.784,6.043,3.11,15.349,9.41,9.404,23.273,13.725
25805,33779,47.699,6.947,4.48,18.603,10.744,25.481,20.146,12.577,43.826,7.765,3.154,22.359,12.255,12.159,31.844,18.227
25805,66547,43.114,8.729,6.351,18.548,10.924,15.042,26.016,17.051,26.498,7.471,3.462,18.002,9.819,9.263,37.147,15.348
66765,64499,38.927,4.31,4.435,8.781,6.703,5.476,7.845,8.701,39.148,7.366,3.132,13.793,7.99,10.087,15.844,23.098
9421,24563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.838,4.582,2.83,10.119,6.685,7.757,9.836,9.926
57549,67571,32.621,4.421,3.891,9.79,6.965,6.041,9.374,9.28,29.943,5.796,3.139,18.027,9.35,-1.88,21.173,18.638
80077,36851,38.949,7.895,3.221,13.528,6.157,21.115,18.364,16.021,32.662,6.264,2.608,14.124,9.032,5.135,21.223,10.585
66765,18419,42.385,7.081,3.634,12.154,6.433,29.109,18.106,14.756,33.817,5.966,3.558,13.158,9.656,12.906,23.013,12.019
69837,17395,22.576,6.727,3.325,11.019,5.777,43.803,16.486,14.234,22.413,5.402,3.349,13.066,10.648,18.292,18.759,10.923
49357,31731,34.996,6.914,5.37,12.404,12.913,26.937,15.443,12.936,32.943,5.636,4.626,15.097,19.291,11.329,19.666,11.774
67789,10227,18.736,4.474,1.96,7.502,3.341,10.296,11.715,10.722,17.962,3.742,2.453,8.693,6.722,6.961,13.339,10.565
23757,20467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.055,7.234,3.463,18.867,10.654,8.42,24.87,17.691
23757,67571,21.595,6.617,4.99,22.941,11.36,25.506,19.052,13.849,14.184,6.835,2.97,22.255,8.832,14.894,26.399,18.947
20685,6131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.057,6.001,3.131,11.588,7.57,12.753,13.767,13.136
72909,49139,54.438,9.482,5.258,16.524,9.643,15.584,22.633,17.186,81.84,20.396,7.549,54.728,23.062,2.491,104.053,66.903
42189,33779,39.48,8.565,6.286,14.815,18.742,35.337,22.204,15.528,34.802,8.02,3.964,18.732,19.67,22.328,30.188,15.849
24781,17395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.358,5.603,3.601,15.309,10.183,6.787,19.63,13.917
21709,20467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.511,8.231,3.017,19.109,15.374,12.784,33.084,20.525
49357,46067,26.43,7.74,5.105,15.073,13.306,33.555,18.47,14.39,26.708,6.729,3.621,19.117,13.524,15.539,25.208,12.929
37069,77811,45.689,6.823,4.495,17.022,8.974,18.065,17.349,13.173,25.733,5.055,2.505,15.249,7.379,2.908,16.384,10.706
20685,19443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.727,9.348,2.831,19.187,13.092,13.44,32.716,21.8
25805,55283,35.533,5.309,4.13,11.27,7.369,9.108,11.788,10.377,33.757,6.094,2.965,15.225,9.001,19.501,17.259,17.071
79053,70643,31.176,3.478,2.4,5.867,3.528,5.506,6.687,8.638,23.46,3.711,2.533,7.066,3.593,-1.68,6.601,12.963
53453,51187,25.188,7.317,4.859,15.286,12.665,30.325,16.954,13.155,18.348,6.031,3.113,15.041,10.441,8.94,18.032,11.262
50381,74739,35.423,4.803,3.219,10.099,6.929,5.368,9.678,9.139,34.056,6.474,2.82,15.89,11.0,16.341,19.673,21.043
41165,12275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.929,3.405,2.563,6.442,8.791,1.7,4.17,8.909
32973,67571,26.912,7.44,5.538,20.701,13.162,28.097,20.286,14.743,23.115,10.479,2.958,19.138,14.308,18.238,43.806,28.105
8397,73715,0.108,0.509,0.402,0.291,0.666,0.854,0.23,1.596,4.596,0.987,1.883,6.01,3.168,-4.226,5.752,11.566
61645,16371,26.769,5.892,3.363,10.061,6.101,25.987,14.422,12.823,26.098,5.452,3.594,13.75,8.811,10.888,22.052,13.156
19661,29683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.984,8.817,3.243,18.979,16.605,10.298,31.439,21.491
19661,32755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.116,6.368,2.878,18.464,10.602,8.301,29.191,15.155
53453,42995,53.52,8.073,6.163,13.913,15.614,20.575,19.452,13.944,39.971,6.671,4.758,15.404,20.538,8.301,25.265,12.601
77005,32755,23.398,7.186,3.616,11.837,7.712,32.655,17.13,14.214,23.504,5.733,3.367,12.172,13.575,10.198,21.103,11.069
32973,11251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.581,4.978,3.093,11.706,11.074,4.653,15.656,11.284
18637,57331,29.962,7.404,5.498,21.032,11.771,20.114,19.021,15.002,23.188,6.915,3.372,24.682,11.626,4.09,24.765,15.704
33997,64499,23.623,4.529,3.963,10.866,4.826,6.087,9.984,10.145,26.128,10.162,2.507,14.853,8.584,-0.855,20.123,30.531
42189,74739,21.612,6.476,4.894,16.713,9.831,27.827,18.149,12.632,23.397,9.587,3.308,22.268,18.076,9.3,33.224,28.503
64717,33779,27.302,7.31,4.858,13.212,11.605,32.091,16.997,14.003,27.606,6.205,3.954,13.682,12.948,13.056,20.929,12.087
61645,52211,29.024,8.243,4.787,14.556,12.159,27.153,18.568,14.683,22.195,8.79,2.854,15.778,10.557,10.612,22.216,19.801
49357,20467,30.936,4.212,3.825,8.393,7.13,6.253,9.03,9.194,28.992,3.938,3.702,11.042,12.306,2.49,13.165,12.304
64717,36851,26.425,7.868,4.596,15.169,12.149,33.817,17.755,15.113,25.95,6.246,3.656,15.23,14.059,10.319,19.047,11.27
23757,56307,22.64,6.452,4.68,17.86,10.256,22.981,16.973,13.229,19.299,6.114,2.802,19.107,10.466,5.431,18.804,14.942
13517,38899,0.12,0.464,0.373,0.304,0.639,0.872,0.198,1.64,13.619,3.195,1.391,7.298,4.983,2.186,14.031,18.398
35021,28659,27.112,7.098,4.326,15.331,8.789,27.898,18.963,14.137,27.625,6.689,3.421,18.988,13.74,12.776,27.565,15.159
52429,42995,51.78,9.092,5.472,15.978,14.85,18.288,22.55,16.944,39.62,7.378,4.403,16.306,16.575,7.024,27.508,12.109
18637,73715,30.635,6.959,4.336,16.463,10.576,22.549,17.663,14.266,27.735,7.62,2.869,20.93,13.461,6.179,28.405,19.309
24781,62451,48.024,8.1,9.535,19.325,15.739,25.548,24.334,15.051,30.253,7.909,4.939,19.862,13.338,17.47,32.483,19.781
71885,36851,46.194,8.199,5.398,14.011,11.105,24.894,19.787,15.611,36.876,6.512,4.041,14.836,15.939,9.821,22.603,11.148
24781,24563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.732,8.901,3.0,19.486,12.465,10.816,30.589,21.081
30925,10227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.215,4.876,3.046,10.806,10.08,1.883,22.329,11.294
58573,28659,28.028,7.932,5.223,13.803,16.057,43.654,18.34,15.051,27.282,6.23,4.251,14.036,21.216,20.838,20.951,10.908
40141,50163,26.029,7.525,5.654,15.181,12.76,31.702,19.118,13.876,22.988,6.107,3.931,16.414,15.95,15.011,23.198,12.461
67789,53235,48.264,8.857,5.181,15.25,11.154,20.867,21.051,15.801,27.819,7.049,3.208,13.487,8.961,5.16,19.93,11.988
29901,76787,30.758,7.229,4.463,17.583,8.553,21.491,18.152,14.687,28.477,7.458,3.058,18.603,5.86,5.22,21.187,14.87
42189,18419,3.844,2.05,1.752,4.075,3.092,3.935,2.203,6.205,11.043,2.332,2.856,6.609,8.133,1.309,4.431,12.153
18637,48115,41.67,6.576,6.484,15.752,17.36,32.253,13.795,13.058,35.087,6.317,4.157,19.648,20.037,23.979,20.773,15.682
57549,42995,38.881,8.124,5.209,15.785,14.423,25.107,17.63,14.346,30.601,6.512,4.307,17.451,18.916,10.089,24.908,11.816
10445,26611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.861,5.171,3.003,12.291,5.378,8.164,15.208,10.85
30925,64499,22.503,4.67,3.564,12.49,7.008,9.407,10.705,10.324,23.404,4.781,2.812,18.249,8.802,1.379,18.711,13.573
74957,33779,42.047,7.284,3.765,12.614,7.619,22.657,17.716,14.332,35.836,5.637,3.211,13.074,11.951,6.671,21.417,10.314
16589,65523,17.878,5.806,4.305,18.086,12.162,23.032,15.253,12.58,10.793,5.316,2.826,17.111,10.262,8.115,23.876,14.07
80077,67571,30.158,4.816,3.217,9.158,4.448,8.639,10.046,10.937,23.226,5.582,2.853,16.085,7.511,0.845,15.536,17.733
21709,69619,51.102,7.912,8.02,20.641,19.373,29.453,22.348,14.962,30.676,7.604,4.261,23.497,14.607,9.834,33.084,18.07
54477,21491,36.347,4.64,4.355,8.338,7.952,7.342,9.512,9.115,32.95,4.071,3.72,10.477,13.458,0.797,12.325,11.254
15565,29683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.168,7.54,3.29,19.286,10.324,9.957,27.041,17.759
36045,51187,25.028,7.077,4.992,19.889,12.182,24.654,18.144,13.195,26.161,5.887,3.527,22.044,20.675,6.263,24.032,12.68
33997,20467,0.508,1.679,1.375,0.982,2.185,2.844,0.513,5.563,10.119,2.287,2.16,3.821,4.743,-2.138,3.978,12.533
79053,40947,34.372,5.779,3.607,8.34,6.318,6.839,10.332,10.479,16.877,3.504,2.601,6.601,5.517,6.593,18.878,7.646
13517,64499,40.667,6.117,5.915,20.135,13.968,21.35,16.159,13.106,28.747,6.113,3.236,19.318,11.333,4.886,28.797,13.541
60621,66547,37.487,4.343,4.695,8.376,8.587,5.321,8.323,8.374,31.064,6.424,3.125,15.463,9.924,1.144,17.231,22.262
18637,65523,42.735,6.137,4.582,14.613,10.492,14.367,17.137,12.846,26.25,6.789,2.804,16.457,8.072,5.253,33.0,19.492
49357,22515,33.604,4.194,3.768,8.214,7.438,6.306,8.696,8.855,30.851,3.757,3.985,11.498,15.847,3.118,12.366,11.914
86221,64499,1.221,1.569,1.404,1.336,2.407,2.988,1.01,5.865,5.978,4.133,2.377,11.146,7.963,-2.364,6.038,22.023
14541,42995,2.58,1.875,1.536,2.221,3.235,4.791,1.693,5.925,15.217,3.021,2.437,7.726,5.315,9.499,6.013,14.502
60621,8179,5.188,2.423,1.528,2.789,2.498,5.057,3.246,6.816,8.182,1.762,1.691,2.085,6.642,-1.401,-0.442,8.666
15565,45043,35.258,6.655,5.402,15.9,13.425,26.269,13.467,14.268,30.124,6.227,3.932,19.35,17.066,22.387,18.665,15.496
55501,67571,40.016,4.871,4.041,11.704,9.904,6.274,10.808,9.216,35.658,6.971,3.168,19.726,16.163,-0.117,19.461,23.507
55501,22515,36.378,4.69,4.275,7.782,7.551,7.54,9.07,9.147,33.791,4.075,3.818,9.192,14.2,4.896,11.346,11.184
56525,68595,33.623,4.466,3.8,9.895,7.696,5.8,8.956,8.639,26.499,4.718,2.926,14.989,8.507,-1.823,12.476,14.784
45261,44019,46.807,7.735,5.278,14.262,12.036,25.603,19.34,14.431,34.136,9.504,2.925,21.374,12.044,12.157,29.289,24.803
81101,67571,39.126,5.855,3.252,9.874,5.173,7.815,10.775,10.888,31.523,6.666,2.831,14.225,6.201,1.771,14.838,17.388
50381,28659,38.408,4.713,4.489,8.594,8.925,7.009,8.807,9.073,32.94,3.904,3.185,10.497,9.98,-0.845,9.637,10.538
26829,41971,21.487,7.265,4.219,15.767,10.197,28.645,19.072,14.263,24.083,6.597,3.168,19.349,16.387,21.924,27.459,14.874
52429,74739,40.822,4.664,3.257,10.476,7.707,5.138,9.767,8.651,32.621,5.931,2.811,15.685,11.432,1.767,16.879,20.079
42189,7155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.19,4.349,3.606,12.152,18.567,3.542,17.983,10.967
91341,64499,0.301,1.408,1.222,0.888,1.99,2.498,0.681,4.996,7.41,3.28,2.069,7.069,2.242,-2.903,2.314,16.361
38093,5107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.605,4.26,3.274,11.105,11.368,2.638,15.95,10.578
22733,36851,46.43,7.293,3.871,16.821,11.014,18.032,20.645,14.302,40.728,7.839,2.878,20.35,11.844,13.663,30.558,17.842
53453,25587,41.665,5.011,4.45,8.418,8.923,8.123,9.781,9.432,34.029,4.125,4.202,12.041,16.023,3.202,11.768,11.2
53453,8179,0.551,1.68,1.364,1.142,2.343,3.225,0.831,5.613,9.206,1.867,2.37,4.088,6.275,-2.268,2.335,11.098
36045,6131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.748,7.803,7.016,32.091,24.368,6.899,44.594,17.481
21709,12275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.698,5.128,4.679,14.934,19.753,8.905,18.081,13.288
58573,42995,32.791,7.827,4.937,18.625,14.905,28.627,17.76,14.54,27.497,6.312,4.015,19.543,18.728,11.556,27.437,11.517
74957,65523,28.727,7.757,4.772,15.504,7.877,26.874,18.689,15.815,30.268,9.75,3.175,19.169,8.595,9.078,28.486,22.498
47309,57331,38.706,7.608,5.79,15.918,13.899,26.969,19.81,13.431,25.275,8.555,3.294,17.418,11.696,16.927,29.433,23.828
71885,69619,51.264,6.762,5.531,14.092,7.489,11.169,15.901,13.757,40.133,9.208,3.327,17.769,9.279,2.135,30.56,24.653
13517,22515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.94,6.696,3.403,18.179,16.909,17.37,28.838,17.571
32973,52211,41.98,5.447,4.358,10.729,8.144,6.308,11.298,9.833,35.2,7.571,2.855,16.36,16.524,1.079,19.389,23.299
35021,59379,38.118,5.228,4.701,9.46,7.507,5.165,10.343,8.958,32.907,5.84,3.044,16.857,5.82,-1.654,23.674,16.055
87245,64499,0.893,1.463,1.269,1.167,2.3,2.836,0.872,5.618,6.009,3.724,2.271,11.6,6.307,-2.56,4.921,20.232
22733,68595,19.924,6.429,4.452,18.751,11.144,27.768,18.325,13.299,13.848,6.12,2.809,19.084,8.867,10.061,27.193,15.796
40141,76787,21.714,6.378,4.579,17.746,8.964,26.018,17.457,12.67,18.15,6.769,3.009,19.385,7.112,6.671,21.654,17.895
20685,12275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.927,5.45,3.545,14.641,10.623,8.869,16.965,13.49
50381,17395,25.811,4.507,3.901,8.291,7.364,9.034,10.773,10.142,25.901,4.45,3.475,10.197,9.945,3.546,18.198,13.194
68813,18419,22.761,7.047,3.588,11.302,6.682,46.746,17.447,14.38,21.942,5.912,3.723,12.19,8.955,19.029,20.18,12.053
18637,36851,0.934,1.835,1.482,1.234,2.433,3.278,0.972,5.869,13.23,2.899,2.374,6.238,6.115,5.264,4.93,14.181
84173,44019,32.736,6.426,3.412,10.786,6.095,7.997,13.031,13.158,19.405,5.759,2.879,11.198,6.659,5.291,13.712,13.53
64717,29683,24.881,6.703,4.318,11.992,13.073,36.713,15.883,12.944,24.479,5.338,3.738,12.294,18.048,14.904,18.705,10.91
43213,45043,24.879,8.304,5.309,17.383,12.584,32.873,19.552,15.55,23.253,7.034,3.77,19.973,16.756,19.503,25.019,13.707
17613,16371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.852,9.44,3.691,20.915,19.557,16.822,33.076,24.79
37069,69619,21.846,6.611,4.877,16.801,10.511,26.17,18.812,13.21,26.047,12.722,2.748,24.89,14.008,16.936,40.896,36.049
15565,39923,0.761,1.734,1.391,1.299,2.497,3.487,0.91,5.876,10.325,3.163,1.858,7.513,5.529,5.971,5.96,15.463
39117,68595,45.697,7.519,5.668,17.588,12.011,15.096,20.353,14.096,39.154,8.701,3.5,22.457,15.38,2.439,31.097,21.759
58573,21491,31.594,6.024,4.293,10.079,9.058,24.992,13.505,12.248,27.944,4.934,3.419,10.996,11.575,6.463,15.5,10.768
40141,34803,49.358,8.338,4.987,15.451,16.243,24.726,23.403,15.457,35.36,10.454,2.998,22.65,15.909,15.322,36.235,27.936
68813,59379,21.716,7.119,4.578,12.582,9.158,26.903,15.394,13.443,22.309,7.344,3.521,16.695,13.537,7.437,20.805,17.725
44237,72691,35.321,4.98,4.073,10.477,5.871,8.281,10.873,10.148,38.553,9.957,2.806,17.402,8.712,1.351,30.998,31.485
43213,58355,47.53,7.676,7.612,18.835,15.163,19.198,19.197,13.13,29.122,7.218,4.039,19.197,12.524,12.594,25.169,16.98
83149,58355,18.353,4.028,2.757,6.572,3.345,4.757,7.501,9.611,20.866,5.033,3.073,11.182,6.792,-2.103,10.483,16.715
16589,63475,24.048,6.599,4.492,17.828,11.63,19.42,15.697,13.558,14.584,6.104,3.061,17.995,9.306,7.668,26.088,15.882
75981,25587,30.783,4.468,2.596,7.834,4.193,8.486,9.094,9.345,27.68,3.894,3.016,9.105,9.322,3.009,10.905,11.218
21709,33779,0.893,1.747,1.385,1.258,2.395,3.21,0.885,5.778,15.797,4.143,1.817,7.508,6.032,2.354,11.537,17.947
37069,68595,45.98,7.058,5.093,19.017,10.646,17.058,19.639,13.857,36.489,9.968,2.837,21.299,12.28,13.958,43.7,27.735
35021,53235,28.903,5.154,3.361,11.074,6.012,7.163,10.714,10.147,27.28,6.082,2.733,16.728,16.083,13.706,21.612,19.698
73933,41971,38.287,5.389,4.129,8.764,7.03,7.009,10.025,9.685,19.835,3.441,2.811,6.589,6.486,9.987,19.423,8.61
66765,61427,38.139,4.855,4.058,7.724,6.924,5.484,8.917,8.972,31.313,6.54,3.082,13.37,14.08,-0.338,17.496,21.031
26829,42995,32.561,8.386,4.457,16.554,10.356,24.746,20.921,15.275,30.895,7.418,3.498,20.041,16.212,24.778,27.448,14.836
46285,62451,21.536,6.065,4.647,13.672,13.011,24.292,17.006,11.246,25.724,7.4,3.024,18.48,22.086,6.531,34.819,20.497
89293,67571,0.221,0.908,0.779,0.575,1.295,1.626,0.421,3.252,9.807,3.304,2.029,5.689,3.453,-3.025,1.54,18.492
54477,76787,45.4,5.148,2.659,11.158,7.286,5.413,11.06,10.136,33.843,5.552,2.64,14.272,6.103,-0.332,14.837,16.334
71885,62451,26.567,8.72,5.472,15.553,10.659,37.934,21.274,17.274,26.495,9.242,3.789,18.757,13.164,13.944,26.975,20.097
37069,44019,36.062,8.669,4.703,17.107,12.156,24.965,22.383,16.365,29.736,12.173,2.849,13.091,13.935,17.485,44.633,32.833
74957,13299,1.295,1.739,1.307,1.515,2.233,3.575,1.191,5.715,9.715,1.458,2.078,2.823,5.738,-2.382,0.481,9.693
29901,25587,0.421,1.684,1.357,1.074,2.273,2.924,0.815,5.476,13.232,2.809,3.002,7.948,10.986,2.156,11.124,15.635
21709,45043,21.871,6.785,4.522,15.906,11.574,29.441,14.761,13.929,21.557,6.016,3.341,19.604,16.808,29.2,19.537,14.375
77005,36851,27.812,7.526,3.65,12.459,7.663,24.365,17.594,15.074,25.9,5.879,3.179,13.157,11.863,11.537,20.481,10.657
50381,67571,45.195,6.031,4.21,12.104,10.079,8.137,12.869,10.609,39.885,8.005,2.977,19.498,11.737,0.003,26.113,23.1
22733,5107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.308,5.883,3.353,11.854,7.34,10.511,16.18,12.488
13517,60403,26.007,6.013,6.574,18.173,14.295,28.406,13.901,12.331,22.107,9.111,3.473,24.33,13.551,15.815,31.639,29.639
55501,17395,28.964,4.332,3.762,7.208,6.17,8.062,9.507,9.422,27.807,3.99,3.497,8.523,9.826,3.164,12.081,11.653
59597,9203,9.434,3.684,1.843,5.422,3.398,17.632,6.992,9.255,15.766,3.526,2.281,6.477,5.483,4.503,7.573,10.822
73933,21491,41.309,6.822,3.116,12.67,5.231,11.795,17.424,15.031,33.665,5.55,3.398,14.456,10.989,4.771,20.017,11.352
81101,58355,26.657,5.008,2.864,8.296,3.556,5.343,10.151,10.982,22.617,6.01,3.165,12.916,10.531,0.961,14.88,19.172
18637,37875,1.295,1.837,1.483,1.353,2.538,3.383,1.09,5.755,13.856,3.025,2.089,7.562,9.97,14.873,8.278,15.306
74957,51187,56.085,10.137,4.376,18.287,8.692,14.437,24.148,19.126,34.925,7.592,3.048,15.234,7.857,2.136,22.238,10.781
65741,18419,24.341,7.074,3.598,11.553,7.489,43.768,17.413,14.291,23.434,5.892,3.586,13.556,11.761,17.92,19.382,11.748
20685,45043,23.53,6.539,4.572,16.771,11.175,29.569,14.495,13.64,23.273,5.951,3.265,20.089,15.114,28.158,19.267,14.539
44237,44019,43.064,7.819,5.661,14.205,12.291,24.968,19.327,14.366,33.729,7.912,3.377,15.634,12.458,7.608,22.785,16.63
50381,22515,34.312,4.285,3.953,8.387,8.328,6.564,8.879,8.898,30.15,3.736,3.627,10.551,13.231,6.088,10.564,11.197
60621,32755,29.378,7.509,4.883,16.078,14.689,34.336,17.21,14.115,27.865,6.069,4.113,15.761,19.857,12.147,21.376,11.556
72909,31731,26.551,7.588,4.273,12.831,9.056,30.911,17.711,14.448,25.436,6.046,3.746,13.794,16.05,10.273,22.477,11.361
35021,9203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.62,5.269,2.985,14.475,10.901,14.835,20.697,12.416
61645,57331,22.81,5.754,3.768,10.852,7.95,15.274,12.295,11.145,24.258,6.24,2.711,13.86,8.612,2.011,17.973,15.359
57549,44019,38.59,8.335,5.133,14.767,13.017,26.347,19.352,15.138,30.511,6.701,4.202,17.588,15.891,9.921,24.655,11.735
44237,52211,31.869,7.477,5.383,16.36,13.631,32.148,18.587,13.253,29.001,7.512,3.54,20.726,21.288,9.747,25.97,18.216
8397,42995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.847,5.078,3.87,15.621,9.395,7.806,16.63,12.832
21709,19443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.533,9.184,2.849,19.698,12.242,9.319,34.194,21.548
83149,37875,25.873,8.094,3.764,13.29,8.147,38.313,18.57,15.42,18.64,5.701,2.509,11.159,9.745,11.567,15.376,8.458
31949,77811,53.94,7.266,4.468,17.595,8.409,18.234,18.711,14.738,37.22,6.248,3.012,18.279,6.741,3.509,20.516,12.725
12493,66547,24.833,6.492,4.957,23.222,15.258,29.033,18.417,14.309,15.232,6.223,2.964,24.939,11.644,12.404,28.557,16.17
45261,68595,48.976,6.913,9.076,14.024,19.616,27.241,18.108,11.335,42.665,8.53,5.078,19.881,25.925,25.578,28.996,22.838
17613,29683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.907,8.493,3.138,20.817,15.994,8.088,34.512,20.125
12493,17395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.293,8.538,2.939,19.41,10.586,7.98,29.349,19.521
16589,41971,21.712,5.849,4.206,14.876,12.626,24.23,15.991,12.164,21.547,5.644,3.165,17.001,15.836,6.924,20.446,15.618
27853,54259,37.988,4.937,4.266,11.607,6.449,6.385,10.586,9.547,37.931,5.659,3.088,18.202,15.045,15.813,20.282,17.454
73933,68595,25.238,7.116,5.082,13.627,7.722,31.876,17.566,14.918,22.685,9.343,3.248,17.285,9.323,10.309,30.277,25.108
30925,22515,0.462,1.755,1.433,1.055,2.353,2.929,0.516,5.84,12.434,2.361,2.407,3.908,6.879,-1.196,4.627,12.45
16589,4083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.517,5.624,3.235,12.889,8.931,2.099,14.949,13.334
79053,21491,23.451,6.564,2.264,10.906,5.013,37.83,14.542,13.484,24.18,5.25,2.932,11.736,8.717,11.879,16.908,10.816
50381,72691,40.93,5.243,3.922,11.757,8.681,6.158,10.842,9.082,36.39,8.407,2.949,17.913,16.646,-1.393,30.722,26.211
20685,18419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.292,8.647,3.126,19.767,10.329,8.919,30.103,20.502
63693,33779,26.784,7.283,4.831,13.833,12.306,32.251,16.691,13.645,26.716,6.109,3.863,13.821,13.43,12.989,20.182,11.853
29901,10227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.455,4.878,3.07,12.049,9.977,1.886,24.226,11.238
61645,61427,39.977,4.723,4.465,8.876,8.546,5.472,8.591,8.524,37.192,6.213,3.653,13.799,12.76,13.603,15.561,18.92
36045,13299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.975,4.984,3.606,13.225,11.823,7.552,18.834,12.267
40141,28659,25.849,7.246,4.021,17.091,10.157,27.521,20.17,15.04,25.609,6.436,3.247,18.844,11.405,12.639,25.731,13.654
55501,62451,44.987,7.438,5.221,18.559,12.967,17.766,20.104,13.668,36.665,7.844,3.349,21.346,14.337,4.965,27.62,18.612
22733,66547,21.791,7.287,4.833,25.078,12.007,26.177,20.509,15.493,11.021,5.133,2.933,22.553,10.396,10.016,28.308,10.04
47309,14323,1.501,1.905,1.64,2.087,2.64,3.924,1.341,5.8,13.558,2.366,2.403,3.164,5.395,-2.947,1.356,11.533
21709,42995,34.151,6.852,4.821,14.713,15.495,34.558,16.929,13.03,27.099,7.955,3.442,17.783,14.326,10.79,21.309,23.527
45261,16371,11.755,3.075,2.939,10.454,6.441,9.869,7.047,7.722,17.716,3.0,3.714,12.736,15.291,1.412,11.15,12.154
35021,48115,25.817,7.517,5.09,22.686,11.731,24.87,19.828,14.803,25.864,6.534,3.513,25.036,16.924,19.378,25.675,13.934
12493,74739,1.12,1.77,1.465,1.305,2.511,3.48,0.968,5.899,5.053,1.941,1.936,3.795,3.084,-2.565,1.598,11.894
16589,52211,23.393,5.982,5.407,18.191,11.629,32.624,13.161,12.537,25.715,5.405,3.872,21.48,18.765,20.22,20.349,14.216
54477,8179,0.677,1.694,1.377,1.153,2.27,3.325,0.824,5.427,9.596,1.91,2.212,3.699,5.939,-2.281,1.165,10.907
70861,23539,23.313,6.771,3.39,11.365,6.343,39.114,16.126,14.084,23.882,5.57,3.338,11.998,10.438,17.122,19.129,11.434
26829,55283,40.094,5.36,4.423,13.029,7.189,6.145,11.748,10.371,37.657,6.834,2.924,17.128,8.134,-1.455,17.755,19.005
