x,y,real_dapi,real_foxp3,real_cd19,real_cd68,real_cd4,real_cd3,real_cd8,real_sampleaf,fake_dapi,fake_foxp3,fake_cd19,fake_cd68,fake_cd4,fake_cd3,fake_cd8,fake_sampleaf
77005,52211,39.886,10.112,4.532,17.074,7.829,20.799,23.269,19.648,24.019,8.565,2.973,15.521,8.283,13.856,30.691,14.878
19661,21491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.406,9.309,2.748,18.645,13.11,14.82,33.728,21.751
53453,75763,42.243,5.01,2.991,11.659,7.462,5.261,10.847,9.311,33.228,5.189,2.761,15.431,7.804,-0.249,15.092,15.698
16589,75763,21.199,6.424,4.319,17.964,11.922,24.878,17.239,13.479,22.557,6.412,3.292,20.495,9.039,5.863,22.674,15.055
41165,39923,43.871,8.588,6.025,14.346,16.493,28.861,21.776,15.083,39.8,11.991,3.209,9.449,21.76,16.795,43.711,31.286
84173,56307,31.41,8.224,3.822,13.99,6.22,25.391,18.629,16.796,26.507,6.999,3.097,14.436,5.798,6.165,19.338,12.74
51405,52211,61.407,10.537,7.369,17.984,18.188,23.916,26.054,18.145,42.615,8.608,4.292,18.657,14.995,5.741,28.956,12.663
52429,30707,47.007,5.987,5.125,10.784,10.706,14.228,12.136,10.935,38.679,4.806,3.951,11.47,16.094,2.533,14.86,10.681
51405,25587,29.776,4.16,3.093,8.294,6.042,6.381,8.481,9.427,30.548,3.532,3.208,10.132,11.182,-1.635,10.304,10.546
21709,61427,25.106,7.173,4.955,20.529,11.297,23.018,19.571,15.063,16.311,6.921,3.1,20.443,8.704,8.129,28.685,17.085
38093,49139,60.418,10.555,10.795,19.38,23.35,30.515,25.843,18.085,47.494,8.969,5.537,22.696,25.623,21.581,38.652,14.903
42189,52211,41.716,7.245,5.717,16.622,13.633,26.933,18.016,12.734,35.351,7.194,3.927,20.355,21.036,25.996,25.131,17.759
55501,58355,23.901,8.068,5.077,15.854,15.617,33.279,19.773,14.26,23.952,8.21,3.19,18.665,18.4,10.883,27.808,17.943
46285,52211,54.385,7.306,5.944,13.3,14.218,20.194,16.019,11.792,44.468,7.938,3.62,16.266,18.083,20.242,25.804,18.353
42189,65523,38.293,7.402,5.188,17.707,10.13,13.779,18.733,14.552,32.961,8.435,3.235,22.142,15.443,2.016,31.816,21.317
38093,18419,0.476,1.653,1.359,1.042,2.236,2.836,0.691,5.69,8.437,1.947,2.08,3.546,7.197,-2.301,3.819,11.49
22733,30707,0.565,1.573,1.274,1.062,2.246,2.806,0.653,5.637,18.367,4.421,1.746,8.129,8.94,2.431,15.475,19.339
84173,49139,24.052,8.902,4.469,14.858,7.538,31.508,20.504,18.133,18.338,10.282,2.999,16.606,6.721,19.176,27.687,23.603
53453,14323,18.416,5.693,3.79,10.778,7.438,28.704,15.11,12.537,14.257,3.799,2.73,8.422,9.598,8.484,11.356,8.345
12493,10227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.309,6.076,3.521,17.188,9.067,13.232,19.332,15.102
50381,33779,23.976,6.882,4.973,13.073,11.607,32.584,15.352,13.018,26.743,5.518,3.91,13.245,18.68,9.392,19.112,10.951
15565,72691,34.236,5.531,3.66,11.967,9.265,12.365,14.434,11.879,33.189,5.771,2.636,15.698,6.768,3.059,18.944,14.432
53453,7155,0.724,1.703,1.392,1.195,2.364,3.357,0.899,5.695,6.859,1.618,2.004,2.227,4.75,-2.04,-0.145,10.167
26829,33779,36.345,7.171,4.264,18.406,10.43,26.747,18.949,13.095,34.84,7.325,3.091,21.367,11.969,14.956,26.69,16.512
40141,56307,13.269,4.356,3.293,9.853,7.658,14.137,9.223,9.5,11.88,4.725,2.585,15.113,8.572,1.403,17.575,14.989
77005,48115,25.895,8.436,4.91,15.151,9.418,28.196,19.084,16.141,20.424,9.504,3.038,18.099,8.392,16.062,30.24,21.722
42189,73715,42.149,6.373,5.117,17.113,9.31,19.21,16.79,12.34,36.556,9.953,3.349,22.513,16.6,4.793,34.992,28.382
47309,15347,26.168,4.521,4.1,20.319,10.908,16.825,14.18,10.165,27.645,4.465,3.742,20.275,12.903,6.692,18.932,13.157
65741,70643,38.917,4.155,4.88,9.747,6.859,5.435,9.332,8.745,30.6,6.859,3.284,14.802,15.011,0.417,22.52,25.537
26829,74739,56.392,8.198,4.976,18.833,9.841,17.223,22.543,15.787,42.296,8.556,3.302,24.004,13.965,5.587,30.043,20.859
78029,44019,34.861,5.345,4.202,8.253,6.538,6.671,9.213,9.48,18.529,3.931,2.75,6.477,8.081,10.136,20.51,10.746
86221,44019,22.533,8.786,4.044,14.615,7.966,29.684,20.405,17.713,14.406,7.147,2.988,13.028,6.471,8.605,19.153,11.898
42189,62451,34.677,5.591,4.295,14.303,10.07,14.204,12.568,10.584,34.541,7.552,2.738,20.599,16.883,2.465,26.571,20.216
41165,46067,29.358,8.696,5.889,16.599,15.104,39.476,21.338,15.591,25.695,7.511,4.215,19.651,19.738,23.601,27.001,14.843
73933,33779,29.026,8.124,3.97,13.874,8.651,27.03,19.242,15.945,27.109,6.37,3.599,14.615,15.317,9.045,22.871,11.081
53453,45043,59.025,9.603,8.139,14.426,25.379,29.21,23.008,15.09,40.996,8.93,4.347,16.791,22.286,9.406,26.859,16.398
27853,15347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.823,4.73,3.357,10.427,10.971,4.693,16.216,11.253
12493,73715,1.268,1.732,1.409,1.343,2.545,3.563,1.063,5.811,7.146,3.749,1.73,7.867,9.914,-0.913,9.606,19.839
27853,36851,23.3,7.411,4.066,14.583,9.801,30.035,18.836,14.184,26.334,7.644,2.999,18.616,11.352,13.557,28.849,17.096
31949,55283,41.241,5.239,4.367,9.831,7.154,5.078,10.643,9.364,30.928,4.652,2.883,11.701,8.42,-1.607,11.641,12.272
31949,53235,42.209,5.153,4.386,9.732,7.118,5.621,10.588,9.249,42.043,8.847,2.836,18.612,14.843,-1.471,27.185,26.4
78029,69619,40.767,4.716,2.945,8.242,4.563,7.475,9.417,10.341,30.691,5.985,3.021,13.66,13.946,1.806,14.938,20.01
61645,36851,58.827,9.834,8.312,17.824,24.45,40.751,25.82,16.49,45.944,7.591,5.111,19.291,25.831,17.298,29.126,10.637
72909,48115,47.451,8.424,5.439,14.916,12.344,24.821,19.51,15.085,38.008,8.218,3.734,21.516,10.529,6.136,29.619,14.583
12493,8179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.732,5.99,3.211,17.702,9.083,12.783,19.928,15.218
53453,64499,33.227,8.325,4.552,17.474,11.418,20.593,21.018,16.362,35.069,10.959,3.277,23.592,16.339,19.679,36.003,27.826
58573,27635,25.413,7.341,5.106,12.32,15.475,42.679,16.904,13.858,26.377,6.12,4.159,12.223,19.804,15.405,20.025,11.729
52429,28659,37.373,5.016,4.285,9.159,8.926,9.641,9.78,9.941,32.844,4.059,3.536,10.86,11.76,0.243,11.537,10.632
87245,53235,25.125,16.184,3.205,27.608,6.564,4.993,41.052,39.025,18.346,11.808,2.621,22.726,6.017,-2.198,41.521,10.138
50381,25587,38.499,4.252,3.931,8.25,8.019,6.242,8.292,8.725,34.238,3.575,3.486,10.705,11.745,3.26,10.109,10.893
59597,63475,33.3,5.124,3.975,9.998,6.56,5.725,9.4,9.575,34.106,8.582,2.682,14.802,9.084,0.132,19.116,24.971
28877,72691,22.762,7.658,4.902,17.357,10.467,26.787,19.304,15.693,20.553,7.85,3.061,20.517,11.468,7.262,26.004,18.941
74957,26611,33.125,6.64,3.58,11.329,7.187,25.327,16.035,13.283,28.461,5.34,3.218,11.908,10.546,9.66,18.319,10.701
78029,57331,25.146,7.929,4.819,13.421,7.792,29.22,18.433,15.728,21.68,7.634,3.886,17.07,16.828,9.875,23.721,18.158
78029,32755,41.205,7.992,3.253,13.501,6.325,16.705,19.095,16.224,33.606,6.257,3.293,15.196,13.945,4.104,23.528,11.08
13517,3059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.845,5.168,3.107,11.17,5.736,14.43,14.783,11.132
29901,53235,34.406,4.866,4.074,10.334,6.303,6.027,10.143,9.24,31.878,5.739,2.857,15.359,12.514,13.741,16.485,18.313
35021,69619,20.06,6.28,4.645,16.613,11.822,30.353,17.465,12.735,20.223,5.291,2.905,17.807,12.61,13.585,20.323,11.472
73933,34803,23.309,7.112,3.987,12.888,8.741,28.788,16.887,14.01,23.851,5.725,3.197,13.245,10.313,7.393,18.923,10.737
37069,54259,38.084,5.925,4.171,13.193,8.924,12.082,13.49,11.532,30.36,6.027,2.816,17.196,10.524,2.674,18.379,16.442
46285,18419,24.136,4.183,4.006,8.874,8.16,6.799,9.515,9.302,24.695,3.624,3.813,10.727,15.525,4.232,12.806,11.422
64717,31731,40.97,6.769,4.28,13.806,10.849,20.423,17.965,13.56,33.723,5.331,3.75,13.731,16.284,7.732,21.27,10.677
47309,70643,40.713,6.249,4.326,15.698,11.992,14.392,14.513,11.699,37.354,9.667,2.907,20.884,12.826,3.86,26.611,27.481
22733,62451,19.325,6.6,4.835,20.787,10.808,22.346,17.739,13.867,14.021,6.269,3.064,20.671,8.564,10.694,21.109,16.253
38093,58355,34.038,4.695,3.857,8.661,6.057,5.173,9.168,9.001,26.604,4.758,2.612,11.408,4.597,-1.658,13.765,13.339
74957,62451,22.584,7.275,4.612,13.91,7.514,27.865,17.043,14.794,24.672,7.724,3.528,17.038,10.373,8.36,21.919,17.538
56525,21491,39.483,4.834,4.509,8.132,7.88,7.632,9.729,9.377,34.201,4.258,4.1,9.481,12.175,4.98,12.413,11.66
61645,62451,37.14,4.621,4.472,8.915,8.312,5.288,8.568,8.679,37.806,6.762,3.473,13.935,10.467,11.199,16.623,20.187
41165,9203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.67,5.05,4.356,14.851,15.724,7.416,18.705,12.587
42189,26611,36.717,7.294,5.941,14.906,15.18,26.728,18.054,14.166,32.207,6.477,4.098,14.904,14.856,7.134,25.45,12.787
78029,33779,43.182,7.358,3.014,12.618,5.408,11.785,18.098,14.897,35.135,5.704,2.977,13.587,11.848,0.992,22.063,10.613
51405,57331,26.329,7.179,4.963,14.654,12.955,27.519,18.133,12.915,26.877,7.578,2.977,19.314,11.418,8.506,23.897,16.401
10445,38899,0.003,0.01,0.008,0.006,0.014,0.017,0.003,0.037,13.228,2.806,1.325,7.525,8.587,5.102,15.557,19.758
29901,4083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.881,4.246,3.593,12.146,14.008,6.933,16.9,10.485
19661,64499,33.656,6.294,5.092,17.654,12.887,23.291,17.932,12.872,20.837,6.651,2.987,18.346,10.138,11.329,31.504,19.012
32973,14323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.773,4.741,3.495,11.571,12.5,2.031,17.215,11.595
58573,15347,25.778,6.552,3.695,11.553,6.971,23.499,16.248,14.057,25.008,5.565,3.407,13.134,10.56,10.211,19.87,11.857
32973,46067,29.736,7.31,4.681,19.352,13.116,27.073,19.47,14.38,26.793,6.43,3.475,22.004,18.897,23.893,25.44,14.58
41165,51187,24.162,7.578,5.696,15.833,12.775,32.647,19.382,13.63,26.882,12.15,3.286,22.162,15.66,10.111,35.102,32.009
61645,42995,27.327,8.311,4.609,15.54,11.448,29.01,18.647,15.629,25.162,7.322,3.67,19.506,12.293,13.499,25.546,12.973
12493,45043,1.519,1.74,1.455,1.472,2.716,3.902,1.093,5.778,8.0,1.763,2.104,3.801,4.314,-1.893,0.573,10.932
29901,27635,0.872,1.723,1.379,1.423,2.32,3.072,1.003,5.574,12.625,2.771,2.144,8.093,10.155,6.334,10.835,15.162
25805,30707,1.086,1.661,1.333,1.345,2.288,3.262,0.927,5.749,16.053,5.149,1.788,7.582,5.677,7.788,12.868,21.41
38093,6131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.799,4.218,3.434,12.184,13.279,4.004,17.192,10.575
58573,39923,24.828,7.527,4.574,15.542,13.275,28.492,17.493,14.303,25.652,6.482,3.626,16.262,17.232,14.972,24.323,12.557
83149,41971,31.173,5.184,2.929,9.273,5.579,6.413,10.073,10.623,21.45,5.595,2.521,11.621,5.66,-1.978,10.779,15.261
29901,7155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.932,5.589,3.207,15.938,13.127,11.003,26.287,14.014
33997,65523,34.989,5.874,4.729,16.478,9.236,14.869,15.016,12.198,28.137,6.944,2.905,19.631,11.224,2.688,19.722,19.341
69837,39923,28.155,9.578,4.667,16.476,11.154,31.969,22.336,18.3,27.034,7.328,3.563,17.161,12.651,9.986,24.418,10.529
45261,35827,35.175,8.078,5.562,16.245,14.826,31.78,19.176,15.006,32.022,6.866,5.042,18.842,19.805,12.669,25.182,13.148
26829,9203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.896,4.733,2.798,10.745,9.669,2.948,13.146,10.301
58573,35827,44.25,9.855,6.386,18.019,19.255,31.785,23.012,17.967,38.951,7.695,4.968,17.517,24.5,18.586,26.769,11.286
9421,73715,0.534,1.737,1.431,1.142,2.319,2.946,0.875,5.705,4.563,1.909,2.061,3.509,3.449,-2.626,1.524,12.1
82125,41971,31.737,5.162,3.123,8.963,5.844,6.315,9.737,10.403,20.957,7.079,2.374,13.763,5.695,8.46,17.023,22.399
33997,44019,45.403,7.917,5.242,16.173,12.775,23.983,22.01,14.778,38.356,7.016,3.781,19.61,21.533,19.869,30.127,14.591
30925,47091,27.313,6.921,4.596,16.809,11.122,28.95,18.978,13.776,25.734,6.074,3.471,18.357,11.32,19.158,23.793,13.0
55501,51187,48.263,8.157,5.896,16.77,15.108,26.46,19.552,14.164,37.269,6.992,4.017,18.598,12.766,7.064,24.033,12.548
31949,7155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.906,4.612,3.181,12.023,8.922,6.886,25.538,11.118
31949,67571,28.833,7.44,5.522,22.762,14.906,27.315,20.085,14.926,20.505,9.587,3.054,16.503,14.177,17.621,36.876,27.285
78029,38899,34.747,5.456,2.629,9.698,5.188,8.452,11.909,12.047,23.61,5.811,2.256,11.543,7.535,-0.055,18.12,15.005
75981,57331,43.783,8.993,4.477,16.152,7.676,21.35,21.65,18.056,36.701,9.513,3.402,18.917,11.427,6.911,27.458,19.752
40141,18419,0.791,1.77,1.424,1.236,2.439,3.146,0.875,5.916,9.837,2.092,2.409,3.721,7.176,-0.804,3.659,11.622
71885,73715,83.023,10.814,6.623,23.967,12.394,15.202,30.064,22.189,51.111,8.732,4.066,20.548,9.853,2.667,29.907,11.56
47309,39923,49.836,8.269,5.306,13.167,18.058,31.567,22.604,14.117,39.709,7.102,3.932,14.875,17.95,12.994,30.995,12.815
21709,52211,33.858,7.386,7.089,21.936,13.182,31.498,17.71,14.747,30.181,6.051,4.662,22.647,19.549,8.958,23.627,12.609
27853,71667,23.588,7.24,4.918,18.712,11.249,28.288,19.502,14.428,14.789,6.579,3.006,17.921,8.632,12.902,23.267,15.916
68813,22515,22.594,7.115,3.546,11.678,6.973,37.711,16.604,14.591,22.189,5.628,3.537,11.601,10.966,13.37,19.328,10.894
24781,52211,34.437,7.484,5.439,20.009,11.029,22.57,20.25,14.859,33.856,6.802,3.718,23.393,18.521,18.917,28.641,14.894
63693,73715,38.699,3.509,3.826,11.722,6.143,5.02,8.222,8.626,28.147,4.387,3.107,15.651,9.101,-1.925,12.899,17.33
78029,20467,25.713,6.344,2.203,11.299,4.491,29.082,13.926,13.357,22.393,4.886,2.202,10.611,6.618,8.823,13.381,9.852
55501,25587,39.539,6.536,4.941,12.484,13.322,29.453,15.251,12.432,33.729,5.38,3.769,13.736,14.884,10.65,17.52,11.461
42189,19443,29.581,5.135,5.465,21.141,13.002,13.463,13.059,10.897,26.419,4.358,3.744,19.9,14.393,2.525,15.63,11.316
46285,65523,43.15,6.012,6.239,13.71,14.218,17.554,13.683,10.55,42.821,10.053,3.779,21.273,20.254,19.285,35.57,30.635
56525,31731,29.862,7.577,4.563,18.375,12.312,27.017,17.169,14.438,28.481,6.114,3.755,16.852,15.346,7.768,20.507,11.11
45261,40947,33.011,7.408,5.217,14.516,12.599,29.132,17.938,13.893,30.46,6.291,5.019,17.734,19.702,11.046,22.646,13.21
67789,68595,31.965,4.057,3.755,10.109,5.12,5.252,8.581,9.405,32.159,7.566,2.667,14.332,7.316,-0.294,20.182,23.916
19661,74739,41.144,7.614,4.88,17.425,13.675,25.901,20.812,14.89,27.701,6.096,3.139,17.475,12.446,6.727,24.157,12.351
44237,64499,24.525,6.232,5.21,16.925,12.765,26.053,17.348,12.277,29.066,8.702,3.219,22.092,16.088,6.795,34.01,23.245
26829,29683,0.957,1.621,1.29,1.211,2.189,3.086,0.874,5.495,14.095,3.179,1.983,7.965,6.122,6.962,8.05,16.509
56525,66547,29.445,4.587,3.022,10.658,5.392,6.642,10.118,10.078,31.467,8.17,2.473,18.613,7.918,0.945,24.657,26.953
13517,34803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.441,9.537,2.507,18.765,14.557,13.541,36.188,21.366
70861,57331,24.612,7.369,4.403,14.282,8.683,27.842,16.719,14.248,21.296,7.461,3.208,18.505,15.482,8.212,23.324,18.935
78029,58355,26.557,6.608,4.637,11.172,7.007,23.318,14.692,13.197,22.649,6.432,3.402,12.783,8.499,6.304,16.777,15.357
40141,46067,25.364,7.753,5.149,15.795,12.47,33.671,19.067,14.419,24.116,6.845,3.718,19.054,17.417,24.872,24.083,14.765
84173,59379,20.767,3.924,2.632,6.496,3.473,4.904,7.262,9.096,18.491,4.253,2.869,11.322,5.677,-0.604,9.585,14.842
50381,41971,46.475,7.853,4.876,12.887,13.651,21.41,18.95,14.025,36.958,6.849,4.073,15.299,15.095,8.619,28.484,13.404
47309,8179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.253,4.567,3.543,12.758,15.342,8.034,18.098,11.163
83149,54259,40.198,8.092,3.718,13.26,6.712,13.857,18.52,16.143,29.996,7.409,3.149,16.139,14.842,3.532,23.568,15.825
32973,6131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.244,4.29,3.532,11.71,11.969,2.49,15.466,10.954
74957,29683,35.681,7.926,3.736,14.168,7.83,23.301,19.449,15.634,30.999,6.427,3.29,15.036,11.809,7.199,22.283,11.538
64717,45043,30.76,11.754,4.773,20.822,10.784,20.859,28.743,24.076,21.134,11.661,2.72,22.868,10.364,13.047,34.176,21.94
46285,72691,31.608,6.877,4.73,17.855,11.051,22.601,19.03,13.047,29.312,10.016,3.135,22.102,16.066,6.285,33.729,28.301
25805,23539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.266,9.566,2.796,18.304,14.954,13.031,34.918,22.079
31949,72691,26.05,7.067,5.036,21.814,10.641,29.333,19.585,14.281,23.416,7.354,3.197,24.716,12.209,9.799,24.814,18.495
43213,23539,30.846,4.11,4.118,10.39,7.297,6.306,8.831,8.937,28.715,3.966,3.376,10.688,9.503,-0.768,10.977,11.68
36045,34803,20.076,7.564,4.378,15.72,9.551,27.604,18.672,15.207,25.15,7.379,3.233,20.071,14.408,13.242,29.454,16.52
64717,47091,24.084,8.049,4.843,18.721,12.23,36.184,17.915,14.953,21.097,8.491,2.99,18.989,10.043,11.306,23.985,17.673
83149,69619,0.725,1.676,1.435,1.067,2.261,2.907,0.879,5.782,8.068,3.115,2.155,3.753,1.541,-2.775,0.868,13.814
16589,56307,23.228,7.111,4.819,17.683,11.044,23.093,15.697,14.629,25.655,7.17,3.313,21.253,17.026,19.589,23.203,17.711
68813,63475,33.787,5.127,3.7,9.101,5.021,6.347,9.993,10.283,30.987,6.722,2.979,15.01,7.961,-1.353,17.076,20.691
40141,4083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.188,3.167,2.631,10.333,11.008,2.467,3.956,8.386
82125,54259,41.39,6.878,3.579,11.469,6.309,9.428,15.121,14.221,35.728,7.649,3.115,15.889,13.3,0.048,21.404,18.476
19661,36851,1.367,1.835,1.547,1.422,2.496,3.438,1.092,5.826,16.771,3.488,2.033,8.192,7.729,8.061,9.579,16.336
51405,69619,42.152,5.426,4.091,11.051,9.29,6.602,11.29,9.273,35.899,7.067,3.034,15.824,11.737,0.191,18.842,21.727
32973,35827,18.76,6.994,4.034,15.723,8.335,27.261,17.602,14.118,23.829,7.547,3.097,21.177,14.841,13.17,32.715,18.621
46285,28659,30.93,6.035,4.517,12.975,10.321,22.314,14.49,12.593,28.364,5.13,3.599,12.983,14.969,6.587,18.523,11.625
78029,30707,24.889,7.376,3.389,12.365,7.372,31.869,17.655,14.585,23.356,5.722,3.196,13.514,11.8,9.905,20.201,10.699
27853,63475,45.823,7.209,7.515,15.955,16.693,21.937,19.336,13.226,30.98,6.723,4.12,19.058,13.544,5.617,26.292,15.277
46285,47091,24.907,7.46,5.005,14.553,11.464,30.525,18.21,13.888,24.974,6.323,3.684,17.306,18.602,14.974,24.348,13.209
72909,68595,30.609,7.041,4.825,14.128,7.07,27.754,17.213,14.877,24.656,8.577,3.274,17.981,8.869,9.476,27.12,23.242
58573,19443,37.16,4.675,4.094,7.13,6.829,7.646,9.26,9.454,30.61,4.172,3.45,8.716,10.686,3.194,10.751,11.49
66765,14323,24.483,6.242,3.063,10.317,4.895,30.37,15.108,13.753,22.88,5.057,3.273,12.037,9.701,12.58,16.065,10.763
84173,40947,25.084,6.719,3.357,11.998,7.927,26.905,14.647,13.767,18.57,6.341,2.633,11.632,6.426,6.917,14.466,12.518
21709,60403,20.247,7.002,4.741,19.689,10.663,25.368,19.232,14.765,13.252,7.014,2.824,20.06,8.529,14.475,30.708,18.861
71885,24563,26.017,7.527,3.748,13.299,7.203,36.101,18.009,15.111,24.85,5.931,3.394,13.222,12.562,14.613,21.569,10.9
32973,10227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.266,5.953,3.053,11.902,6.183,6.329,20.325,12.833
65741,64499,39.07,4.59,4.35,8.543,7.086,5.2,8.324,8.656,34.077,6.705,3.2,14.081,11.434,-0.21,14.93,22.268
22733,70643,29.33,6.392,4.697,21.266,11.555,19.551,17.164,13.17,19.401,7.421,2.871,22.504,9.101,9.685,32.683,21.677
77005,66547,29.931,6.855,4.294,13.932,6.771,22.886,16.686,14.903,26.147,7.515,3.11,16.922,7.291,7.492,21.147,17.948
35021,16371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.399,4.787,3.311,10.315,11.646,1.715,16.327,11.432
60621,17395,27.249,6.696,3.727,11.182,7.413,28.976,16.083,14.074,28.529,6.671,3.232,14.875,9.087,12.007,27.081,14.681
20685,20467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.564,9.678,2.728,20.219,17.288,14.9,36.066,22.672
83149,49139,41.343,8.964,3.853,15.31,6.925,13.655,21.023,17.864,27.328,10.262,2.694,16.18,6.872,11.376,29.751,24.326
45261,25587,38.962,4.287,4.299,9.595,7.726,6.423,9.262,9.312,33.684,4.537,3.89,12.683,9.77,2.359,16.282,13.844
36045,64499,28.576,4.913,4.057,12.297,7.554,8.36,11.372,10.558,26.882,6.549,2.71,19.123,11.012,0.315,16.988,19.839
29901,64499,22.0,4.703,3.936,9.706,6.391,8.562,10.415,9.949,17.136,6.858,2.507,15.804,5.641,7.798,18.537,23.941
23757,13299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.678,5.57,3.706,14.761,10.862,8.191,18.538,13.989
10445,9203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.541,4.858,2.959,9.785,6.575,7.983,11.882,10.439
48333,40947,47.061,7.68,5.81,12.995,13.898,22.618,20.639,13.615,38.563,6.84,4.117,15.56,14.558,9.207,28.0,13.476
11469,48115,33.44,5.559,5.324,14.318,14.339,26.83,12.628,12.115,29.586,5.545,3.711,18.513,19.494,21.98,17.791,15.998
83149,64499,27.929,4.481,3.497,8.066,4.935,5.435,8.684,9.861,22.518,6.407,3.103,14.579,13.075,-1.44,15.01,22.937
65741,58355,21.688,4.433,3.049,7.886,4.617,5.837,7.654,9.221,20.474,5.414,2.974,12.618,12.129,0.551,12.434,19.147
60621,19443,27.728,6.235,4.22,10.904,8.904,28.687,14.722,12.74,27.552,5.557,3.707,11.95,10.38,11.525,18.386,12.613
58573,29683,26.431,7.79,5.273,13.211,16.421,43.109,17.429,14.6,26.512,6.18,4.06,13.752,20.802,16.25,20.146,10.974
19661,23539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.991,6.869,3.07,17.615,10.512,20.372,21.019,17.853
29901,70643,20.355,6.348,4.486,16.974,10.247,25.294,17.634,13.069,17.27,6.067,2.8,17.913,8.232,7.797,22.01,15.026
11469,66547,40.117,6.044,5.092,23.257,15.858,28.224,19.602,13.399,24.07,4.817,2.821,20.065,12.879,7.623,18.811,10.967
24781,39923,18.754,6.854,3.659,14.903,9.603,27.594,17.302,13.477,26.597,8.381,2.682,20.395,12.676,16.642,31.726,20.734
36045,32755,37.137,7.456,4.734,14.109,11.265,26.904,20.083,14.413,31.501,6.905,3.171,16.632,12.195,6.963,23.092,14.58
74957,70643,32.182,8.554,4.753,15.386,7.229,41.133,20.338,17.497,25.705,7.921,3.763,19.254,11.5,16.217,24.877,16.809
54477,61427,41.865,8.228,4.676,16.899,10.573,17.325,20.733,15.646,36.9,9.04,3.135,22.042,18.848,16.879,35.378,21.916
14541,11251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.677,7.332,2.782,17.176,9.449,16.308,24.925,17.419
58573,16371,26.553,4.601,2.967,8.011,5.392,10.309,9.914,10.346,25.137,4.434,3.114,9.05,7.814,6.015,17.197,12.556
10445,11251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.272,4.639,3.052,9.387,8.153,6.813,11.597,10.197
40141,17395,0.543,1.73,1.397,1.083,2.347,3.11,0.759,5.866,8.703,2.093,2.242,2.749,4.854,-2.799,3.265,11.533
77005,62451,35.599,6.271,3.821,12.269,6.236,15.445,14.465,13.379,35.793,6.562,3.197,15.627,4.705,19.768,18.072,14.301
40141,5107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.77,4.124,3.068,10.028,8.649,3.511,13.093,10.11
82125,63475,30.808,4.261,3.648,9.487,5.172,5.475,8.118,9.414,25.007,5.642,3.404,17.054,12.502,1.104,13.363,19.773
36045,5107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.538,4.284,3.173,10.381,9.477,2.795,12.492,10.415
59597,36851,36.275,9.279,5.963,16.082,16.542,33.362,21.058,16.733,37.958,7.424,4.153,16.954,17.03,16.601,23.957,10.972
28877,42995,19.169,6.683,4.229,15.108,10.204,28.131,18.669,13.385,24.192,6.763,3.046,19.512,14.469,23.51,29.629,16.728
29901,29683,25.556,6.694,4.763,21.083,7.272,21.579,18.737,12.289,27.74,7.597,3.141,23.246,9.332,21.45,28.774,18.939
46285,21491,31.379,4.245,3.719,8.929,7.39,7.22,8.898,9.348,30.062,4.371,3.135,10.091,8.414,-1.099,12.841,12.496
20685,33779,0.254,0.633,0.513,0.413,0.826,1.088,0.314,2.001,14.089,3.987,1.352,8.676,8.336,0.174,13.715,19.339
61645,28659,29.875,7.278,4.888,14.485,11.589,29.098,17.311,14.339,27.318,5.86,3.889,15.775,16.884,9.645,20.473,11.414
45261,37875,35.217,8.469,4.921,16.146,11.921,25.547,21.206,16.32,27.459,6.372,3.248,14.904,11.843,8.999,22.249,9.737
57549,35827,45.696,7.751,4.989,12.861,16.115,22.424,20.776,13.469,37.813,6.23,4.215,13.569,20.722,12.088,24.743,11.597
28877,20467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.092,4.746,3.932,12.924,17.645,3.576,17.614,12.27
